"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",5298.70,39.98,-1.33%,2140967,3281.37,0.65,-12.27%,-27.49%,-19.13%,-60.23%,-45.36%,-25.10%,5.78%,58.60%,106.03%,58.18%,52.47%,11.71%,89.59%,12.72%,-23.20%,-21.12%,-44.19%,-0.89%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",25908.04,102.05,-1.14%,14121325,13914.39,1.01,17.11%,61.27%,27.12%,0.14%,28.69%,-13.14%,8.52%,336.77%,108.51%,6.57%,,6.37%,44.89%,12.79%,21.27%,40.80%,19.91%,4.15%
"GLXY","NASD","Galaxy Digital Inc","Financial","Capital Markets",10292.11,26.33,-0.64%,3614887,7183.72,0.50,13.44%,34.75%,4.73%,28.10%,17.75%,14.93%,8.15%,-22.18%,-191.71%,-73.19%,,3.57%,77.66%,14.61%,14.39%,13.00%,5.04%,2.13%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",26009.26,39.59,4.54%,53316993,56153.44,0.95,6.77%,34.75%,-4.92%,26.45%,35.26%,-2.73%,5.40%,19.51%,445.49%,93.16%,18.32%,23.74%,71.54%,15.94%,6.90%,24.86%,26.21%,3.75%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1186.96,23.76,-3.06%,2764387,4561.72,0.61,-0.92%,-1.94%,-11.01%,44.44%,86.50%,156.31%,6.77%,63.51%,49.95%,687.32%,31.29%,16.53%,60.75%,18.36%,-9.50%,3.88%,37.24%,-5.60%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",373.25,11.61,0.26%,1168917,2874.79,0.41,-2.19%,-12.18%,-26.75%,-4.13%,-15.50%,218.08%,5.08%,75.64%,60.11%,52.25%,55.56%,20.65%,37.83%,37.11%,-12.17%,-9.39%,-15.98%,0.61%
"AFRM","NASD","Affirm Holdings Inc","Financial","Credit Services",24412.43,72.35,-2.62%,3861813,4387.35,0.88,-6.96%,-5.52%,13.74%,39.94%,-2.79%,-19.31%,8.40%,-64.31%,2187.18%,33.55%,-10.37%,5.94%,78.15%,5.10%,-4.27%,-6.15%,8.77%,-1.90%
"OLLI","NASD","Ollies Bargain Outlet Holdings Inc","Consumer Defensive","Discount Stores",4548.14,76.57,3.90%,1944666,2025.32,0.96,5.72%,-1.80%,-0.18%,-29.71%,-30.15%,-42.80%,5.95%,19.36%,42.99%,9.09%,11.92%,3.72%,118.33%,11.93%,1.22%,5.86%,-17.79%,3.06%
"DKNG","NASD","DraftKings Inc","Consumer Cyclical","Gambling",21356.13,24.01,-0.74%,7976031,12191.16,0.65,-4.95%,8.30%,-3.69%,-4.53%,-30.33%,-49.35%,5.15%,1128.62%,-145.99%,-4.58%,,11.53%,81.59%,9.38%,-3.71%,-3.12%,-10.25%,0.04%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9955.35,32.25,0.03%,3689740,5908.09,0.62,5.84%,21.51%,31.58%,133.02%,124.43%,75.46%,5.29%,202.01%,221.42%,70.40%,,8.84%,61.59%,6.54%,4.60%,6.07%,57.41%,0.19%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2652.32,51.76,6.44%,1102804,3163.22,0.35,4.54%,-8.00%,-13.53%,183.46%,164.62%,109.47%,5.55%,37.62%,,47.64%,28.14%,8.92%,121.93%,12.94%,-3.58%,-12.12%,41.37%,3.50%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",4211.16,55.00,3.44%,1527443,2866.08,0.53,10.24%,-3.53%,-20.74%,12.34%,19.64%,107.63%,6.22%,59.88%,-13.90%,46.92%,84.02%,13.10%,106.86%,27.85%,-1.69%,-8.14%,-7.60%,2.80%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",8812.03,74.34,-1.31%,1856152,2924.64,0.63,4.29%,21.39%,74.92%,71.88%,174.12%,163.15%,5.37%,519.20%,16421.43%,56.23%,,4.18%,89.32%,10.89%,3.38%,16.33%,67.88%,-0.21%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",5068.61,17.57,-1.51%,5964093,6579.69,0.91,-2.61%,30.92%,7.73%,-6.14%,99.43%,316.35%,6.72%,212.78%,235.56%,497.89%,,16.05%,47.18%,11.47%,4.72%,15.23%,17.50%,-0.11%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",4041.93,61.64,9.68%,10588331,10220.41,1.04,5.13%,-18.00%,-30.77%,90.42%,277.00%,1982.43%,8.56%,308.78%,208.25%,164.77%,,26.60%,71.63%,17.11%,-11.68%,-2.01%,12.85%,6.85%
"ESTC","NYSE","Elastic N.V","Technology","Software - Application",9639.25,91.81,-4.49%,1953198,2262.46,0.86,-8.11%,31.25%,48.58%,70.87%,21.70%,8.38%,6.75%,30.58%,31.14%,15.13%,22.81%,3.49%,87.26%,7.01%,6.50%,27.80%,43.80%,-3.50%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",10801.19,87.60,-3.32%,1654491,2679.01,0.62,-11.28%,5.49%,4.29%,115.82%,40.25%,80.99%,6.51%,19.52%,81.82%,28.73%,20.47%,7.83%,93.22%,7.77%,-5.19%,-1.74%,33.37%,-2.40%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",3279.99,20.59,-2.51%,2365733,5576.63,0.42,-10.63%,-9.22%,13.95%,2.23%,102.26%,182.05%,6.61%,304.05%,61.59%,23.27%,73.85%,9.00%,93.82%,14.46%,-16.74%,-7.25%,10.42%,-1.29%
"CRWD","NASD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure",218200.52,213.10,-0.87%,8341878,10601.81,0.79,-2.43%,2.75%,27.03%,98.70%,81.84%,106.66%,7.18%,34.36%,106.56%,25.83%,30.07%,3.18%,77.30%,2.41%,1.21%,6.12%,49.55%,0.28%
"FLYW","NASD","Flywire Corp","Technology","Software - Infrastructure",2256.94,18.55,-0.80%,1131727,2115.51,0.53,-1.28%,1.92%,28.82%,39.68%,31.00%,42.15%,5.02%,277.75%,32.39%,27.18%,107.40%,9.11%,104.52%,9.99%,-0.04%,3.47%,25.82%,0.76%
"RBRK","NYSE","Rubrik Inc","Technology","Software - Infrastructure",19420.84,93.67,1.66%,1986993,3647.92,0.54,0.67%,10.72%,27.60%,63.84%,22.48%,8.23%,7.39%,5054.68%,39.09%,37.89%,,4.77%,62.31%,9.43%,-3.39%,8.22%,35.91%,1.66%
"UUUU","AMEX","Energy Fuels Inc","Energy","Uranium",3830.62,14.47,0.84%,4803635,8084.39,0.59,-1.36%,12.17%,-3.73%,-23.96%,-0.48%,28.85%,5.31%,34.21%,-34.98%,496.11%,,6.41%,73.38%,21.56%,-1.91%,6.89%,-16.76%,-0.41%
