"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6118.74,46.17,-2.70%,6911290,3224.24,2.14,-7.68%,-10.70%,-47.48%,-57.25%,-36.90%,-17.99%,7.19%,55.98%,261.98%,51.02%,50.90%,18.18%,78.27%,13.31%
"KTOS","NASD","Kratos Defense & Security Solutions Inc","Industrials","Aerospace & Defense",8631.54,46.03,-1.98%,5611683,4913.36,1.14,-4.48%,-18.30%,-38.14%,-62.12%,-39.36%,-21.86%,6.11%,38.90%,130.21%,22.60%,36.23%,8.75%,90.35%,5.46%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",2934.12,13.52,0.60%,8865525,13898.34,0.64,-16.23%,-42.12%,-50.44%,-31.58%,-16.70%,10.37%,7.48%,56.85%,-135.53%,198.65%,,24.86%,72.09%,26.54%
"ASST","NASD","Strive Inc","Financial","Asset Management",987.92,11.86,1.80%,2741270,4393.65,0.62,-4.05%,-24.89%,-15.16%,-42.43%,-19.65%,-88.37%,6.10%,59.66%,-79.68%,1516.41%,,64.40%,44.04%,27.27%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",11997.55,33.62,-3.47%,47227381,46383.97,1.02,-18.28%,-43.19%,-29.52%,-36.42%,-10.99%,86.26%,8.80%,-234.18%,-877.11%,13.25%,87.59%,4.69%,46.68%,24.68%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8217.66,102.41,2.16%,9637835,11915.49,0.81,-14.60%,-40.04%,-34.90%,197.10%,193.78%,248.10%,11.89%,497.54%,-2.56%,51.36%,,12.45%,72.61%,14.18%
"ADTN","NASD","ADTRAN Holdings Inc","Technology","Communication Equipment",943.63,11.65,-0.51%,1137990,2519.47,0.45,-13.32%,-21.23%,-30.11%,32.99%,34.06%,21.86%,6.25%,128.80%,91.04%,15.48%,63.76%,11.70%,105.50%,16.92%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",809.15,16.93,1.74%,2478092,6012.99,0.41,-9.99%,-32.82%,6.41%,2.42%,32.89%,42.87%,11.26%,60.14%,203.99%,296.41%,34.81%,39.34%,57.47%,17.47%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",315.59,10.59,2.37%,1945420,3861.74,0.50,-20.02%,-57.71%,-7.91%,-41.33%,-22.93%,38.46%,13.40%,78.68%,85.25%,48.24%,58.48%,6.69%,25.25%,36.15%
"AMPX","NYSE","Amprius Technologies Inc","Industrials","Electrical Equipment & Parts",1438.93,10.16,0.59%,5853977,8592.66,0.68,-11.88%,-34.41%,-46.89%,-1.93%,28.77%,26.05%,7.73%,80.86%,53.65%,152.89%,,13.67%,63.14%,19.99%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",14787.97,14.35,-2.97%,31842707,29085.18,1.09,-10.20%,-23.63%,-26.45%,-30.88%,-19.52%,56.32%,5.07%,97.14%,451.88%,137.76%,32.74%,30.59%,77.24%,5.04%
"TEM","NASD","Tempus AI Inc","Healthcare","Health Information Services",9421.76,52.47,-2.09%,3892484,6313.19,0.62,-9.89%,3.78%,-3.58%,-24.26%,-11.14%,-13.49%,6.77%,42.04%,-77.97%,36.12%,,3.25%,50.83%,31.67%
"APLD","NASD","Applied Digital Corp","Technology","Information Technology Services",7370.00,25.79,-2.46%,23585607,21825.79,1.08,-17.21%,-44.26%,-14.29%,-28.56%,5.18%,136.39%,8.69%,-1075.93%,-120.39%,139.29%,,5.02%,70.36%,27.38%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",3095.57,60.41,-8.43%,4131383,3751.42,1.10,-22.90%,0.05%,131.54%,197.88%,208.84%,142.81%,13.03%,37.59%,,47.64%,28.14%,12.37%,113.52%,17.86%
"WRBY","NYSE","Warby Parker Inc","Healthcare","Medical Instruments & Supplies",3240.91,26.41,-4.28%,2672794,3227.97,0.83,-9.09%,5.09%,13.98%,-8.27%,21.20%,12.62%,7.41%,30.95%,-9.32%,8.34%,40.71%,10.68%,89.15%,17.57%
"MP","NYSE","MP Materials Corp","Basic Materials","Other Industrial Metals & Mining",8053.72,45.24,-0.48%,6820277,6005.90,1.14,-13.35%,-20.70%,-27.38%,-34.72%,-10.45%,-24.93%,5.78%,157.78%,67.61%,118.59%,,4.20%,71.96%,18.51%
"AMKR","NASD","AMKOR Technology Inc","Technology","Semiconductor Equipment & Materials",15601.10,62.94,-0.13%,4206998,5557.79,0.76,-10.69%,-27.28%,0.06%,29.32%,59.42%,190.85%,7.56%,38.72%,291.56%,27.48%,24.39%,5.61%,50.11%,14.61%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",52042.88,303.62,-5.04%,7235791,6041.94,1.20,-26.48%,-16.06%,77.75%,76.38%,82.51%,209.97%,10.27%,64.11%,148.21%,93.40%,48.55%,3.01%,71.32%,9.04%
"ASX","NYSE","ASE Technology Holding CoLtd ADR","Technology","Semiconductors",84269.24,38.41,-2.78%,10886689,10597.54,1.03,-9.96%,4.26%,39.17%,103.44%,138.57%,263.04%,5.79%,89.01%,94.89%,21.87%,54.51%,7.45%,7.31%,0.83%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",47923.80,172.86,-4.21%,5278306,7909.69,0.67,-19.63%,-18.56%,,,-50.61%,,8.88%,,44.27%,94.35%,,46.18%,4.69%,16.90%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",3242.68,20.72,1.97%,12776370,7885.75,1.62,5.77%,19.22%,-16.72%,125.10%,103.54%,202.48%,8.96%,150.85%,51.10%,19.76%,55.47%,18.63%,88.87%,17.45%
"PCOR","NYSE","Procore Technologies Inc","Technology","Software - Application",6933.41,45.95,1.82%,3720494,2823.75,1.32,6.05%,9.90%,-14.35%,-36.05%,-36.83%,-37.26%,5.63%,23.69%,72.58%,15.66%,23.05%,6.82%,91.69%,10.20%
"TEAM","NASD","Atlassian Corp","Technology","Software - Application",23674.00,93.29,1.01%,3226467,6454.69,0.50,4.99%,6.07%,35.73%,-29.30%,-42.46%,-51.06%,5.69%,48.93%,-39.84%,31.71%,25.92%,13.43%,66.83%,10.73%
"DOCN","NYSE","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",12409.95,118.91,1.62%,2461046,3650.54,0.67,-8.87%,-31.73%,34.47%,125.64%,147.11%,308.06%,9.84%,-41.87%,-60.23%,22.40%,11.16%,39.04%,93.52%,13.62%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",22398.56,38.32,2.30%,6909379,5988.49,1.15,4.36%,17.37%,29.33%,13.21%,8.10%,0.45%,6.59%,26.79%,294.10%,30.52%,26.80%,10.27%,63.00%,11.85%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",44720.80,177.71,3.46%,24912157,17636.27,1.41,-19.09%,-32.96%,7.48%,74.26%,112.31%,230.99%,11.74%,-35.86%,521.40%,621.52%,8.30%,15.59%,50.42%,30.20%
"OKTA","NASD","Okta Inc","Technology","Software - Infrastructure",25958.13,149.35,1.09%,2682356,3813.79,0.70,7.73%,28.45%,107.40%,59.99%,72.72%,62.16%,7.53%,9.90%,20.10%,11.19%,11.37%,4.34%,93.91%,5.21%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",4397.65,39.88,0.28%,2810367,3621.08,0.78,0.25%,48.14%,109.56%,77.01%,69.49%,19.80%,7.86%,22.75%,106.28%,9.58%,14.53%,9.40%,115.90%,10.21%
"UUUU","AMEX","Energy Fuels Inc","Energy","Uranium",2870.97,11.49,-1.54%,8632647,10176.07,0.85,-15.39%,-25.10%,-45.10%,-45.05%,-20.98%,25.44%,6.08%,53.76%,64.53%,112.08%,,3.98%,67.64%,19.17%
