"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",5357.01,40.42,-1.63%,3536965,3308.85,1.07,-16.45%,-25.13%,-22.03%,-59.12%,-44.76%,-25.00%,6.19%,58.60%,106.03%,58.18%,52.47%,11.71%,89.44%,12.72%,-24.73%,-20.59%,-43.73%,-1.39%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",22503.55,88.64,-0.94%,8329274,13881.11,0.60,-1.41%,40.14%,-1.65%,-15.80%,11.78%,-26.22%,7.78%,336.77%,108.51%,6.57%,,6.37%,44.63%,12.79%,10.27%,24.55%,4.44%,1.01%
"GLXY","NASD","Galaxy Digital Inc","Financial","Capital Markets",9404.79,24.06,2.69%,2488053,7203.19,0.35,-2.35%,8.67%,-15.55%,-1.15%,7.60%,-0.41%,6.88%,-17.43%,-191.71%,-73.19%,,3.57%,77.62%,14.61%,7.60%,2.90%,-3.99%,4.56%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1176.47,23.55,3.97%,2607104,4854.95,0.54,-1.42%,-11.70%,-18.40%,60.42%,84.85%,157.10%,7.88%,63.51%,49.95%,687.32%,31.29%,16.53%,60.73%,18.36%,-10.66%,3.87%,37.23%,4.20%
"AFRM","NASD","Affirm Holdings Inc","Financial","Credit Services",24999.54,74.09,5.93%,5919345,4387.52,1.35,-3.10%,-5.16%,11.80%,46.08%,-0.46%,-9.89%,7.09%,-64.54%,2187.18%,33.55%,-10.38%,5.94%,78.17%,5.10%,-2.30%,-4.08%,11.46%,6.80%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",2235.48,17.40,-0.29%,1794474,2815.88,0.64,0.17%,6.81%,71.60%,91.21%,47.96%,97.50%,6.04%,52.27%,104.85%,11.21%,57.44%,9.80%,113.66%,12.60%,3.48%,12.58%,50.09%,0.00%
"DKNG","NASD","DraftKings Inc","Consumer Cyclical","Gambling",21534.02,24.21,3.28%,10633914,12162.74,0.87,-2.30%,2.54%,-3.58%,-4.80%,-29.74%,-49.47%,5.15%,1128.62%,-145.99%,-4.58%,,11.53%,81.58%,9.38%,-2.51%,-2.27%,-9.67%,1.38%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9362.66,30.33,1.68%,4571039,5999.25,0.76,-2.91%,-0.16%,47.95%,101.53%,111.06%,84.60%,5.53%,202.01%,221.42%,70.40%,,8.84%,61.57%,6.54%,0.00%,0.19%,49.36%,1.10%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2438.64,47.59,0.00%,1370703,3253.36,0.42,-8.23%,-17.72%,-33.36%,147.86%,143.30%,99.62%,5.25%,37.62%,,47.64%,28.14%,8.92%,121.86%,12.95%,-12.51%,-20.05%,31.11%,-0.75%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",8947.16,75.48,0.65%,2728700,2925.84,0.93,8.25%,14.55%,77.39%,68.48%,178.32%,165.03%,6.57%,519.20%,16421.43%,56.23%,,4.18%,89.31%,10.89%,6.95%,20.64%,71.87%,-0.54%
