"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"TRU","NYSE","TransUnion","Financial","Financial Data & Stock Exchanges",15063.60,78.62,-2.04%,2091331,2450.75,0.85,2.76%,5.57%,10.73%,-2.55%,-8.31%,-17.41%,5.89%,12.56%,33.20%,14.91%,14.63%,4.54%,116.31%,5.70%,0.77%,7.75%,2.85%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",3070.00,14.85,-20.20%,17469115,6019.38,2.90,-23.57%,-38.15%,-34.12%,-34.00%,-24.81%,7.76%,5.10%,,127.27%,31.55%,,6.62%,104.08%,12.67%,-26.54%,-23.66%,-23.13%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2696.90,52.63,2.33%,2787243,4037.29,0.69,-2.27%,-23.51%,73.07%,166.62%,169.07%,123.29%,10.75%,37.62%,,47.64%,28.14%,8.63%,121.73%,19.79%,-16.06%,-15.74%,61.69%
"MP","NYSE","MP Materials Corp","Basic Materials","Other Industrial Metals & Mining",7364.77,41.37,-0.70%,7819351,6038.29,1.29,0.17%,-23.78%,-37.36%,-33.45%,-18.11%,-32.73%,7.45%,146.84%,67.61%,118.59%,,4.29%,72.21%,19.61%,-11.04%,-24.28%,-30.13%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8625.37,11.39,-0.61%,8838851,14101.09,0.63,2.89%,-9.24%,50.46%,-12.59%,7.76%,43.45%,5.81%,270.76%,128.96%,99.38%,,27.43%,84.81%,7.02%,-2.75%,10.81%,17.78%
"AMKR","NASD","AMKOR Technology Inc","Technology","Semiconductor Equipment & Materials",12390.33,49.87,3.34%,6920457,5940.47,1.16,-23.23%,-37.65%,-28.50%,-0.26%,26.32%,121.05%,11.74%,65.26%,216.53%,25.58%,30.51%,6.14%,50.11%,14.39%,-20.11%,-29.92%,-7.20%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",3953.52,60.43,28.74%,29521000,9552.26,3.09,27.95%,-7.07%,-23.72%,268.93%,269.60%,2805.29%,15.28%,308.78%,208.68%,164.77%,,5.36%,64.95%,17.58%,15.34%,-22.05%,29.27%
"ASX","NYSE","ASE Technology Holding CoLtd ADR","Technology","Semiconductors",77332.14,35.17,1.15%,8760637,10870.51,0.81,-4.53%,-18.19%,11.97%,77.81%,118.45%,270.21%,7.05%,98.50%,94.89%,21.87%,59.00%,7.36%,7.32%,0.43%,-9.08%,-8.96%,39.83%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",55090.47,198.71,-2.15%,3683211,7623.04,0.48,-0.21%,-10.20%,,,-43.23%,,12.78%,,44.27%,94.35%,,47.31%,4.82%,13.02%,2.52%,-6.65%,-9.33%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",3546.28,22.66,5.15%,5437380,7411.29,0.73,11.96%,22.09%,-10.28%,135.55%,122.59%,233.73%,7.36%,151.08%,51.10%,19.76%,55.47%,18.90%,89.08%,17.57%,11.75%,19.89%,35.48%
"PCOR","NYSE","Procore Technologies Inc","Technology","Software - Application",8264.25,54.77,1.82%,5342439,3078.86,1.74,27.88%,29.97%,-3.20%,-3.56%,-24.70%,-23.54%,6.33%,23.18%,178.64%,15.83%,28.85%,6.93%,91.52%,11.48%,20.11%,21.58%,-6.82%
"TEAM","NASD","Atlassian Corp","Technology","Software - Application",25634.36,101.01,2.95%,2728870,5811.53,0.47,16.27%,21.46%,47.27%,-16.09%,-37.70%,-47.33%,6.94%,48.93%,-39.84%,31.71%,24.95%,11.13%,64.44%,11.20%,9.78%,11.59%,-7.28%
"DOCN","NYSE","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",13736.70,117.50,-2.27%,6014077,3733.11,1.61,-4.89%,-18.73%,21.85%,109.34%,144.18%,321.75%,8.70%,-41.60%,-60.23%,22.40%,12.06%,33.32%,83.47%,12.38%,-6.58%,-20.40%,34.31%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",21784.82,37.27,4.11%,4216887,6118.70,0.69,12.56%,9.04%,29.68%,28.12%,5.13%,-2.00%,6.40%,27.16%,294.10%,30.52%,26.80%,10.47%,63.12%,11.21%,2.51%,8.81%,11.13%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",47916.76,190.41,1.05%,25550982,19404.47,1.32,1.41%,-16.92%,37.75%,100.62%,127.48%,249.83%,14.63%,-44.20%,521.40%,621.52%,-14.09%,15.68%,50.90%,30.22%,-2.98%,-14.88%,34.86%
"UUUU","AMEX","Energy Fuels Inc","Energy","Uranium",2859.07,11.44,-2.31%,7474808,9559.24,0.78,1.24%,-19.55%,-47.13%,-54.02%,-21.32%,25.85%,7.03%,53.76%,64.53%,112.08%,,5.22%,68.08%,19.93%,-6.84%,-21.46%,-36.40%
