"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6041.87,45.59,-7.97%,2444972,3462.90,0.71,-4.20%,-3.21%,-35.15%,-59.78%,-37.69%,-11.32%,5.76%,55.98%,261.98%,51.02%,50.90%,18.83%,79.23%,12.10%,-7.10%,-12.02%,-39.16%
"KTOS","NASD","Kratos Defense & Security Solutions Inc","Industrials","Aerospace & Defense",8228.38,43.88,-9.79%,3933306,4780.88,0.82,-8.37%,-6.54%,-28.84%,-62.83%,-42.19%,-23.14%,5.56%,38.90%,130.21%,22.60%,36.23%,8.23%,91.35%,5.62%,-10.49%,-17.35%,-41.99%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",2471.87,11.39,-7.92%,7796097,13339.56,0.58,-19.16%,-45.68%,-53.66%,-43.86%,-29.82%,-3.06%,6.25%,45.79%,-135.53%,198.65%,,29.90%,81.50%,29.46%,-25.24%,-52.34%,-40.50%
"FIGS","NYSE","Figs Inc","Consumer Cyclical","Apparel Manufacturing",1764.02,10.56,2.23%,3563842,3297.23,1.08,6.45%,-4.69%,-29.69%,-7.69%,-7.04%,58.32%,5.64%,38.09%,5450.00%,28.02%,19.59%,4.54%,91.06%,13.13%,5.20%,-4.75%,-10.05%
"ASST","NASD","Strive Inc","Financial","Asset Management",926.19,11.06,-7.68%,3099773,4190.61,0.74,-12.71%,-4.82%,-27.62%,-32.47%,-25.07%,-84.33%,7.03%,59.66%,-79.68%,1516.41%,,66.24%,43.62%,30.24%,-9.89%,-21.27%,-29.25%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",10459.49,29.31,-13.62%,69630827,47738.90,1.46,-29.00%,-36.16%,-34.05%,-51.14%,-22.40%,85.62%,8.63%,-277.30%,-802.55%,2.30%,71.80%,4.46%,46.91%,30.42%,-24.46%,-40.87%,-39.36%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",6140.18,76.52,-13.18%,12043081,11751.02,1.02,-30.76%,-49.02%,-44.25%,104.65%,119.51%,217.38%,10.78%,497.41%,-2.56%,51.36%,,12.49%,72.16%,13.10%,-30.78%,-47.75%,-14.40%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",824.92,17.26,-13.35%,3611735,5839.84,0.62,-12.25%,-10.24%,19.12%,5.95%,35.48%,85.79%,10.93%,60.14%,203.99%,296.41%,34.81%,54.93%,57.67%,20.81%,-11.58%,-19.89%,11.06%
"TRU","NYSE","TransUnion","Financial","Financial Data & Stock Exchanges",16143.14,83.73,-0.08%,3343403,2432.86,1.37,11.05%,16.63%,19.48%,2.07%,-2.36%,-15.34%,5.67%,12.56%,33.20%,14.91%,14.76%,4.54%,115.97%,5.66%,7.74%,15.52%,9.56%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2239.30,43.70,-9.20%,3126646,3986.59,0.78,-26.18%,-35.68%,55.41%,121.15%,123.42%,77.43%,9.09%,37.62%,,47.64%,28.14%,8.63%,122.22%,19.80%,-31.73%,-29.76%,35.51%
"WRBY","NYSE","Warby Parker Inc","Healthcare","Medical Instruments & Supplies",3194.28,26.03,0.12%,2072856,3309.15,0.63,6.03%,-13.55%,15.53%,-4.62%,19.46%,9.60%,5.03%,30.16%,-9.32%,8.34%,40.43%,10.45%,89.35%,17.70%,-3.30%,-0.84%,8.45%
"MP","NYSE","MP Materials Corp","Basic Materials","Other Industrial Metals & Mining",6782.65,38.10,-7.70%,8748237,5939.73,1.47,-16.59%,-30.40%,-38.25%,-42.90%,-24.58%,-36.77%,5.75%,146.84%,67.61%,118.59%,,4.29%,72.04%,19.61%,-20.18%,-30.99%,-36.14%
"AMKR","NASD","AMKOR Technology Inc","Technology","Semiconductor Equipment & Materials",10591.59,42.73,-6.48%,12022755,5832.14,2.06,-36.20%,-48.11%,-40.12%,-15.79%,8.23%,70.37%,10.43%,65.26%,216.53%,25.58%,30.51%,6.14%,50.13%,14.32%,-34.26%,-40.51%,-20.20%
"ASX","NYSE","ASE Technology Holding CoLtd ADR","Technology","Semiconductors",68426.97,31.12,-8.28%,13637081,10680.85,1.28,-23.14%,-26.13%,3.46%,55.06%,93.29%,196.95%,5.40%,88.82%,94.89%,21.87%,55.39%,7.36%,7.32%,0.43%,-21.07%,-19.13%,24.90%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",46961.78,169.39,-12.11%,6333228,7664.36,0.83,-19.26%,-21.64%,,,-51.60%,,14.34%,,44.27%,94.35%,,47.31%,4.79%,13.02%,-13.15%,-21.88%,-22.95%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",3237.99,20.69,-0.53%,5303342,7488.05,0.71,1.12%,14.94%,-16.00%,101.26%,103.24%,195.99%,7.15%,151.08%,51.10%,19.76%,55.47%,18.90%,89.07%,17.57%,3.96%,10.77%,24.74%
"PCOR","NYSE","Procore Technologies Inc","Technology","Software - Application",7568.66,50.16,2.70%,4170921,2962.17,1.41,20.43%,22.34%,-9.67%,-20.57%,-31.04%,-34.26%,5.54%,23.18%,72.58%,15.66%,22.90%,6.93%,91.68%,11.48%,12.78%,12.00%,-14.90%
"TEAM","NASD","Atlassian Corp","Technology","Software - Application",26462.91,104.28,4.30%,5463595,5863.28,0.93,22.11%,31.57%,49.59%,-22.10%,-35.69%,-47.88%,7.83%,48.93%,-39.84%,31.71%,24.95%,11.13%,64.44%,11.20%,15.34%,15.78%,-4.70%
"CORZ","NASD","Core Scientific Inc","Technology","Software - Infrastructure",5760.08,18.12,-12.65%,35473928,13268.63,2.67,-23.29%,-30.15%,-9.49%,-9.13%,24.45%,37.38%,7.20%,-260.81%,-7868.82%,108.83%,,9.68%,119.77%,21.07%,-18.75%,-27.80%,-7.96%
"DOCN","NYSE","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",12481.11,106.76,-5.11%,3245408,3695.25,0.88,-25.18%,-28.76%,13.12%,77.20%,121.86%,275.12%,8.29%,-41.60%,-60.23%,22.40%,12.06%,33.32%,83.24%,12.38%,-16.35%,-28.26%,23.17%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",22649.89,38.75,3.33%,8179732,6089.98,1.34,16.26%,20.72%,32.12%,26.72%,9.31%,-1.25%,7.20%,27.16%,294.10%,30.52%,26.80%,10.47%,63.10%,11.22%,7.02%,13.90%,15.52%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",37299.63,148.22,-12.65%,38769344,18526.53,2.09,-32.06%,-43.24%,9.38%,51.45%,77.07%,194.09%,11.19%,-44.20%,521.40%,621.52%,-14.09%,15.68%,50.74%,30.22%,-25.73%,-33.85%,5.40%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",3471.36,31.48,0.35%,3956305,3714.52,1.07,-4.11%,-6.00%,54.01%,38.37%,33.79%,-4.32%,6.22%,22.76%,106.28%,9.58%,14.53%,8.64%,115.92%,9.78%,-15.45%,0.05%,25.28%
"UUUU","AMEX","Energy Fuels Inc","Energy","Uranium",2684.13,10.74,-5.21%,7611281,9623.58,0.79,-12.75%,-26.39%,-47.84%,-55.55%,-26.13%,13.41%,5.70%,53.76%,64.53%,112.08%,,5.22%,67.54%,19.93%,-14.24%,-27.30%,-40.63%
