"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",4895.80,36.94,-1.41%,4093818,3354.80,1.22,4.88%,-40.21%,-28.55%,-64.50%,-49.51%,-43.05%,7.85%,58.60%,106.03%,58.18%,54.53%,12.38%,89.47%,12.27%,-14.60%,-23.94%,-47.77%,-2.82%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3175.18,13.87,0.00%,6183926,9718.23,0.64,-7.16%,-31.94%,-40.62%,-26.61%,-14.54%,51.58%,5.93%,12.50%,-33.24%,309.77%,,12.36%,78.81%,23.26%,-10.90%,-8.99%,-30.57%,-0.79%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",2697.42,10.79,0.37%,9508984,18093.36,0.53,0.84%,-19.54%,-20.07%,6.52%,41.97%,19.89%,7.14%,67.06%,86.71%,89.56%,62.87%,7.08%,58.29%,17.20%,-1.95%,1.06%,0.18%,0.47%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",38121.89,63.70,0.24%,17578466,21001.78,0.84,1.00%,-22.39%,-39.12%,-18.95%,-8.69%,34.83%,5.64%,25.20%,39.33%,61.99%,,4.88%,54.82%,7.70%,-3.19%,-9.73%,-20.60%,0.05%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",20424.31,80.45,-6.78%,25537824,13961.79,1.83,-13.49%,7.86%,0.92%,-39.20%,1.45%,-40.32%,6.59%,336.58%,108.51%,6.57%,,6.17%,44.87%,10.73%,-11.32%,6.25%,-6.21%,-6.14%
"GLXY","NASD","Galaxy Digital Inc","Financial","Capital Markets",8705.10,22.27,-0.09%,5143477,6454.18,0.80,-11.45%,1.83%,-32.88%,-5.23%,-0.40%,-30.03%,6.89%,-19.52%,-191.71%,-73.19%,,3.37%,77.66%,16.23%,-8.00%,-3.07%,-11.05%,-1.15%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",24209.18,36.85,3.40%,31117599,49305.78,0.63,-5.34%,-3.74%,26.11%,16.95%,25.90%,-17.95%,5.30%,19.50%,445.49%,93.16%,18.32%,23.04%,71.56%,16.32%,-1.89%,11.34%,16.83%,2.50%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1099.54,22.01,-4.43%,2910143,4142.11,0.70,-9.50%,-27.00%,-12.66%,5.26%,72.76%,89.09%,6.56%,63.51%,49.95%,687.32%,31.29%,16.62%,60.82%,19.25%,-9.69%,-5.17%,23.37%,-4.51%
"OUST","NASD","Ouster Inc","Technology","Electronic Components",2451.09,33.99,3.66%,1794098,3604.34,0.50,-6.21%,-29.38%,-20.45%,58.91%,57.07%,14.25%,5.33%,-715.68%,27.46%,55.86%,,9.27%,50.29%,9.99%,-4.89%,-12.61%,11.53%,2.16%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9983.13,32.34,-0.31%,6293456,5404.82,1.16,1.83%,2.50%,13.24%,139.38%,125.05%,80.37%,6.04%,206.71%,221.42%,70.40%,,8.91%,61.57%,6.51%,2.06%,5.37%,53.28%,-3.46%
"WRBY","NYSE","Warby Parker Inc","Healthcare","Medical Instruments & Supplies",2910.97,23.55,-3.25%,3466916,2912.64,1.19,-4.15%,-8.01%,-6.29%,-0.17%,8.08%,-13.23%,5.44%,21.52%,358.04%,9.81%,37.79%,18.63%,101.70%,15.95%,-6.48%,-9.39%,-6.01%,-4.19%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",4946.20,64.60,4.84%,2612845,3013.65,0.87,-4.54%,-2.08%,-15.17%,2.23%,40.53%,100.81%,6.01%,88.94%,-13.90%,46.92%,97.07%,12.49%,106.86%,27.90%,13.42%,10.08%,7.27%,2.18%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",9000.50,75.93,1.62%,3636986,3180.16,1.14,-0.76%,1.15%,93.95%,70.44%,179.98%,147.98%,7.07%,586.97%,16421.43%,56.23%,,5.06%,89.44%,11.27%,3.63%,11.78%,66.21%,3.99%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",3885.84,13.47,-4.06%,5256077,6546.95,0.80,-26.51%,-17.67%,-27.46%,-25.83%,52.89%,176.59%,8.66%,215.01%,235.56%,497.89%,,16.16%,47.17%,11.24%,-21.92%,-11.62%,-11.97%,-6.00%
"EQPT","NASD","Equipmentshare.Com Inc","Industrials","Rental & Leasing Services",4461.93,17.58,-0.57%,3311185,2898.67,1.14,-6.24%,-17.97%,-21.31%,-29.11%,-38.32%,,5.85%,4435.39%,29.24%,26.33%,,6.59%,33.01%,13.15%,-3.59%,-5.42%,-22.06%,-1.90%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",4216.35,64.30,11.44%,11974211,10208.83,1.17,-6.69%,-33.00%,-30.89%,44.95%,293.27%,1503.49%,7.35%,308.78%,208.25%,164.77%,,26.91%,71.64%,14.63%,0.52%,2.54%,13.77%,8.09%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",46698.72,269.18,6.59%,3589636,4745.77,0.76,-10.43%,-15.93%,-25.58%,111.01%,61.81%,12.73%,5.59%,117.07%,190.33%,104.45%,64.96%,4.17%,74.57%,6.33%,-5.50%,-13.07%,17.13%,5.47%
"VSH","NYSE","Vishay Intertechnology Inc","Technology","Semiconductors",4803.85,31.32,-0.35%,2336443,5566.95,0.42,-1.17%,-11.97%,-48.15%,77.15%,116.15%,106.05%,5.41%,1787.50%,1193.88%,16.57%,,14.24%,100.38%,11.09%,0.34%,-9.51%,6.10%,-2.67%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",11420.17,92.62,-2.30%,1282692,2624.05,0.49,6.07%,-2.13%,18.02%,111.32%,48.29%,93.52%,5.87%,19.52%,81.82%,28.73%,20.47%,7.35%,93.22%,5.90%,0.66%,4.31%,38.81%,-0.94%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",3749.92,23.54,-3.13%,3517230,5579.46,0.63,3.65%,-18.94%,35.44%,-2.65%,131.24%,179.57%,8.44%,304.05%,61.59%,23.27%,73.85%,9.21%,93.84%,13.60%,3.09%,2.73%,23.46%,-1.26%
"TTAN","NASD","ServiceTitan Inc","Technology","Software - Application",5659.77,58.67,0.12%,4844791,2111.35,2.29,2.71%,-33.62%,-11.87%,-15.74%,-44.91%,-49.96%,9.10%,33.05%,26.03%,20.91%,25.62%,9.36%,67.74%,10.55%,-29.10%,-28.47%,-24.27%,2.86%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",811.51,13.11,0.92%,1632257,3584.68,0.46,-0.91%,-32.39%,58.14%,255.28%,181.33%,37.28%,6.27%,185.71%,34.40%,17.67%,1.20%,11.72%,57.70%,7.19%,-7.25%,-13.98%,61.81%,2.34%
"CRWD","NASD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure",247136.91,241.36,-0.47%,11677270,10076.51,1.16,16.15%,12.84%,42.08%,122.86%,105.96%,116.96%,5.61%,34.47%,106.56%,25.83%,30.17%,3.14%,77.30%,2.46%,14.23%,17.62%,65.52%,1.87%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",23810.71,40.66,-2.38%,5125897,6232.35,0.82,5.20%,4.26%,24.53%,20.62%,14.70%,2.99%,6.05%,38.11%,193.54%,29.88%,28.34%,8.86%,68.13%,7.87%,2.04%,5.73%,20.38%,-0.29%
"PATH","NYSE","UiPath Inc","Technology","Software - Infrastructure",7103.36,13.63,-4.22%,53547295,70216.25,0.76,0.44%,-14.76%,29.56%,13.77%,-16.84%,17.80%,5.77%,9.11%,2279.31%,13.42%,13.96%,9.92%,68.32%,26.04%,-14.94%,-4.50%,5.55%,-2.29%
"RBRK","NYSE","Rubrik Inc","Technology","Software - Infrastructure",21762.82,104.98,1.38%,3037527,3378.78,0.90,18.19%,3.92%,51.75%,101.65%,37.26%,39.97%,7.14%,5132.46%,39.09%,37.89%,,5.10%,62.29%,9.59%,10.30%,18.67%,50.28%,2.95%
