"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",8218.42,62.01,2.50%,1461151,3564.14,0.41,6.49%,30.68%,-6.07%,-21.22%,-15.25%,21.80%,7.84%,58.33%,106.03%,58.18%,52.47%,20.41%,85.85%,15.39%,17.13%,22.33%,-15.75%,1.51%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",4125.57,19.01,8.26%,18846375,13208.16,1.43,15.91%,41.44%,-47.95%,20.93%,17.13%,111.46%,11.42%,5.48%,-33.24%,309.77%,,28.05%,84.14%,25.46%,31.55%,2.31%,-1.54%,-0.83%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3394.90,13.58,2.88%,14147987,35711.69,0.40,-0.07%,60.71%,-2.93%,72.12%,78.68%,49.39%,7.60%,66.94%,86.71%,89.56%,59.63%,8.15%,51.57%,16.22%,28.99%,14.54%,32.80%,1.34%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",18177.51,71.60,-5.01%,8474419,13390.75,0.63,7.39%,18.07%,-42.20%,26.43%,-9.71%,-48.57%,6.43%,338.80%,108.51%,6.57%,,6.31%,43.50%,12.82%,8.59%,2.56%,-17.16%,-3.84%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",15723.14,44.06,-1.56%,41819039,46036.22,0.91,6.86%,26.50%,-24.55%,10.07%,16.65%,130.92%,7.92%,-277.43%,-802.55%,2.30%,77.06%,13.09%,66.10%,31.88%,12.31%,-1.86%,-6.43%,-0.07%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",12709.07,150.28,15.53%,18667369,11942.78,1.56,10.80%,49.92%,-26.18%,241.62%,331.10%,615.28%,11.95%,384.62%,-74.24%,86.42%,,4.91%,68.98%,13.05%,30.24%,12.20%,58.21%,15.25%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",25771.42,39.84,1.74%,61624537,57289.53,1.08,27.98%,61.43%,20.62%,30.92%,36.11%,-12.42%,7.93%,19.52%,418.57%,93.16%,18.32%,7.87%,66.08%,16.23%,30.17%,29.30%,25.23%,1.74%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1701.52,34.06,25.04%,15828461,5951.58,2.66,30.45%,104.69%,101.18%,187.18%,167.35%,245.44%,9.77%,63.51%,49.95%,687.32%,31.29%,65.62%,63.36%,20.82%,46.76%,51.58%,109.07%,7.01%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",519.53,16.16,5.07%,1518093,3334.03,0.46,14.12%,56.21%,-18.55%,45.19%,17.61%,182.02%,12.68%,75.64%,60.11%,52.25%,55.56%,7.42%,31.95%,33.01%,35.78%,3.24%,22.04%,5.07%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",2895.80,13.96,3.71%,3631198,5818.78,0.62,-2.85%,-30.30%,-15.70%,-30.37%,-29.32%,-5.80%,5.58%,,127.27%,31.55%,,9.02%,112.61%,11.22%,-15.16%,-27.01%,-27.05%,3.71%
"GDS","NASD","GDS Holdings Limited ADR","Technology","Information Technology Services",6707.54,34.41,-1.04%,1663967,2399.90,0.69,7.60%,5.07%,-23.11%,-26.54%,-1.40%,8.07%,5.64%,801.65%,818.01%,13.14%,35.52%,5.31%,45.67%,6.74%,6.42%,6.55%,-9.06%,-4.60%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",3269.28,63.80,4.76%,1366138,3595.51,0.38,9.19%,-3.29%,29.05%,240.99%,226.18%,163.96%,6.94%,37.62%,,47.64%,28.14%,8.29%,124.80%,13.80%,15.17%,1.95%,85.87%,4.87%
"LFST","NASD","LifeStance Health Group Inc","Healthcare","Medical Care Facilities",4745.13,12.42,1.64%,5006558,3715.69,1.35,14.58%,10.01%,57.41%,79.48%,76.42%,122.58%,6.84%,736.00%,722.45%,26.08%,172.49%,10.35%,59.24%,4.16%,11.57%,20.80%,60.81%,1.14%
"WRBY","NYSE","Warby Parker Inc","Healthcare","Medical Instruments & Supplies",3202.69,25.91,0.12%,2794760,3213.27,0.87,-2.08%,-6.09%,-10.35%,21.24%,18.91%,-3.50%,5.55%,21.52%,358.04%,9.81%,38.77%,9.93%,98.73%,16.96%,-0.66%,-2.70%,6.62%,1.49%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",8516.87,71.85,-3.38%,2816168,2916.36,0.97,16.43%,17.90%,76.75%,113.39%,164.93%,216.38%,6.13%,498.91%,16421.43%,56.23%,,4.19%,86.78%,10.95%,8.83%,32.11%,72.75%,-3.21%
"MP","NYSE","MP Materials Corp","Basic Materials","Other Industrial Metals & Mining",10461.68,58.74,5.53%,10793210,6185.08,1.75,14.93%,29.21%,-2.60%,2.51%,16.27%,-23.30%,6.27%,128.44%,39.60%,119.66%,,4.37%,74.05%,19.54%,24.26%,13.33%,1.50%,4.33%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",5341.15,81.64,5.41%,9589281,10244.47,0.94,-7.83%,79.15%,-29.00%,229.33%,399.33%,3679.63%,13.07%,308.78%,208.25%,164.77%,,7.54%,68.62%,16.04%,31.16%,17.99%,62.47%,4.01%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",55794.54,321.61,-0.36%,2513885,5686.53,0.44,-3.76%,0.58%,40.66%,154.08%,93.32%,68.66%,6.81%,114.72%,190.33%,104.45%,64.07%,4.51%,74.49%,6.42%,3.06%,-9.42%,49.03%,-0.37%
