"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",4239.67,18.52,-4.09%,9908252,13158.66,0.75,9.26%,26.50%,-42.95%,4.40%,14.11%,113.12%,10.53%,8.81%,-33.24%,309.77%,,26.12%,85.12%,25.46%,21.58%,3.52%,-4.63%,-2.42%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3099.90,12.40,-4.17%,13798203,33200.89,0.42,-8.08%,31.63%,-10.86%,47.62%,63.16%,40.27%,6.97%,66.94%,86.71%,89.56%,59.63%,10.58%,59.51%,16.17%,11.56%,8.18%,20.35%,-1.35%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",19952.11,78.59,9.56%,22745965,12966.02,1.75,10.26%,10.57%,-29.22%,24.45%,-0.90%,-41.88%,5.86%,338.98%,108.51%,6.57%,,11.31%,44.82%,12.77%,17.22%,13.50%,-8.20%,6.54%
"GLXY","NASD","Galaxy Digital Inc","Financial","Capital Markets",8560.47,21.90,7.20%,8388962,6917.47,1.21,3.89%,-13.81%,-20.51%,0.78%,-2.06%,-9.11%,6.03%,-22.90%,-191.71%,-5.43%,,3.99%,78.14%,15.23%,3.85%,-12.89%,-13.91%,7.30%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",15287.77,42.84,2.00%,43645380,45643.42,0.96,-1.90%,3.75%,-10.26%,1.81%,13.42%,128.72%,7.88%,-283.10%,-802.55%,2.30%,56.25%,22.76%,72.45%,31.90%,8.24%,-2.59%,-8.53%,3.44%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",10333.51,122.19,-7.02%,12207785,12142.08,1.01,-11.51%,2.46%,-28.68%,181.28%,250.52%,436.63%,12.88%,384.62%,-74.24%,86.42%,,6.34%,61.38%,13.06%,2.53%,-6.43%,26.63%,-10.06%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",23662.62,36.58,-2.22%,35210517,58611.20,0.60,-2.74%,43.45%,19.70%,23.12%,24.97%,-15.40%,7.64%,19.52%,418.57%,93.16%,18.32%,13.40%,72.46%,16.23%,13.52%,20.30%,15.77%,-1.53%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1413.77,28.30,-7.46%,4475087,6143.91,0.73,4.70%,44.91%,107.17%,111.19%,122.14%,190.26%,12.85%,63.51%,49.95%,687.32%,31.29%,67.14%,60.72%,20.82%,13.97%,25.48%,71.39%,-5.98%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",446.55,13.89,-5.06%,1235997,3271.73,0.38,-8.01%,22.59%,-18.25%,53.99%,1.09%,313.39%,11.55%,75.64%,60.11%,52.25%,55.56%,15.94%,37.82%,33.01%,10.98%,-10.48%,3.81%,-4.27%
"AFRM","NASD","Affirm Holdings Inc","Financial","Credit Services",25897.71,77.33,5.13%,2929006,4058.39,0.72,5.35%,3.49%,18.42%,49.57%,3.90%,4.70%,5.74%,734.65%,3549.38%,33.75%,158.06%,5.45%,78.76%,5.47%,3.55%,1.72%,16.57%,5.43%
