"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",24234.39,58.05,8.04%,1287384,1034.84,1.24,31.75%,24.41%,64.63%,,52.76%,,10.07%,32.45%,,,47.85%,4.99%,0.40%,3.97%,29.76%,33.44%,42.07%,6.40%
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2321.10,19.38,8.57%,1442298,2314.27,0.62,27.42%,-1.12%,-27.87%,,-15.78%,,10.29%,286.84%,,306.87%,,15.05%,2.59%,14.97%,21.98%,-4.65%,-15.47%,7.55%
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3831.61,23.33,6.58%,3658158,6745.32,0.54,20.76%,-16.68%,-30.09%,2.06%,4.29%,,10.83%,-42.86%,-20.35%,44.80%,21.88%,9.34%,21.17%,13.86%,10.41%,-21.72%,-15.19%,2.75%
"HAWK","NYSE","HawkEye 360 Inc","Industrials","Aerospace & Defense",2380.42,24.30,8.68%,1445644,1353.43,1.07,20.12%,21.68%,,,-28.11%,,7.50%,-1371.43%,-469.59%,116.49%,,15.70%,12.34%,3.49%,22.29%,5.92%,-1.24%,7.28%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",2538.72,10.63,10.27%,19938087,37198.98,0.54,24.04%,-6.43%,23.03%,-2.30%,39.87%,-28.03%,10.30%,62.91%,-342.64%,57.95%,52.78%,8.63%,47.38%,19.28%,15.33%,-19.91%,5.95%,7.37%
"VOYG","NYSE","Voyager Technologies Inc","Industrials","Aerospace & Defense",1984.69,33.49,19.56%,4672593,2368.96,1.97,30.57%,-1.21%,30.97%,15.24%,28.12%,-16.46%,10.67%,-48.39%,-27.98%,15.48%,33.64%,30.59%,72.79%,20.10%,21.94%,-3.86%,12.61%,-1.47%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",14577.63,40.85,2.77%,40935141,49720.25,0.82,20.39%,-6.97%,-17.44%,-23.04%,8.15%,147.88%,14.86%,-277.50%,-802.55%,2.30%,77.06%,5.22%,48.47%,30.42%,6.69%,-15.78%,-14.55%,4.16%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",10562.36,131.63,19.44%,20864729,11775.76,1.77,49.34%,6.70%,-23.90%,198.08%,277.60%,493.20%,15.88%,497.41%,-2.56%,51.36%,,4.96%,72.15%,13.10%,23.06%,-6.80%,44.76%,2.38%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",27289.03,70.31,10.69%,20305786,22005.75,0.92,24.33%,-12.81%,2.75%,-32.75%,-3.19%,36.84%,10.86%,-63.15%,-221.95%,1952.23%,,-0.01%,42.09%,22.88%,12.06%,-12.68%,-14.49%,2.64%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",66088.77,849.47,8.92%,6627054,5522.62,1.20,30.30%,16.17%,-12.98%,100.62%,130.46%,664.39%,11.83%,299.28%,332.76%,90.12%,142.92%,-6.19%,98.79%,11.59%,12.50%,3.33%,39.78%,-0.34%
"IONQ","NYSE","IonQ Inc","Technology","Computer Hardware",16575.21,41.72,7.39%,25192288,27258.50,0.92,23.14%,-14.63%,-8.81%,8.20%,-7.02%,4.67%,8.91%,82.70%,1570.07%,754.72%,-7.76%,-0.43%,55.98%,,12.12%,-16.64%,-9.21%,5.26%
"OSS","NASD","One Stop Systems Inc","Technology","Computer Hardware",353.45,14.27,9.26%,1255998,1663.59,0.75,21.45%,-8.29%,46.21%,49.42%,98.75%,179.80%,10.20%,160.06%,84.43%,-34.17%,,0.67%,45.46%,16.48%,10.15%,-8.14%,37.95%,4.50%
"QBTS","NASD","D-Wave Quantum Inc","Technology","Computer Hardware",8086.81,21.83,9.26%,23670421,30660.72,0.77,23.79%,-3.24%,4.35%,4.10%,-16.52%,27.07%,8.83%,-15.15%,-164.55%,-80.95%,-12.06%,1.24%,47.65%,18.21%,18.71%,-2.76%,-4.73%,7.33%
"RGTI","NASD","Rigetti Computing Inc","Technology","Computer Hardware",5800.36,17.45,8.93%,24108365,38595.72,0.62,20.18%,-2.84%,-1.41%,-1.47%,-21.22%,10.72%,9.05%,-15.36%,-148.42%,198.91%,-7.36%,15.39%,52.87%,18.78%,14.13%,-8.37%,-19.11%,5.73%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",211415.92,1427.62,10.84%,14377372,13888.52,1.04,30.25%,-18.16%,13.68%,114.60%,501.41%,3258.32%,15.17%,2136.60%,272.72%,251.03%,,-5.29%,79.92%,5.38%,-3.35%,-16.26%,66.91%,5.11%
