"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ATRO","NASD","Astronics Corp","Industrials","Aerospace & Defense",3973.38,92.61,5.37%,1516129,753.87,2.01,21.79%,29.60%,44.92%,53.99%,113.98%,238.88%,7.79%,67.57%,1986.98%,27.01%,,-10.61%,76.31%,9.72%,26.40%,24.88%,57.59%,6.98%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1862453.57,141.29,-3.33%,119547715,125881.63,0.95,22.95%,4.45%,,,-5.81%,,10.51%,,,,,76.65%,1.97%,13.18%,16.07%,-0.24%,-0.24%,-1.71%
"FIGS","NYSE","Figs Inc","Consumer Cyclical","Apparel Manufacturing",2465.52,14.84,2.91%,2476138,3228.83,0.77,32.03%,49.30%,21.54%,41.06%,30.63%,113.22%,8.16%,79.94%,253.77%,28.81%,24.88%,2.88%,92.35%,13.29%,30.41%,32.80%,23.66%,2.63%
"DXYZ","NYSE","Destiny Tech100 Inc","Financial","Asset Management",972.60,31.92,4.11%,2198762,3541.13,0.62,26.62%,20.32%,-38.85%,3.67%,4.21%,9.84%,9.06%,,136.77%,-13.60%,,,10.45%,2.42%,26.73%,15.03%,4.40%,2.50%
"CELH","NASD","Celsius Holdings Inc","Consumer Defensive","Beverages - Non-Alcoholic",7282.35,28.78,4.20%,8240967,10150.65,0.81,21.08%,-4.73%,3.30%,-35.11%,-37.08%,-48.67%,8.41%,8.23%,-56.95%,10.64%,14.02%,-5.06%,65.71%,18.43%,1.87%,-1.27%,-26.81%,4.20%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1454.98,13.45,4.10%,2191642,2798.68,0.78,26.77%,41.88%,81.27%,171.17%,126.43%,43.85%,10.85%,43.80%,138.92%,-1.80%,11.26%,1.80%,38.76%,25.33%,20.29%,35.65%,86.50%,4.43%
"P","NYSE","Everpure Inc","Technology","Computer Hardware",39007.72,117.35,5.34%,4050134,3271.19,1.24,34.48%,65.87%,38.99%,54.31%,75.12%,97.06%,7.40%,18.44%,263.40%,35.25%,22.01%,-1.59%,83.89%,3.18%,40.72%,50.60%,57.62%,3.80%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",972.64,24.68,12.51%,4367614,1452.86,3.01,111.30%,139.61%,180.14%,290.51%,282.64%,208.50%,14.95%,117.29%,-277.09%,25.69%,,1.54%,22.54%,9.81%,92.01%,96.96%,189.98%,13.47%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",25331.54,39.16,4.12%,121969786,55745.17,2.19,33.29%,45.63%,22.37%,22.22%,33.79%,-15.00%,6.87%,15.54%,418.57%,93.16%,18.32%,7.87%,65.07%,16.23%,31.31%,26.47%,22.86%,2.30%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",226297.45,1528.11,13.67%,21769122,13355.20,1.63,21.42%,-5.38%,5.59%,154.97%,543.74%,3150.61%,8.26%,196.82%,28017.46%,371.59%,50.48%,-1.69%,83.14%,4.67%,14.10%,-7.91%,70.57%,14.05%
