"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",22430.90,53.73,-1.05%,1125736,1028.06,1.10,23.29%,19.53%,52.95%,,41.39%,,8.90%,32.45%,,,47.85%,4.99%,0.01%,4.38%,22.23%,24.86%,32.24%,-2.10%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2475.48,47.85,9.47%,2927131,934.02,3.13,31.60%,63.93%,122.56%,132.85%,153.98%,291.57%,6.68%,102.76%,1412.42%,52.23%,45.85%,-1.52%,97.78%,13.23%,35.24%,65.73%,126.56%,1.34%
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",2035.05,15.84,3.60%,2973991,2700.98,1.10,20.55%,4.49%,67.80%,31.34%,34.69%,206.98%,6.80%,52.27%,104.85%,11.21%,56.84%,3.29%,108.00%,10.92%,9.42%,24.27%,45.69%,2.46%
"OUST","NASD","Ouster Inc","Technology","Electronic Components",2704.83,42.48,8.90%,2895673,5067.93,0.57,20.89%,-14.77%,60.60%,103.94%,96.30%,93.27%,10.52%,-1237.10%,32.66%,48.87%,,-2.44%,46.43%,10.13%,9.79%,0.71%,48.24%,14.01%
"EFOR","NYSE","Everforth Inc","Technology","Information Technology Services",1221.80,29.80,4.78%,1685102,1158.36,1.45,38.22%,68.74%,40.70%,-42.79%,-38.14%,-38.68%,8.70%,-20.06%,-48.00%,-1.33%,6.30%,-2.85%,105.28%,10.56%,44.10%,48.28%,-16.90%,2.37%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1824.26,16.07,11.21%,3731074,1959.93,1.90,26.44%,5.79%,55.87%,103.68%,76.01%,30.65%,8.29%,38.10%,136.73%,18.10%,,-5.14%,70.80%,17.43%,18.08%,29.76%,58.48%,9.10%
"AMBA","NASD","Ambarella Inc","Technology","Semiconductor Equipment & Materials",3627.02,82.68,-3.86%,2950075,1795.18,1.64,21.18%,5.51%,15.54%,29.11%,16.71%,29.71%,13.28%,27.45%,27.99%,16.87%,33.08%,-3.40%,85.03%,9.42%,15.24%,13.38%,17.30%,-1.57%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",4492.61,68.67,13.64%,17484995,9870.83,1.77,43.42%,21.28%,-28.47%,270.39%,320.00%,3476.56%,17.63%,308.78%,208.68%,164.77%,,8.07%,64.92%,17.58%,30.42%,-10.59%,45.90%,20.71%
"BLKB","NASD","Blackbaud Inc","Technology","Software - Application",2013.96,44.37,3.67%,784717,828.18,0.95,28.42%,47.46%,18.19%,-17.37%,-29.93%,-32.03%,10.81%,17.87%,46.30%,3.30%,,2.78%,81.55%,13.90%,31.56%,44.40%,-3.27%,0.29%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",935.40,15.59,13.63%,4300749,3527.87,1.22,26.65%,-0.19%,250.34%,242.64%,234.55%,218.81%,9.25%,55.10%,39.88%,11.71%,37.88%,-4.07%,48.75%,4.62%,9.60%,34.02%,129.20%,13.30%
"CRWV","NASD","CoreWeave Inc","Technology","Software - Infrastructure",46788.11,85.76,19.49%,44277673,28982.43,1.53,21.15%,4.91%,-27.94%,-7.97%,19.76%,-17.65%,9.90%,-158.55%,-76.43%,111.69%,,7.20%,45.43%,18.96%,10.15%,-8.22%,-9.33%,21.55%
"PGY","NASD","Pagaya Technologies Ltd","Technology","Software - Infrastructure",1843.82,22.24,15.39%,6793996,3892.13,1.75,31.10%,24.99%,56.14%,14.67%,6.39%,-23.64%,8.94%,82.56%,147.94%,15.08%,52.06%,-10.75%,43.72%,18.80%,26.25%,36.65%,24.00%,12.85%
