"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",4408.27,20.38,7.21%,20152270,13203.11,1.53,29.15%,50.74%,-39.86%,26.35%,25.57%,124.33%,11.17%,5.48%,-33.24%,309.77%,,26.12%,84.88%,25.46%,37.91%,11.27%,5.34%,0.64%
"DXYZ","NYSE","Destiny Tech100 Inc","Financial","Asset Management",1035.98,34.00,6.25%,1821431,3389.50,0.54,28.16%,30.92%,-28.60%,13.33%,11.00%,19.17%,8.07%,,136.77%,-13.60%,,,23.36%,2.42%,30.97%,24.13%,10.93%,4.84%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",7884.54,35.76,13.76%,9318721,3784.54,2.46,24.06%,23.42%,-17.39%,1.32%,-12.45%,,8.54%,116.45%,150.25%,84.85%,46.49%,4.75%,47.25%,10.80%,23.87%,22.04%,-3.44%,11.18%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",712.66,12.23,-0.16%,2337306,1741.16,1.34,20.14%,4.89%,-15.68%,-25.79%,-32.06%,-48.16%,7.80%,14.59%,8.51%,-5.33%,,-18.93%,61.11%,32.77%,17.44%,0.84%,-23.60%,2.60%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",11414.65,46.26,6.25%,6133009,6901.78,0.89,24.35%,21.23%,-10.05%,75.96%,159.60%,329.13%,5.63%,64.37%,255.97%,52.53%,35.88%,-2.99%,98.30%,4.77%,16.78%,6.76%,38.44%,3.61%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",982.10,24.92,-4.56%,2090091,1576.91,1.33,111.54%,134.43%,198.44%,331.14%,286.36%,230.07%,18.24%,117.29%,-277.09%,25.69%,,1.94%,34.07%,9.81%,73.97%,92.93%,187.59%,0.36%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",24762.30,38.28,-3.92%,55075224,57758.96,0.95,21.68%,58.31%,23.32%,25.34%,30.78%,-15.63%,7.78%,19.52%,418.57%,93.16%,18.32%,13.40%,72.27%,16.23%,22.19%,24.94%,20.59%,-2.62%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",264614.20,1786.85,8.88%,17680453,13676.83,1.29,44.34%,31.89%,26.94%,185.18%,652.74%,3911.79%,8.43%,197.18%,28017.46%,371.59%,54.03%,-0.62%,84.03%,4.67%,30.11%,7.89%,96.08%,5.06%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",225463.69,994.79,2.19%,4322337,4713.93,0.92,24.20%,26.30%,25.06%,133.52%,261.23%,544.17%,6.10%,131.67%,149.17%,48.49%,74.13%,-2.36%,84.65%,3.56%,15.87%,11.72%,79.58%,0.45%
"VELO","NASD","Velo3D Inc","Technology","Computer Hardware",501.37,15.60,-3.50%,1305454,3306.56,0.39,20.42%,47.26%,-16.11%,39.62%,13.50%,170.75%,12.77%,75.64%,60.11%,52.25%,55.56%,15.94%,37.81%,33.01%,28.02%,0.05%,17.34%,-2.83%
