"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KTOS","NASD","Kratos Defense & Security Solutions Inc","Industrials","Aerospace & Defense",11963.48,63.73,2.10%,3013236,4899.53,0.62,22.86%,35.71%,11.83%,-35.50%,-16.05%,-2.57%,8.68%,49.79%,26.09%,30.53%,38.34%,-1.24%,86.84%,5.61%,25.33%,21.15%,-13.94%,2.65%
"RCAT","NASD","Red Cat Holdings Inc","Industrials","Aerospace & Defense",1627.93,10.66,6.60%,11615332,12930.56,0.90,20.32%,27.21%,-5.24%,-22.25%,34.43%,13.83%,9.33%,-1.37%,-77.17%,527.26%,-3.53%,11.04%,47.97%,23.60%,29.49%,8.07%,-3.11%,8.11%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3377.40,13.51,2.97%,16931140,36580.48,0.46,27.09%,40.88%,11.10%,33.89%,77.76%,53.17%,8.29%,66.94%,86.71%,89.56%,59.63%,8.15%,50.95%,18.42%,37.47%,10.30%,33.17%,1.81%
"VOYG","NYSE","Voyager Technologies Inc","Industrials","Aerospace & Defense",2618.15,42.90,-0.23%,1685025,2393.60,0.70,28.10%,44.64%,39.20%,47.68%,64.12%,45.87%,9.68%,-52.14%,-27.98%,15.48%,34.26%,30.02%,74.75%,19.46%,44.75%,26.06%,43.40%,0.63%
"FIGS","NYSE","Figs Inc","Consumer Cyclical","Apparel Manufacturing",2370.82,14.27,-0.83%,3017188,3310.97,0.91,31.52%,42.70%,19.51%,32.87%,25.62%,127.59%,7.98%,79.94%,253.77%,28.81%,24.88%,2.88%,92.14%,13.21%,30.56%,29.11%,19.55%,-0.76%
"DXYZ","NYSE","Destiny Tech100 Inc","Financial","Asset Management",902.52,29.62,11.65%,1316001,3880.49,0.34,22.40%,10.36%,-58.42%,-8.01%,-3.30%,3.60%,6.45%,,136.77%,-13.60%,,,10.71%,2.95%,19.72%,4.21%,-2.91%,8.50%
"P","NYSE","Everpure Inc","Technology","Computer Hardware",36358.45,109.38,11.64%,5488433,3358.42,1.63,30.34%,45.14%,25.23%,46.98%,63.23%,90.76%,6.42%,18.37%,263.40%,35.25%,21.27%,-1.59%,83.67%,3.32%,38.61%,42.62%,47.33%,3.51%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",764.37,19.40,64.69%,16448133,1135.65,14.48,69.43%,100.62%,98.36%,226.60%,200.78%,153.26%,7.87%,117.29%,-277.09%,25.69%,,1.54%,17.43%,9.32%,68.43%,60.88%,131.46%,33.61%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",7720.54,123.12,-1.41%,1055763,1776.18,0.59,23.81%,36.27%,119.04%,159.36%,288.15%,345.60%,8.48%,-66.14%,-268.48%,23.24%,14.99%,3.13%,121.22%,23.48%,25.02%,36.02%,122.12%,-1.99%
"AUGO","NASD","Aura Minerals Inc","Basic Materials","Gold",6373.01,76.06,-0.25%,619471,1031.65,0.60,31.61%,42.14%,-6.17%,4.19%,50.87%,183.28%,6.35%,268.77%,2271.56%,76.42%,68.85%,2.42%,33.41%,13.63%,29.45%,24.95%,18.77%,-0.47%
