"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ASST","NASD","Strive Inc","Financial","Asset Management",1556.75,18.22,12.96%,14761352,4201.38,3.51,47.95%,50.70%,-1.67%,123.56%,23.44%,-77.94%,8.41%,75.55%,-10.31%,-19.20%,,31.76%,53.94%,29.71%,41.70%,40.92%,22.69%,3.17%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",13771.66,22.83,5.84%,57707250,36625.98,1.58,26.27%,37.61%,16.42%,13.41%,-15.91%,-52.17%,6.58%,,51.19%,2167.95%,,15.44%,41.35%,7.23%,23.20%,37.10%,-0.71%,2.61%
"CRCL","NYSE","Circle Internet Group Inc","Financial","Capital Markets",22336.00,87.98,5.16%,25716864,13405.91,1.92,22.88%,41.49%,-23.42%,39.61%,10.95%,-33.25%,6.64%,338.98%,108.51%,6.57%,,11.31%,44.53%,12.77%,26.77%,26.63%,3.22%,0.00%
"FIGR","NASD","Figure Technology Solutions Inc","Financial","Capital Markets",8741.40,39.10,8.43%,5339464,3935.43,1.36,24.40%,33.72%,13.73%,34.27%,-4.26%,,8.40%,123.60%,150.25%,84.85%,48.73%,4.75%,46.62%,10.43%,28.94%,30.36%,5.84%,5.65%
"MARA","NASD","MARA Holdings Inc","Financial","Capital Markets",4349.73,11.26,0.99%,103510523,44861.05,2.31,22.39%,-11.82%,-16.90%,41.28%,25.39%,-27.40%,8.58%,-23.37%,-186.86%,-26.67%,29.22%,-0.80%,73.56%,28.18%,7.32%,-6.67%,1.48%,-3.76%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2121.96,10.58,4.96%,35437980,14650.87,2.42,58.38%,62.52%,24.76%,146.62%,197.19%,,13.43%,,,,,35.20%,56.20%,14.03%,48.50%,38.52%,77.64%,0.57%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1962.98,18.38,8.89%,7994050,4094.51,1.95,30.91%,50.41%,122.79%,121.98%,130.90%,294.42%,5.23%,-17.93%,-32.61%,29.96%,10.38%,1.65%,60.77%,12.11%,32.22%,39.29%,94.96%,10.36%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",9584.54,145.59,6.79%,1794002,1808.61,0.99,22.79%,57.50%,147.45%,199.63%,358.98%,450.02%,7.72%,-66.14%,-268.48%,23.24%,14.99%,5.62%,116.60%,22.17%,28.52%,45.64%,145.55%,5.17%
"AMLX","NASD","Amylyx Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",4307.62,38.66,-2.52%,4640670,2251.03,2.06,78.73%,119.78%,177.53%,175.95%,220.03%,358.60%,11.19%,0.99%,16.00%,,43.86%,4.33%,96.41%,14.17%,55.28%,90.75%,145.69%,-2.85%
"COIN","NASD","Coinbase Global Inc","Financial","Financial Data & Stock Exchanges",49202.94,186.49,8.20%,22498342,8220.97,2.74,25.61%,15.72%,-3.65%,8.84%,-17.53%,-37.89%,5.48%,-160.25%,-126.57%,-61.10%,3.18%,-5.28%,55.41%,10.12%,19.70%,17.66%,-6.06%,3.57%
"TEM","NASD","Tempus AI Inc","Healthcare","Health Information Services",13115.81,72.69,9.06%,15879931,6394.55,2.48,39.52%,57.99%,56.36%,24.53%,23.10%,-5.24%,7.43%,65.57%,112.51%,21.56%,,-2.02%,55.83%,31.00%,41.58%,38.04%,28.03%,10.81%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",5339.77,18.51,4.64%,8483549,6318.94,1.34,22.66%,30.54%,-1.49%,25.58%,110.10%,332.48%,7.89%,213.46%,235.56%,497.89%,,35.24%,47.18%,12.87%,31.91%,21.84%,28.69%,2.83%
"BTDR","NASD","Bitdeer Technologies Group","Technology","Software - Application",3090.17,11.37,9.01%,28138257,12086.99,2.33,24.53%,-6.57%,-23.79%,46.14%,1.43%,-9.83%,9.80%,-63.45%,50.81%,47.05%,-11.14%,28.97%,57.19%,39.80%,12.87%,-11.49%,-7.32%,2.48%
"MSTR","NASD","Strategy Inc","Technology","Software - Application",45818.89,119.25,6.10%,45278357,21391.72,2.12,28.17%,27.36%,-27.66%,-9.00%,-21.52%,-64.68%,6.72%,-17.70%,-175.02%,6.88%,,3.47%,56.19%,8.93%,20.98%,19.51%,-17.16%,-0.36%
"BLSH","NYSE","Bullish","Technology","Software - Infrastructure",4570.68,30.41,6.93%,2388541,1639.62,1.46,24.68%,25.45%,-15.43%,-4.28%,-19.70%,-56.43%,8.89%,42.54%,-292.45%,65.78%,51.15%,1.91%,39.49%,22.64%,24.16%,23.77%,-12.02%,2.22%
