"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5694.13,24.34,4.55%,2209424,2372.10,0.93,20.14%,2.10%,55.23%,65.58%,-13.72%,,8.11%,82.48%,-62.49%,52.70%,46.22%,4.12%,28.10%,7.72%,15.01%,13.84%,20.23%,5.96%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",16564.60,27.46,-4.52%,35959115,39909.33,0.90,20.39%,13.75%,95.86%,32.02%,1.14%,-49.61%,5.50%,-263.44%,51.19%,2167.95%,,8.66%,41.38%,6.94%,9.35%,30.43%,24.85%,-2.56%
"MARA","NASD","MARA Holdings Inc","Financial","Capital Markets",5157.10,13.35,-2.05%,37370090,48691.19,0.77,20.92%,19.41%,-4.64%,61.82%,48.66%,-24.62%,8.19%,-33.63%,-186.86%,-26.67%,28.96%,8.18%,73.51%,29.15%,14.00%,18.63%,21.75%,-0.74%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",3316.59,13.94,-0.07%,23083057,17372.52,1.33,21.85%,31.02%,76.46%,163.52%,291.57%,,8.52%,-85.25%,43889.58%,,,66.03%,47.10%,13.71%,13.65%,49.87%,109.25%,1.75%
"RIOT","NASD","Riot Platforms Inc","Financial","Capital Markets",9265.15,24.69,-0.96%,16708580,18739.12,0.89,21.33%,23.45%,-9.96%,72.30%,94.87%,44.64%,6.52%,-30.93%,-217.77%,13.89%,31.07%,11.56%,84.70%,14.93%,15.91%,18.37%,29.12%,0.69%
"USDE","NASD","StableCoinX Inc","Financial","Capital Markets",349.89,12.87,-4.95%,2731892,5412.23,0.50,107.58%,105.26%,27.43%,19.72%,9.07%,-1.45%,20.69%,,-2093.88%,,,8.31%,1.53%,5.91%,53.51%,162.27%,32.55%,-2.65%
"GRAL","NASD","GRAIL Inc","Healthcare","Diagnostics & Research",4901.23,109.73,1.12%,1075,800.48,0.00,46.09%,43.29%,69.91%,125.55%,28.20%,133.57%,10.08%,13.37%,19.70%,25.72%,4.47%,5.51%,85.87%,20.29%,31.68%,44.11%,51.65%,-0.24%
"VICR","NASD","Vicor Corp","Technology","Electronic Components",13055.58,283.16,5.52%,1607611,903.87,1.78,53.97%,49.04%,-12.14%,56.88%,158.36%,426.12%,7.58%,37.09%,14.17%,49.25%,44.85%,4.60%,52.88%,6.93%,40.82%,34.04%,35.04%,6.25%
"COIN","NASD","Coinbase Global Inc","Financial","Financial Data & Stock Exchanges",52274.01,198.13,-1.46%,7141241,9048.59,0.79,20.44%,10.39%,31.99%,9.44%,-12.39%,-38.10%,6.06%,-170.16%,-126.57%,-61.10%,3.11%,-0.25%,57.00%,12.69%,8.09%,17.16%,5.30%,0.07%
"SDGR","NASD","Schrodinger Inc","Healthcare","Health Information Services",2186.57,29.23,-4.79%,3063000,1463.16,2.09,22.15%,55.73%,90.67%,152.64%,63.48%,53.36%,10.29%,-13.66%,113.42%,7.54%,13.73%,-1.18%,84.30%,17.52%,28.20%,51.77%,88.07%,-2.73%
"INOD","NASD","Innodata Inc","Technology","Information Technology Services",2475.20,71.99,2.89%,4684786,1286.84,3.64,29.92%,26.01%,-11.72%,62.51%,41.30%,-2.53%,8.64%,34.06%,102.69%,57.80%,,11.36%,58.12%,14.66%,25.53%,19.77%,18.25%,1.62%
