"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ARKK","CBOE",86.22,-1.06%,3440341,5894.37,0.58,1.93%,13.85%,15.75%,19.09%,12.09%,14.93%,Innovation / Patent Based,-5.60,-15.30,-14.30,-19.41,3.06%,8.11%,12.09%,0.37%
"ICLN","NASD",17.77,0.79%,6058701,6071.83,1.00,1.66%,-1.93%,-16.65%,1.95%,8.16%,24.01%,Green Investing,0.74,-20.89,5.51,12.86,-0.04%,-2.92%,-5.19%,0.91%
"KRE","NYSE",75.27,0.53%,12787369,13393.56,0.95,1.31%,-1.59%,7.27%,15.96%,16.14%,13.82%,Financials,-3.55,5.14,-1.35,-7.17,-0.15%,-0.47%,7.83%,0.93%
"URA","NYSE",46.06,0.79%,2652736,3359.13,0.79,1.08%,6.62%,1.66%,-5.58%,7.79%,14.01%,Materials,0.55,0.83,16.32,41.86,1.22%,7.01%,-4.99%,1.63%
"XBI","NYSE",163.81,-0.35%,3753067,8937.33,0.42,0.88%,6.03%,27.31%,32.10%,34.35%,75.25%,Healthcare,5.96,14.02,8.93,18.61,0.50%,3.62%,21.01%,0.66%
"XRT","NYSE",87.59,0.99%,2997697,4416.93,0.68,0.81%,-2.52%,6.00%,5.44%,2.70%,0.71%,Consumer Discretionary,-52.05,-26.15,-40.94,-7.36,-0.26%,-1.03%,2.05%,1.35%
"INDA","CBOE",49.91,-0.02%,3946237,5633.28,0.70,0.71%,-0.42%,5.43%,-0.16%,-7.66%,-5.10%,,2.95,-2.80,-22.65,-22.39,0.31%,0.96%,-1.05%,0.14%
"IAI","NYSE",196.46,-0.81%,62467,82.73,0.76,0.68%,5.03%,9.16%,16.50%,9.53%,12.97%,Financials,-0.00,-3.38,-17.63,-12.40,2.01%,3.82%,9.24%,0.36%
"BOTZ","NASD",35.95,0.39%,774144,823.26,0.94,0.56%,-2.68%,-5.34%,-0.39%,-0.77%,8.12%,Robotics & Automation,0.90,1.88,9.98,13.73,-1.17%,-0.41%,-2.55%,0.33%
"MAGS","CBOE",69.44,-1.41%,3802141,4244.51,0.90,0.54%,1.25%,4.41%,13.85%,5.28%,13.22%,Technology,3.83,9.13,0.20,33.28,1.85%,3.83%,6.34%,-1.08%
"CNBS","NYSE",29.12,1.93%,16609,5.64,2.94,0.28%,14.41%,-7.89%,19.20%,2.65%,3.33%,Cannabis Based Businesses,-1.75,-6.37,-22.36,-25.44,4.46%,8.46%,10.85%,1.57%
"SIL","NYSE",99.29,-2.04%,992441,1299.19,0.76,0.15%,19.25%,25.24%,-1.92%,18.88%,64.74%,Materials,-0.28,-3.41,-8.74,8.66,3.46%,17.65%,10.79%,0.04%
"KIE","NYSE",63.90,-1.39%,1049041,1208.35,0.87,-0.02%,-1.92%,12.30%,11.52%,6.23%,7.36%,Financials,-4.65,22.61,5.64,-25.59,0.31%,0.24%,7.81%,-0.33%
"RING","NASD",87.40,-1.90%,1122715,804.84,1.39,-0.07%,20.75%,27.31%,0.23%,18.69%,58.28%,Materials,-6.74,-15.98,-22.90,-16.42,2.99%,19.39%,12.71%,0.58%
"PAVE","CBOE",55.16,0.86%,1191855,1885.22,0.63,-0.27%,-5.47%,-2.68%,6.94%,15.42%,18.29%,Infrastructure,1.40,3.44,18.93,22.44,-2.33%,-3.04%,2.42%,0.80%
"UFO","NASD",43.70,0.39%,99272,778.85,0.13,-0.64%,-6.22%,-20.12%,-1.82%,13.07%,31.65%,Space Exploration & Technology,-2.35,-40.19,800.84,4681.41,-4.47%,-4.86%,-6.10%,-0.21%
"KWEB","NYSE",26.05,2.00%,15055580,19452.06,0.77,-1.03%,-8.21%,-1.25%,-12.32%,-23.49%,-31.34%,Technology,-2.60,-16.06,-16.58,-10.04,-2.26%,-2.45%,-14.18%,0.31%
"TAN","NYSE",48.04,0.67%,295574,1185.63,0.25,-1.25%,-6.26%,-25.00%,-9.83%,-2.20%,14.33%,Green Investing,-19.18,-33.88,15.34,34.74,-3.29%,-7.66%,-12.80%,0.19%
"XHB","NYSE",103.25,0.96%,1536966,2406.41,0.64,-1.29%,-5.11%,-0.25%,-2.18%,0.28%,-11.91%,Consumer Discretionary,-3.06,-10.58,-12.52,-16.75,-2.49%,-4.19%,-3.48%,1.38%
"JETS","NYSE",28.80,1.34%,2519043,2785.94,0.90,-1.30%,-11.76%,3.08%,13.61%,2.60%,10.90%,Industrials,-3.21,-15.49,-11.58,-20.12,-3.69%,-7.30%,1.51%,1.09%
"BETZ","NYSE",19.37,-0.59%,3235,38.52,0.08,-1.40%,3.22%,2.92%,5.82%,-7.68%,-21.89%,Consumer Discretionary,0.00,1.42,-13.29,-24.77,-0.25%,0.47%,0.42%,-0.67%
"WISE","NASD",35.43,-0.03%,2198,7.53,0.29,-2.52%,-4.29%,-12.37%,0.48%,-9.07%,-9.95%,Robotics & Automation,0.00,-10.57,-16.95,-7.31,-3.18%,-1.73%,-5.68%,-0.05%
"IBUY","NYSE",71.67,-0.63%,636,14.66,0.04,-2.69%,-0.96%,8.91%,9.32%,-3.71%,-4.21%,Consumer Discretionary,9.52,0.63,-8.55,-15.13,-2.03%,-0.39%,3.12%,-0.25%
"IHI","NYSE",53.63,-0.52%,1510362,2822.42,0.54,-2.83%,-0.89%,7.09%,-5.51%,-13.71%,-13.43%,Healthcare,0.65,3.00,-4.03,-11.02,-3.03%,1.06%,-3.49%,0.59%
"ITA","CBOE",225.61,-0.16%,564213,677.45,0.83,-3.10%,-9.75%,-1.67%,-6.85%,5.09%,13.65%,Industrials,0.31,-1.77,-0.17,24.99,-5.64%,-5.96%,-1.67%,0.12%
"COPX","NYSE",90.66,-0.65%,1330406,3158.99,0.42,-3.98%,5.31%,12.43%,13.40%,26.29%,80.81%,Materials,-3.12,-2.83,36.38,80.55,-0.07%,9.15%,12.28%,0.68%
"CIBR","NASD",94.59,-0.77%,1046053,1606.82,0.65,-4.03%,-1.87%,9.10%,43.32%,32.39%,30.74%,Technology,3.49,5.42,7.55,11.05,-2.50%,0.78%,22.23%,0.10%
"IGV","CBOE",104.57,-2.23%,12011471,14505.33,0.83,-4.50%,5.18%,9.10%,18.87%,-1.06%,-2.12%,Technology,-7.07,-14.78,51.22,26.98,-0.03%,6.77%,11.68%,-1.26%
