"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"EWZ","NYSE",37.86,-0.71%,24794538,21146.89,1.17,6.50%,5.72%,11.32%,4.36%,19.17%,30.23%,,-9.06,-16.97,12.33,24.80,7.16%,6.85%,5.37%,0.69%
"BLOK","NYSE",65.23,-0.12%,176329,240.06,0.73,5.09%,9.35%,6.81%,25.15%,14.66%,11.66%,Fintech,-0.77,-14.07,-7.63,-9.84,5.44%,6.13%,9.28%,1.10%
"IGPT","NYSE",95.21,2.64%,145669,193.43,0.75,3.96%,4.60%,4.75%,58.42%,60.10%,86.03%,Robotics & Automation,5.11,8.51,20.81,25.51,2.97%,2.63%,25.12%,1.99%
"BOAT","NYSE",50.85,0.99%,63133,29.87,2.11,3.82%,16.49%,23.99%,25.68%,61.11%,59.60%,Industrials,6.37,8.98,35.36,32.86,5.98%,14.99%,28.52%,1.23%
"XOP","NYSE",190.71,-0.84%,1480621,3290.09,0.45,2.57%,14.16%,14.89%,16.19%,51.05%,44.20%,Energy,4.48,6.53,41.70,44.35,2.88%,9.87%,20.36%,-0.18%
"SMH","NASD",567.01,2.61%,9157374,10782.22,0.85,2.51%,-0.78%,-0.47%,48.99%,57.45%,95.62%,Technology,-1.67,5.64,13.82,19.67,0.28%,-1.21%,18.77%,1.16%
"IPO","NYSE",54.42,1.46%,19609,33.52,0.59,2.21%,0.57%,1.66%,27.48%,19.21%,9.47%,,-5.22,-8.25,-7.20,-19.39,-0.17%,-0.53%,10.35%,1.61%
"OIH","NYSE",427.53,-0.53%,211224,313.29,0.67,2.20%,9.04%,3.09%,14.52%,50.13%,65.81%,Energy,2.30,-11.96,3.30,22.11,2.14%,8.38%,13.08%,0.11%
"COAL","NYSE",27.82,2.43%,44456,42.50,1.05,2.19%,16.05%,3.04%,8.76%,21.96%,39.31%,Energy,0.00,-12.51,106.54,125.65,5.61%,14.00%,11.18%,1.50%
"BOIL","NYSE",20.39,1.34%,3683479,4188.12,0.88,2.15%,8.80%,-28.76%,-48.64%,-55.48%,-67.01%,,2.25,74.48,-30.94,-21.90,2.20%,-5.82%,-41.65%,-0.88%
