"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BOAT","NYSE",52.00,1.90%,92085,32.83,2.81,3.28%,17.25%,23.96%,33.44%,64.75%,57.49%,Industrials,12.83,19.48,44.34,40.27,5.41%,14.95%,30.18%,1.11%
"IGPT","NYSE",95.73,1.53%,56286,189.26,0.30,3.20%,2.97%,-1.19%,57.48%,60.97%,81.07%,Robotics & Automation,3.46,9.44,21.59,26.22,2.79%,3.67%,24.48%,0.10%
"SMH","NASD",568.53,1.47%,5016204,10135.84,0.49,2.88%,-2.79%,-6.71%,46.48%,57.87%,87.06%,Technology,0.68,5.50,15.63,22.05,0.90%,-0.10%,17.91%,-0.05%
"XOP","NYSE",195.72,0.13%,2157159,3231.94,0.67,1.76%,9.60%,19.77%,17.40%,55.01%,48.98%,Energy,2.51,4.39,36.99,41.35,3.68%,10.69%,22.53%,0.92%
"ICLN","NASD",17.92,0.56%,6998688,6231.60,1.12,1.64%,-2.66%,-13.60%,-2.56%,9.07%,21.99%,Green Investing,4.59,-18.93,7.40,14.67,1.09%,-1.24%,-4.56%,-0.39%
"EWZ","NYSE",38.19,-0.96%,16685537,21625.38,0.77,0.16%,12.79%,9.71%,5.73%,20.21%,27.52%,,-8.58,-14.90,12.17,24.45,5.61%,6.85%,5.93%,-1.14%
"UFO","NASD",43.28,1.15%,130735,672.10,0.19,-0.57%,-11.42%,-23.94%,-3.28%,11.98%,25.97%,Space Exploration & Technology,-2.39,-40.58,936.04,20064.83,-3.30%,-4.83%,-7.45%,-0.09%
"COAL","NYSE",27.00,-2.23%,67176,40.37,1.66,-0.61%,9.16%,3.99%,-0.16%,18.35%,32.29%,Energy,3.88,-9.03,112.72,123.38,0.09%,8.84%,7.32%,-2.19%
"BETZ","NYSE",19.36,0.91%,6137,38.19,0.16,-0.64%,1.21%,-4.35%,5.70%,-7.73%,-22.28%,Consumer Discretionary,0.00,1.43,-13.41,-24.97,-0.41%,0.25%,0.44%,0.57%
"MAGS","CBOE",69.89,1.03%,4344879,4238.22,1.03,-0.77%,3.22%,7.67%,14.67%,5.96%,12.73%,Technology,-3.80,11.06,1.38,35.68,2.23%,3.81%,6.84%,0.26%
