"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"UFO","NASD",42.79,-0.63%,153579,686.65,0.22,-0.81%,-10.76%,-18.11%,-5.77%,10.71%,26.79%,Space Exploration & Technology,-2.38,-40.44,883.50,9300.09,-4.95%,-6.19%,-8.39%,0.54%
"RING","NASD",84.56,-3.11%,397738,806.32,0.49,-1.12%,8.23%,32.31%,-2.82%,14.83%,43.66%,Materials,-4.22,-14.09,-23.22,-16.51,-1.67%,13.56%,8.60%,-0.32%
"IPO","NYSE",51.67,-2.45%,23555,32.35,0.73,-1.20%,-6.01%,-2.22%,17.97%,13.19%,-1.66%,,-3.59,-8.33,-7.28,-20.71,-4.55%,-5.00%,4.46%,-0.65%
"BOTZ","NASD",34.76,-1.19%,798600,790.19,1.01,-1.22%,-7.26%,-4.08%,-4.24%,-4.06%,3.05%,Robotics & Automation,0.38,2.08,9.98,13.75,-3.49%,-3.43%,-5.83%,-0.29%
"WISE","NASD",34.26,-1.78%,10927,6.77,1.61,-1.27%,-9.72%,-11.09%,-0.54%,-12.07%,-16.62%,Robotics & Automation,0.00,-10.68,-17.11,-7.39,-5.20%,-4.53%,-8.63%,-0.37%
"COAL","NYSE",27.61,-2.78%,67071,40.35,1.66,-1.39%,10.91%,6.93%,4.23%,21.04%,35.74%,Energy,3.78,-8.82,106.85,124.57,2.86%,11.73%,9.90%,-2.06%
"COPX","NYSE",88.61,-6.99%,5529937,3092.41,1.79,-1.43%,0.02%,14.41%,7.68%,23.43%,71.09%,Materials,-4.54,-4.45,31.89,69.82,-2.97%,5.43%,9.05%,-1.17%
"PAVE","CBOE",53.36,-1.53%,1416027,1887.89,0.75,-1.69%,-9.10%,-3.51%,2.65%,11.66%,15.00%,Infrastructure,2.91,4.88,21.13,25.19,-4.41%,-5.74%,-1.15%,-0.71%
"JETS","NYSE",27.84,-0.64%,4888514,2798.27,1.75,-1.73%,-12.18%,2.17%,10.39%,-0.82%,7.32%,Industrials,-5.72,-15.10,-11.73,-20.92,-5.22%,-9.49%,-2.09%,0.76%
"IGV","CBOE",101.20,-0.62%,7367464,14081.93,0.52,-2.15%,-2.62%,10.50%,18.03%,-4.25%,-9.84%,Technology,-6.29,-11.94,51.12,32.35,-2.96%,2.56%,8.10%,0.35%
"KIE","NYSE",62.25,0.27%,1627897,1220.18,1.33,-2.15%,-2.15%,7.18%,12.36%,3.49%,6.89%,Financials,-0.63,33.09,14.43,-13.26,-1.96%,-2.45%,4.92%,-0.21%
"ITA","CBOE",218.32,-0.51%,865898,662.40,1.31,-2.26%,-13.33%,-2.91%,-8.53%,1.69%,9.76%,Industrials,-0.80,-2.08,-0.35,26.45,-6.87%,-8.57%,-4.97%,0.13%
"CNBS","NYSE",28.15,-3.62%,651,5.55,0.12,-2.41%,3.91%,-9.34%,19.46%,-0.78%,-1.61%,Cannabis Based Businesses,-3.50,-7.95,-23.43,-26.41,-0.29%,4.68%,6.54%,-3.46%
"SIL","NYSE",96.20,-3.91%,990587,1224.85,0.81,-2.52%,5.95%,29.54%,-6.24%,15.18%,50.88%,Materials,-0.73,-2.38,-9.24,7.07,-0.92%,12.35%,6.78%,-0.62%
"XRT","NYSE",83.63,-0.79%,4849137,4322.26,1.12,-3.18%,-6.69%,-1.60%,2.31%,-1.95%,-3.25%,Consumer Discretionary,-27.49,45.26,-1.71,7.11,-3.93%,-5.27%,-2.67%,-0.11%
"INDA","CBOE",48.11,-1.15%,3913833,5504.52,0.71,-3.72%,-3.95%,1.71%,-2.35%,-10.99%,-9.50%,,3.02,-2.87,-23.08,-22.48,-2.89%,-2.59%,-4.44%,-0.35%
"OIH","NYSE",420.22,-2.13%,272575,304.52,0.90,-3.75%,1.18%,-0.64%,9.14%,47.56%,61.58%,Energy,3.29,-9.52,3.31,22.19,-0.06%,5.68%,10.50%,-2.84%
"XHB","NYSE",96.91,-2.34%,2945674,2335.57,1.26,-4.21%,-12.14%,-6.35%,-5.96%,-5.88%,-16.28%,Consumer Discretionary,-9.93,-9.42,-16.73,-22.26,-7.16%,-9.23%,-9.39%,-1.04%
"KWEB","NYSE",24.44,-1.37%,11535933,19274.24,0.60,-4.90%,-12.99%,-7.56%,-19.84%,-28.22%,-38.61%,Technology,-2.67,-13.84,-16.72,-10.15,-6.52%,-8.61%,-19.00%,-0.24%
"XBI","NYSE",156.82,-1.61%,9671915,8821.11,1.10,-5.17%,-0.79%,21.71%,24.09%,28.61%,67.01%,Healthcare,2.81,14.12,7.91,17.08,-3.86%,-0.88%,15.27%,-0.49%
"IBUY","NYSE",67.63,-0.45%,24076,15.03,1.60,-6.03%,-8.06%,3.23%,4.67%,-9.14%,-10.06%,Consumer Discretionary,0.00,0.67,-9.01,-15.88,-6.54%,-5.91%,-2.67%,0.36%
"IHI","NYSE",50.90,-1.13%,2088671,2801.84,0.75,-6.47%,-9.07%,2.37%,-9.56%,-18.10%,-16.42%,Healthcare,2.14,4.71,-3.84,-10.94,-6.84%,-4.19%,-8.15%,-0.31%
"BOIL","NYSE",19.28,1.85%,5764426,4305.44,1.34,-9.14%,-5.72%,-30.90%,-51.73%,-57.90%,-67.38%,,10.12,73.40,-29.51,-16.80,-2.47%,-8.90%,-43.63%,3.10%
