"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IHI","NYSE",56.08,0.18%,2640634,2948.66,0.90,4.39%,13.94%,15.15%,-4.01%,-9.77%,-8.80%,Healthcare,1.77,0.49,-5.08,-13.42,6.52%,9.73%,-0.06%,0.94%
"XBI","NYSE",159.39,0.84%,6045309,8852.77,0.68,4.17%,2.53%,18.15%,27.17%,30.72%,83.38%,Healthcare,-2.41,4.81,2.96,16.17,4.42%,7.11%,21.76%,0.79%
"WISE","NASD",38.11,0.42%,4608,11.11,0.41,3.81%,4.64%,-2.70%,4.61%,-2.19%,-3.77%,Robotics & Automation,0.00,-2.88,-15.97,-4.24,8.37%,2.05%,-0.35%,-0.63%
"IPO","NYSE",56.33,2.47%,32127,39.06,0.82,3.36%,1.61%,15.48%,23.80%,23.40%,11.24%,,-6.50,-1.30,-5.39,-11.60,5.53%,1.70%,15.63%,-0.69%
"CIBR","NASD",100.39,0.47%,1097529,1612.13,0.68,2.89%,5.97%,34.14%,45.85%,40.50%,38.85%,Technology,1.04,4.03,4.58,11.92,7.62%,11.12%,32.68%,0.68%
"SMH","NASD",584.83,2.08%,7330163,11679.60,0.63,2.66%,-2.58%,4.20%,44.49%,62.39%,94.88%,Technology,2.15,7.63,14.47,21.77,4.15%,-1.44%,27.22%,-0.97%
"BOAT","NYSE",44.35,2.01%,28967,24.77,1.17,2.53%,6.06%,4.28%,20.94%,40.51%,42.08%,Industrials,6.98,-4.51,34.43,31.47,2.41%,6.31%,16.27%,1.60%
"TAN","NYSE",52.33,-0.70%,600805,1446.62,0.42,2.07%,-5.08%,-15.12%,-10.68%,6.54%,41.89%,Green Investing,-10.46,-8.44,34.99,53.96,0.96%,-7.54%,-5.06%,-3.04%
"COPX","NYSE",88.30,-0.33%,2019475,3485.24,0.58,1.82%,12.17%,-2.72%,0.08%,23.00%,89.93%,Materials,1.09,7.08,41.68,92.35,9.30%,9.39%,12.91%,-1.80%
"IGV","CBOE",103.08,-0.81%,15968647,17339.22,0.92,1.75%,10.09%,15.25%,20.69%,-2.47%,-5.91%,Technology,-5.67,-1.04,59.28,19.38,7.76%,9.96%,9.36%,0.01%
"ICLN","NASD",18.41,1.15%,5320311,6078.14,0.88,1.71%,-3.46%,-13.89%,-2.33%,12.05%,33.70%,Green Investing,-14.81,-9.82,2.54,9.70,2.05%,-5.62%,-1.60%,-1.42%
"BETZ","NYSE",19.13,-0.49%,3657,40.58,0.09,1.60%,-1.41%,4.81%,3.31%,-8.83%,-20.77%,Consumer Discretionary,-0.95,-1.32,-13.40,-26.29,-0.15%,-0.54%,-1.56%,-0.48%
"BOTZ","NASD",37.81,0.88%,408342,938.62,0.44,1.37%,5.38%,-7.15%,-1.43%,4.36%,11.60%,Robotics & Automation,1.95,3.03,9.19,12.97,6.24%,2.97%,2.34%,-0.79%
"IGPT","NYSE",92.97,2.47%,133677,220.78,0.61,0.87%,-3.53%,3.84%,48.28%,56.33%,82.37%,Robotics & Automation,-4.62,12.77,18.40,24.34,3.74%,-2.24%,26.84%,-0.12%
"KRE","NYSE",77.38,0.74%,8768761,14250.76,0.62,0.05%,3.17%,13.41%,6.53%,19.40%,25.74%,Financials,-6.77,-1.89,4.16,26.65,1.24%,3.95%,12.85%,0.60%
"ITA","CBOE",251.62,-0.11%,352347,749.48,0.47,-0.26%,6.95%,11.64%,7.89%,17.20%,26.93%,Industrials,0.72,-2.56,0.65,23.53,4.03%,5.38%,10.69%,-0.24%
"PAVE","CBOE",58.49,-0.36%,1072690,1893.79,0.57,-0.27%,3.14%,3.49%,5.85%,22.39%,25.49%,Infrastructure,-0.86,2.37,16.12,20.47,2.07%,1.85%,10.03%,-1.30%
"IAI","NYSE",189.42,0.77%,25669,102.63,0.25,-0.28%,-2.09%,6.27%,7.86%,5.60%,7.15%,Financials,-3.47,-13.93,-18.50,-10.59,0.67%,2.02%,6.25%,0.09%
"BLOK","NYSE",60.12,1.62%,76751,279.59,0.27,-0.58%,-1.86%,-6.09%,7.74%,5.68%,1.90%,Fintech,-3.30,-12.22,-7.56,-10.87,-0.10%,-3.38%,0.08%,-0.84%
"INDA","CBOE",49.95,-0.28%,3565355,6361.40,0.56,-0.72%,2.50%,5.11%,-7.05%,-7.59%,-4.79%,,-4.81,-4.62,-24.19,-27.71,1.17%,1.90%,-1.73%,-0.28%
"MAGS","CBOE",67.71,-1.07%,3311007,4426.42,0.75,-1.04%,0.40%,-2.04%,6.50%,2.65%,11.79%,Technology,8.70,-6.74,5.44,51.12,1.88%,2.62%,3.86%,-1.35%
"IBUY","NYSE",73.00,-0.76%,2961,15.19,0.19,-1.11%,3.05%,14.32%,7.08%,-1.93%,0.71%,Consumer Discretionary,12.95,0.61,-8.38,-14.84,1.36%,4.30%,4.98%,-0.91%
"KIE","NYSE",63.51,-0.17%,792769,1303.83,0.61,-2.10%,0.05%,12.47%,9.75%,5.59%,10.15%,Financials,17.15,42.61,16.34,-20.45,-1.20%,2.96%,8.10%,0.24%
"XHB","NYSE",108.35,-1.77%,1720009,2687.10,0.64,-2.28%,0.18%,8.38%,-9.97%,5.24%,-2.74%,Consumer Discretionary,-20.08,-8.38,-11.43,-6.85,0.41%,-0.17%,1.30%,-2.26%
"XRT","NYSE",88.78,-0.95%,3715439,5201.09,0.71,-2.89%,1.14%,10.01%,1.50%,4.09%,6.67%,Consumer Discretionary,44.00,114.81,28.81,64.39,-1.20%,1.06%,4.06%,-0.67%
"KWEB","NYSE",27.54,-1.96%,39494699,23985.21,1.65,-3.50%,5.19%,-5.52%,-19.73%,-19.12%,-24.17%,Technology,0.00,-14.10,-13.07,-2.33,-0.64%,3.66%,-12.54%,-0.61%
"JETS","NYSE",31.62,-0.25%,1487724,3103.38,0.48,-5.70%,2.50%,20.37%,2.40%,12.65%,25.33%,Industrials,-0.79,-4.70,-5.68,-14.59,0.60%,1.72%,13.05%,-1.00%
"EWZ","NYSE",33.86,-0.35%,24997924,22982.27,1.09,-6.23%,-6.02%,-11.45%,-11.64%,6.58%,19.67%,,-1.26,-14.32,26.94,42.78,-5.09%,-3.36%,-4.94%,-0.21%
