"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"COPX","NYSE",95.54,-0.81%,3248327,3173.08,1.02,8.22%,24.86%,10.98%,0.50%,33.08%,95.66%,Materials,-1.35,0.69,35.45,76.72,9.05%,16.89%,19.90%,-0.87%
"URA","NYSE",48.05,-0.19%,5960893,3395.98,1.76,6.75%,23.36%,-4.21%,-12.94%,12.45%,18.79%,Materials,1.12,0.57,15.65,39.51,8.75%,11.41%,-0.94%,-0.93%
"RING","NASD",90.35,-3.03%,449597,742.90,0.61,6.17%,41.59%,21.10%,-5.29%,22.69%,71.74%,Materials,-10.19,-16.36,-22.08,-14.58,14.97%,27.76%,17.68%,-1.17%
"BOIL","NYSE",20.31,2.94%,5517875,4148.14,1.33,5.84%,4.31%,-23.42%,-38.90%,-55.66%,-62.42%,,11.20,6.77,-32.99,-32.84,3.16%,-10.55%,-44.56%,1.60%
"BLOK","NYSE",63.44,-1.64%,131759,264.60,0.50,5.14%,6.71%,-4.31%,14.95%,11.51%,6.03%,Fintech,-3.32,-15.95,-7.97,-10.19,4.18%,2.74%,6.31%,-0.70%
"SIL","NYSE",100.63,-2.11%,937449,1325.40,0.71,4.97%,36.00%,13.39%,-11.16%,20.49%,80.63%,Materials,-0.13,-3.64,-8.11,10.61,12.73%,22.75%,13.67%,-0.04%
"EWZ","NYSE",35.72,-0.45%,22043701,20803.64,1.06,4.26%,-0.92%,-1.08%,-9.78%,12.43%,25.27%,,-9.80,-19.81,12.96,25.73,1.83%,1.92%,-0.19%,-0.72%
"COAL","NYSE",26.83,-0.54%,27831,43.86,0.63,3.24%,17.54%,0.94%,5.84%,17.62%,30.99%,Energy,0.00,-16.13,110.61,146.91,8.19%,12.23%,7.96%,-0.63%
"ARKK","CBOE",85.78,-0.68%,3006158,6148.50,0.49,2.96%,18.40%,10.04%,16.64%,11.52%,12.47%,Innovation / Patent Based,-3.32,-8.85,-12.12,-18.82,7.12%,8.96%,11.81%,0.36%
"IAI","NYSE",194.96,-0.92%,43073,94.75,0.45,2.51%,3.24%,9.75%,12.47%,8.69%,11.01%,Financials,-0.00,-6.30,-17.83,-12.07,2.48%,3.78%,8.83%,-0.39%
"CNBS","NYSE",28.33,-1.11%,4672,5.77,0.81,1.46%,16.95%,3.67%,15.62%,-0.15%,-14.96%,Cannabis Based Businesses,0.00,-4.69,-20.93,-24.05,6.36%,6.17%,8.41%,-1.49%
"KIE","NYSE",64.12,0.42%,604234,1224.50,0.49,1.46%,-3.51%,13.89%,12.10%,6.60%,8.86%,Financials,-3.86,24.86,1.56,-30.20,0.15%,1.67%,8.49%,0.47%
"BETZ","NYSE",19.57,-1.60%,7851,39.38,0.20,0.69%,-0.45%,5.01%,7.55%,-6.70%,-21.70%,Consumer Discretionary,0.00,1.39,-13.05,-24.38,1.42%,1.71%,1.24%,-0.64%
"INDA","CBOE",49.75,-0.96%,5161281,5814.77,0.89,0.42%,0.75%,2.47%,-5.67%,-7.96%,-5.33%,,-0.97,-4.32,-23.84,-24.90,-0.30%,0.72%,-1.68%,-0.28%
"IGPT","NYSE",91.76,0.53%,36922,211.00,0.17,0.42%,9.02%,-5.95%,41.15%,54.30%,81.45%,Robotics & Automation,0.36,11.87,21.22,26.37,0.10%,-2.59%,22.48%,0.57%
"IPO","NYSE",54.22,0.02%,12013,37.81,0.32,-0.09%,5.51%,0.72%,20.20%,18.77%,10.18%,,-5.18,-3.05,-7.13,-15.78,-0.77%,-1.96%,10.56%,0.72%
"MAGS","CBOE",67.57,-0.06%,1896548,4369.41,0.43,-0.13%,6.51%,-3.92%,6.80%,2.44%,12.06%,Technology,6.30,-8.80,0.54,40.29,-0.16%,2.13%,3.65%,-0.22%
"IGV","CBOE",102.39,0.53%,7106058,15842.82,0.45,-0.41%,11.56%,10.04%,26.64%,-3.12%,-3.92%,Technology,-1.92,-11.17,55.89,31.14,0.79%,7.53%,9.29%,2.58%
"JETS","NYSE",29.76,-1.10%,2711503,2800.97,0.97,-0.50%,-6.59%,2.34%,2.94%,6.02%,13.41%,Industrials,9.17,-12.33,-7.25,-16.71,-4.82%,-5.37%,5.36%,-1.91%
"KRE","NYSE",74.58,0.34%,5014457,13713.93,0.37,-0.56%,-2.88%,7.19%,6.74%,15.07%,14.33%,Financials,-2.23,-1.55,-4.72,3.75,-2.21%,-1.13%,7.56%,-0.03%
"IBUY","NYSE",73.84,-0.85%,1660,14.76,0.11,-0.56%,1.42%,10.51%,14.56%,-0.80%,0.47%,Consumer Discretionary,16.37,0.61,-8.30,-14.70,0.60%,3.46%,6.22%,-0.71%
"XRT","NYSE",88.23,0.39%,2930741,4730.05,0.62,-0.68%,-3.59%,5.09%,1.78%,3.45%,4.34%,Consumer Discretionary,-34.64,-45.64,-30.71,-8.39,-1.22%,-0.28%,3.06%,-0.03%
"XBI","NYSE",168.39,-0.42%,8926086,9003.67,0.99,-0.68%,12.42%,25.24%,31.27%,38.10%,87.31%,Healthcare,6.94,11.78,9.59,18.91,6.16%,8.45%,26.08%,0.18%
"ICLN","NASD",17.68,0.17%,6019496,5923.11,1.02,-0.84%,2.79%,-23.63%,-7.39%,7.61%,22.86%,Green Investing,-4.50,-5.40,13.92,21.76,-1.53%,-5.77%,-5.64%,0.17%
"SMH","NASD",555.77,-0.01%,3615530,11175.67,0.32,-0.92%,4.94%,-6.67%,30.41%,54.32%,87.29%,Technology,3.77,4.32,13.20,20.55,-1.94%,-4.99%,18.22%,0.23%
"XOP","NYSE",184.46,0.95%,3419859,3405.76,1.00,-1.00%,10.87%,12.92%,24.31%,46.10%,42.40%,Energy,2.87,2.89,41.94,38.00,3.19%,9.36%,17.93%,1.97%
"PAVE","CBOE",56.21,1.04%,1270207,1828.27,0.69,-1.00%,-1.56%,-0.90%,2.07%,17.62%,20.00%,Infrastructure,-0.29,2.51,17.58,21.02,-2.22%,-2.10%,4.87%,0.97%
"WISE","NASD",35.97,-0.01%,2175,10.01,0.22,-1.57%,9.95%,-11.92%,1.68%,-7.68%,-8.33%,Robotics & Automation,0.00,5.47,-16.72,-4.47,-2.08%,-1.41%,-4.81%,0.69%
"BOAT","NYSE",47.95,-3.64%,79946,29.14,2.74,-1.60%,10.69%,16.52%,17.12%,51.92%,51.01%,Industrials,11.61,3.26,35.83,33.29,4.03%,11.26%,23.03%,-1.30%
"CIBR","NASD",93.66,1.30%,1193920,1635.87,0.73,-1.97%,4.91%,14.16%,49.35%,31.08%,29.67%,Technology,2.88,5.20,7.09,11.05,-2.77%,1.74%,22.22%,2.34%
"XHB","NYSE",106.00,-0.36%,840556,2513.43,0.33,-2.06%,-3.32%,2.60%,-7.11%,2.95%,-7.77%,Consumer Discretionary,-17.96,-11.71,-17.68,-17.11,-1.55%,-2.66%,-0.96%,-0.32%
"BOTZ","NASD",35.63,-0.61%,394276,870.02,0.45,-2.06%,4.86%,-11.08%,-10.16%,-1.66%,5.41%,Robotics & Automation,2.31,2.93,9.95,13.68,-2.73%,-1.96%,-3.41%,-0.42%
"IHI","NYSE",55.39,-0.57%,1638769,2866.24,0.57,-2.21%,5.12%,12.65%,-7.17%,-10.88%,-10.96%,Healthcare,4.64,0.51,-3.74,-10.49,0.62%,5.83%,-0.81%,0.18%
"OIH","NYSE",404.88,-0.20%,199030,314.18,0.63,-3.30%,9.03%,-4.85%,1.72%,42.18%,62.52%,Energy,-9.28,-16.48,-2.09,12.58,0.11%,4.06%,8.49%,0.86%
"TAN","NYSE",48.78,-0.14%,526191,1326.58,0.40,-3.35%,-0.65%,-30.82%,-17.75%,-0.69%,16.67%,Green Investing,-13.89,-20.37,33.69,55.42,-4.04%,-9.02%,-11.59%,0.35%
