"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"OIH","NYSE",436.58,2.27%,355817,312.71,1.14,7.83%,11.33%,1.24%,13.92%,53.31%,71.39%,Energy,-4.63,-14.87,-0.92,17.28,5.27%,11.27%,15.91%,2.86%
"EWZ","NYSE",38.09,4.16%,40081875,21050.89,1.90,6.63%,5.54%,9.96%,1.60%,19.89%,31.79%,,-9.62,-18.93,12.66,25.84,8.55%,7.99%,6.16%,2.83%
"XOP","NYSE",193.16,0.23%,1783337,3315.56,0.54,4.72%,12.33%,12.87%,20.15%,52.99%,43.54%,Energy,-0.14,3.23,39.63,40.00,5.62%,12.26%,22.36%,0.97%
"BOIL","NYSE",21.22,3.11%,3998524,4146.69,0.96,4.48%,10.01%,-26.73%,-37.77%,-53.67%,-64.70%,,9.32,52.14,-30.81,-26.02,7.07%,-3.40%,-40.09%,2.81%
"COAL","NYSE",28.00,0.83%,59339,41.16,1.44,4.36%,22.32%,0.81%,6.87%,22.75%,39.31%,Energy,0.00,-12.37,103.78,136.38,7.69%,15.55%,12.13%,0.36%
"BOAT","NYSE",49.18,1.09%,17646,28.89,0.61,2.57%,11.88%,21.40%,16.46%,55.82%,56.03%,Industrials,11.78,9.20,36.45,33.86,3.92%,12.20%,24.87%,0.94%
"CNBS","NYSE",28.85,1.46%,1242,5.74,0.22,1.83%,12.22%,3.46%,21.76%,1.68%,-8.16%,Cannabis Based Businesses,-1.76,-6.40,-22.45,-25.52,4.72%,7.80%,10.16%,1.48%
"MAGS","CBOE",68.76,0.78%,1963022,4358.63,0.45,1.76%,-0.29%,0.50%,10.49%,4.25%,16.33%,Technology,8.65,-5.32,0.34,34.18,1.02%,3.31%,5.38%,0.70%
"IGV","CBOE",103.42,-2.60%,12179786,14932.09,0.82,1.01%,1.39%,3.21%,20.75%,-2.15%,-3.59%,Technology,-0.23,-15.96,64.57,36.61,-0.68%,6.48%,10.44%,-1.75%
"INDA","CBOE",49.97,0.79%,4975807,5670.99,0.88,0.44%,-1.11%,5.51%,-0.60%,-7.55%,-4.55%,,2.96,-2.81,-22.74,-22.48,0.36%,1.12%,-1.02%,-0.10%
"CIBR","NASD",93.54,-2.77%,2575203,1605.51,1.60,-0.13%,-4.49%,2.04%,44.66%,30.92%,29.32%,Technology,3.36,4.85,6.96,10.39,-3.80%,0.14%,21.20%,-2.27%
"KRE","NYSE",74.24,2.23%,14630055,13535.86,1.08,-0.46%,-4.62%,9.37%,9.99%,14.55%,14.07%,Financials,-0.42,2.83,-4.50,-7.22,-1.68%,-1.80%,6.58%,1.71%
"IGPT","NYSE",91.34,0.69%,96999,199.30,0.49,-0.46%,-2.77%,-10.96%,45.40%,53.59%,81.25%,Robotics & Automation,3.62,8.74,21.42,26.62,-0.92%,-1.85%,20.61%,0.86%
"KIE","NYSE",63.62,0.87%,1083681,1208.55,0.90,-0.78%,-1.70%,17.29%,9.33%,5.77%,8.66%,Financials,-4.89,18.35,2.06,-31.50,-0.20%,0.11%,7.44%,0.52%
"SMH","NASD",550.48,0.96%,5071588,10899.62,0.47,-0.95%,-4.38%,-13.70%,37.93%,52.86%,92.15%,Technology,-1.95,3.93,14.18,21.50,-2.94%,-4.54%,15.84%,0.96%
"BOTZ","NASD",35.19,0.11%,564116,828.12,0.68,-1.23%,-5.12%,-12.61%,-5.22%,-2.87%,5.68%,Robotics & Automation,0.91,2.32,10.05,13.83,-3.62%,-2.60%,-4.58%,0.66%
"IHI","NYSE",54.42,0.24%,2219468,2818.94,0.79,-1.75%,0.57%,12.14%,-7.46%,-12.44%,-11.77%,Healthcare,1.62,3.86,-3.79,-10.93,-1.69%,2.85%,-2.22%,0.15%
"ICLN","NASD",17.37,0.75%,5940515,6027.25,0.99,-1.75%,-5.80%,-24.77%,-3.98%,5.72%,22.67%,Green Investing,-2.05,-11.83,12.33,20.26,-2.57%,-5.66%,-7.28%,0.99%
"XBI","NYSE",165.37,1.21%,8632182,9066.32,0.95,-1.79%,8.88%,27.37%,30.81%,35.63%,78.05%,Healthcare,7.45,14.01,9.51,20.23,1.97%,4.97%,22.61%,0.56%
"SIL","NYSE",98.69,4.67%,869648,1314.14,0.66,-1.93%,25.58%,12.80%,-8.17%,18.16%,65.06%,Materials,0.05,-3.32,-9.00,10.11,4.41%,18.29%,10.52%,1.94%
"BETZ","NYSE",19.17,0.68%,10680,38.63,0.28,-2.06%,-0.47%,1.96%,3.01%,-8.63%,-22.29%,Consumer Discretionary,0.00,1.44,-13.50,-25.12,-1.01%,-0.37%,-0.65%,0.68%
"XRT","NYSE",86.38,0.54%,2568829,4462.80,0.58,-2.10%,-6.46%,3.61%,0.51%,1.28%,2.42%,Consumer Discretionary,-23.33,-36.29,-23.90,-33.45,-1.99%,-2.43%,0.73%,0.27%
"IAI","NYSE",190.82,-0.30%,60229,86.26,0.70,-2.12%,0.96%,6.58%,10.12%,6.38%,10.97%,Financials,-0.00,-6.98,-18.23,-12.85,-0.43%,1.22%,6.26%,-0.38%
"KWEB","NYSE",25.70,0.04%,8282231,20201.65,0.41,-2.21%,-11.04%,-5.58%,-14.30%,-24.52%,-32.76%,Technology,-1.46,-15.46,-15.36,-8.69,-4.55%,-3.50%,-15.68%,-0.08%
"IBUY","NYSE",71.97,0.88%,21872,14.38,1.52,-2.54%,-3.33%,8.53%,9.48%,-3.31%,-0.80%,Consumer Discretionary,17.22,0.64,-8.63,-15.26,-1.83%,0.19%,3.56%,0.82%
"ARKK","CBOE",83.39,0.37%,3738702,5879.94,0.64,-2.79%,8.64%,6.69%,11.29%,8.41%,12.07%,Innovation / Patent Based,-4.37,-15.26,-14.59,-20.86,0.77%,5.09%,8.55%,0.48%
"BLOK","NYSE",61.51,1.50%,162688,249.10,0.65,-3.04%,-1.03%,-6.96%,11.13%,8.12%,3.26%,Fintech,-1.38,-14.95,-8.15,-10.49,0.32%,0.23%,3.16%,1.92%
"UFO","NASD",43.14,0.91%,233430,819.75,0.28,-3.08%,-9.31%,-25.29%,-7.11%,11.62%,27.82%,Space Exploration & Technology,-5.02,-41.03,967.27,,-6.46%,-6.27%,-7.09%,0.44%
"TAN","NYSE",47.27,0.87%,604971,1200.98,0.50,-3.10%,-11.43%,-32.75%,-13.85%,-3.77%,15.35%,Green Investing,-19.52,-32.77,18.27,38.62,-5.62%,-9.85%,-14.22%,0.90%
"PAVE","CBOE",54.28,0.67%,1766779,1836.16,0.96,-3.43%,-7.34%,-5.25%,0.00%,13.58%,17.69%,Infrastructure,1.28,2.88,18.74,22.35,-4.50%,-4.87%,0.94%,0.37%
"WISE","NASD",34.70,-0.57%,2571,9.34,0.28,-3.53%,-7.52%,-19.78%,-0.51%,-10.94%,-11.50%,Robotics & Automation,0.00,5.63,-17.10,-22.62,-5.72%,-3.91%,-7.74%,-0.39%
"IPO","NYSE",52.30,0.71%,9610,34.68,0.28,-3.54%,-6.10%,-8.00%,20.08%,14.57%,7.33%,,-5.39,-6.79,-7.41,-18.78,-4.20%,-4.58%,6.27%,0.60%
"XHB","NYSE",101.17,0.61%,1425237,2407.81,0.59,-4.56%,-7.70%,-2.62%,-9.08%,-1.74%,-10.47%,Consumer Discretionary,0.04,-15.96,-17.53,-23.65,-5.09%,-6.54%,-5.42%,0.11%
"JETS","NYSE",28.33,1.58%,3028301,2757.93,1.10,-4.81%,-15.18%,1.80%,3.70%,0.93%,7.84%,Industrials,8.47,-11.91,-7.77,-16.82,-6.51%,-9.29%,-0.00%,0.46%
"RING","NASD",85.52,2.89%,2755965,760.15,3.63,-5.35%,27.83%,15.79%,-6.10%,16.13%,54.06%,Materials,-6.95,-16.26,-23.51,-16.48,2.35%,18.35%,10.62%,0.75%
"ITA","CBOE",223.37,-0.93%,795906,688.93,1.16,-5.50%,-10.88%,-0.68%,-9.56%,4.04%,12.53%,Industrials,1.67,-0.71,0.50,25.03,-7.53%,-7.07%,-2.56%,-1.33%
"COPX","NYSE",89.90,0.74%,3659801,3180.11,1.15,-5.90%,7.04%,-0.39%,1.97%,25.23%,79.26%,Materials,-2.69,-0.79,36.98,81.95,-0.48%,9.01%,11.75%,-0.38%
"URA","NYSE",44.32,0.86%,5294117,3427.32,1.54,-7.76%,4.31%,-12.05%,-16.01%,3.72%,9.11%,Materials,1.31,0.95,17.05,43.84,-2.21%,3.12%,-8.54%,0.73%
