"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RING","NASD",91.00,0.72%,768229,733.75,1.05,3.74%,43.44%,19.99%,-6.70%,23.57%,73.27%,Materials,-10.47,-16.78,-22.61,-14.96,13.96%,28.11%,18.30%,1.16%
"IAI","NYSE",195.35,0.20%,118677,89.21,1.33,3.44%,5.96%,8.78%,10.59%,8.91%,11.90%,Financials,-0.00,-7.98,-17.96,-11.69,2.45%,3.91%,8.98%,0.14%
"XBI","NYSE",168.23,-0.10%,4511124,9050.83,0.50,2.97%,13.74%,23.71%,31.77%,37.97%,86.32%,Healthcare,9.13,14.66,11.59,19.37,5.51%,7.89%,25.68%,0.28%
"MAGS","CBOE",68.60,1.52%,2785005,4363.91,0.64,2.56%,9.65%,-3.20%,10.17%,4.00%,13.69%,Technology,9.50,-7.41,1.08,40.83,1.01%,3.62%,5.20%,0.88%
"IPO","NYSE",55.02,1.48%,10126,37.44,0.27,1.95%,10.49%,-1.32%,21.38%,20.53%,11.86%,,-5.18,-3.05,-7.13,-14.59,0.44%,-0.42%,12.10%,0.35%
"SMH","NASD",573.00,3.10%,6484575,11079.71,0.59,1.84%,13.64%,-4.47%,39.07%,59.11%,92.50%,Technology,-0.45,5.66,14.24,21.69,0.80%,-1.90%,21.59%,0.64%
"IGPT","NYSE",93.24,1.61%,204044,206.78,0.99,1.66%,14.59%,-6.26%,45.10%,56.78%,83.43%,Robotics & Automation,0.36,11.10,21.08,26.18,1.33%,-0.88%,24.17%,-0.49%
"WISE","NASD",36.73,2.10%,2879,9.91,0.29,1.23%,15.33%,-14.36%,4.36%,-5.74%,-6.80%,Robotics & Automation,0.00,5.48,-16.74,-6.91,-0.45%,0.85%,-2.73%,0.35%
"BOAT","NYSE",48.96,2.11%,35929,29.79,1.21,1.16%,12.81%,21.43%,18.03%,55.12%,54.36%,Industrials,12.02,3.36,37.35,34.68,5.70%,13.24%,25.36%,1.89%
"ICLN","NASD",17.83,0.85%,6679802,5953.23,1.12,1.13%,5.69%,-23.80%,-4.50%,8.52%,24.34%,Green Investing,-4.24,-6.45,14.02,21.92,-0.74%,-4.66%,-4.85%,-0.22%
"CNBS","NYSE",27.96,-1.28%,4404,5.79,0.76,1.04%,17.15%,-5.33%,15.90%,-1.44%,-16.27%,Cannabis Based Businesses,0.00,-4.73,-21.07,-24.21,4.42%,4.83%,6.96%,-1.26%
"BOTZ","NASD",36.14,1.43%,627637,859.03,0.73,0.92%,7.30%,-10.28%,-8.51%,-0.25%,6.92%,Robotics & Automation,2.32,2.68,9.98,13.73,-1.50%,-0.46%,-2.03%,0.22%
"KIE","NYSE",63.65,-0.73%,997657,1214.02,0.82,0.71%,-3.16%,14.38%,9.67%,5.82%,7.77%,Financials,-5.34,20.07,-0.02,-31.20,-0.53%,0.77%,7.65%,-0.16%
"JETS","NYSE",29.35,-1.38%,2282121,2792.27,0.82,0.31%,-5.23%,0.72%,-0.94%,4.56%,12.32%,Industrials,10.22,-13.52,-7.31,-16.83,-5.78%,-6.60%,3.84%,-1.11%
"BETZ","NYSE",19.55,-0.15%,5971,39.39,0.15,0.29%,-0.34%,4.69%,5.14%,-6.84%,-22.59%,Consumer Discretionary,0.00,1.40,-13.18,-24.60,1.18%,1.59%,1.12%,-0.38%
"PAVE","CBOE",56.06,-0.27%,1261429,1821.94,0.69,0.04%,1.95%,-0.69%,1.32%,17.30%,19.63%,Infrastructure,-0.25,2.52,17.40,20.81,-2.47%,-2.28%,4.51%,-0.37%
"TAN","NYSE",49.74,1.97%,371517,1307.09,0.28,0.02%,4.32%,-30.85%,-13.62%,1.26%,21.44%,Green Investing,-16.67,-23.50,29.38,50.42,-2.14%,-6.85%,-9.84%,-0.30%
"INDA","CBOE",49.53,-0.44%,3844127,5814.62,0.66,-0.04%,0.73%,1.73%,-5.80%,-8.36%,-5.98%,,0.50,-4.30,-23.76,-24.54,-0.72%,0.27%,-2.08%,-0.10%
"XRT","NYSE",86.59,-1.86%,3088539,4683.09,0.66,-0.16%,-5.26%,1.14%,-1.23%,1.52%,0.58%,Consumer Discretionary,-29.26,-43.68,-29.71,-36.52,-2.84%,-2.12%,1.11%,-0.76%
"OIH","NYSE",414.95,2.49%,371637,313.72,1.18,-0.27%,12.78%,-1.36%,4.92%,45.71%,63.68%,Energy,-8.64,-17.40,-3.15,12.25,2.11%,6.60%,10.99%,2.71%
"KRE","NYSE",74.35,-0.31%,10751179,13559.77,0.79,-0.48%,-2.40%,6.90%,5.63%,14.72%,13.08%,Financials,-7.01,-4.25,-4.88,0.80,-2.41%,-1.48%,7.12%,0.55%
"IBUY","NYSE",73.35,-0.67%,3103,14.59,0.21,-0.58%,1.85%,8.75%,10.73%,-1.46%,0.01%,Consumer Discretionary,16.53,0.61,-8.36,-14.81,-0.18%,2.63%,5.50%,-0.43%
"XHB","NYSE",104.52,-1.40%,1275358,2481.20,0.51,-1.04%,-0.15%,1.70%,-9.36%,1.52%,-9.02%,Consumer Discretionary,-9.88,-11.60,-16.77,-19.31,-2.92%,-3.92%,-2.34%,-0.99%
"XOP","NYSE",185.47,0.55%,1727548,3403.46,0.51,-1.06%,7.81%,12.43%,23.82%,46.90%,41.15%,Energy,1.77,0.68,38.41,34.61,3.45%,9.59%,18.36%,0.67%
"ITA","CBOE",234.26,-0.90%,674240,715.53,0.94,-1.39%,-0.85%,-0.56%,-3.53%,9.12%,17.58%,Industrials,2.08,-1.47,1.05,25.56,-4.57%,-2.89%,2.36%,-0.91%
"IHI","NYSE",54.62,-1.39%,4193742,2857.46,1.47,-1.50%,2.48%,10.68%,-9.45%,-12.12%,-12.03%,Healthcare,4.63,2.59,-2.57,-9.49,-0.94%,4.18%,-2.14%,-0.69%
"UFO","NASD",44.84,0.74%,154018,993.64,0.16,-1.86%,4.62%,-33.87%,-0.27%,16.02%,33.23%,Space Exploration & Technology,-5.87,-24.71,671.02,1828.95,-3.81%,-3.61%,-3.06%,0.38%
"KWEB","NYSE",26.10,-0.68%,10068779,20669.45,0.49,-2.21%,-6.12%,-2.10%,-17.04%,-23.35%,-30.34%,Technology,-0.23,-15.03,-14.05,-6.10,-5.03%,-1.75%,-15.12%,-0.46%
