"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IGPT","NYSE",104.13,1.15%,283007,179.64,1.58,12.16%,13.34%,3.61%,69.98%,75.10%,89.29%,Robotics & Automation,2.75,7.77,22.24,26.06,9.97%,12.64%,33.00%,1.58%
"SMH","NASD",607.46,1.92%,6534756,9769.26,0.67,12.05%,8.39%,-2.35%,55.22%,68.68%,88.55%,Technology,2.18,3.34,12.73,14.61,7.97%,7.53%,24.04%,2.67%
"BLOK","NYSE",67.12,0.49%,249846,187.03,1.34,10.06%,6.62%,2.80%,26.86%,17.98%,-0.01%,Fintech,-1.06,-7.61,-8.98,-20.95,5.50%,8.68%,11.97%,0.93%
"ARKK","CBOE",91.61,0.98%,4934500,5086.50,0.97,9.73%,6.26%,19.47%,29.17%,19.10%,8.17%,Innovation / Patent Based,36.35,25.84,21.22,6.19,6.79%,13.21%,18.30%,0.67%
"IPO","NYSE",54.65,1.41%,25193,23.84,1.06,6.94%,0.53%,-4.29%,25.66%,19.72%,3.82%,,-1.78,-12.90,-7.16,-20.45,3.03%,1.95%,9.84%,1.24%
"WISE","NASD",36.24,0.76%,3540,6.75,0.52,6.68%,-1.61%,-4.92%,9.75%,-6.99%,-20.67%,Robotics & Automation,0.00,-9.35,-16.76,-7.22,2.77%,1.97%,-2.75%,0.17%
"COPX","NYSE",89.98,2.85%,2095725,2998.54,0.70,6.37%,-4.87%,13.21%,22.34%,25.34%,66.05%,Materials,-6.57,-8.12,31.45,72.08,-0.53%,4.81%,9.44%,1.71%
"CNBS","NYSE",30.29,6.16%,7743,5.19,1.49,6.21%,6.06%,14.93%,27.90%,6.77%,12.57%,Cannabis Based Businesses,-3.57,-6.61,-23.81,-26.83,5.62%,11.71%,13.40%,5.87%
"BOIL","NYSE",21.64,11.15%,9195234,4511.33,2.04,5.97%,13.72%,-19.85%,-33.13%,-52.75%,-58.32%,,-10.71,83.76,-37.82,-31.45,7.81%,6.45%,-32.72%,9.96%
"XBI","NYSE",161.87,2.30%,7616939,8794.03,0.87,5.09%,-2.33%,10.09%,33.01%,32.76%,66.36%,Healthcare,-5.21,1.36,3.38,12.92,0.45%,2.66%,17.72%,1.73%
"SIL","NYSE",97.41,3.89%,606693,1142.21,0.53,5.07%,-2.15%,24.04%,17.74%,16.63%,41.44%,Materials,-4.07,-4.15,-11.72,4.55,0.07%,10.18%,7.12%,4.19%
"URA","NYSE",43.74,1.77%,1908367,3177.74,0.60,4.72%,-5.06%,-4.04%,-9.16%,2.36%,-13.21%,Materials,0.31,1.56,17.95,40.53,-2.25%,1.23%,-9.71%,0.68%
"JETS","NYSE",29.12,0.38%,4365820,3021.47,1.44,4.45%,-1.52%,-6.61%,16.81%,3.74%,13.22%,Industrials,-0.10,-6.89,-7.61,-14.86,2.00%,-3.24%,2.08%,-1.79%
"MAGS","CBOE",72.57,-0.55%,6733984,4257.59,1.58,4.27%,7.86%,14.94%,22.42%,10.02%,10.66%,Technology,9.54,27.56,10.62,40.64,4.27%,6.80%,10.67%,-0.32%
"BOTZ","NASD",36.01,0.53%,672100,746.95,0.90,3.98%,-0.08%,-1.72%,5.17%,-0.61%,0.14%,Robotics & Automation,-0.32,2.70,9.56,13.59,1.67%,0.84%,-2.49%,0.33%
"RING","NASD",85.84,3.35%,308197,773.65,0.40,3.90%,-5.51%,28.41%,18.84%,16.57%,35.44%,Materials,5.78,-9.42,-20.90,-14.15,-0.29%,10.85%,9.37%,3.55%
"KWEB","NYSE",25.37,0.75%,16171462,18734.52,0.86,3.64%,-4.84%,3.59%,-10.79%,-25.49%,-38.78%,Technology,-3.39,-9.02,-17.56,-15.52,0.22%,-4.50%,-14.47%,-0.45%
"UFO","NASD",44.24,0.16%,165796,475.87,0.35,3.15%,-3.66%,-8.08%,-5.06%,14.46%,23.78%,Space Exploration & Technology,-3.28,-30.50,703.43,2778.97,1.44%,-1.29%,-6.14%,-0.05%
"TAN","NYSE",46.50,-0.45%,587694,1004.06,0.59,3.13%,-5.72%,-20.59%,-15.44%,-5.33%,5.95%,Green Investing,-21.49,-32.98,11.45,29.55,-1.66%,-6.86%,-15.53%,0.11%
"ICLN","NASD",17.83,0.20%,5882430,6284.46,0.94,2.24%,1.36%,-13.74%,-1.93%,8.52%,16.08%,Green Investing,-3.62,-17.72,8.94,16.39,0.95%,-0.40%,-5.21%,0.34%
"XHB","NYSE",99.41,2.53%,1302495,2171.69,0.60,1.69%,-6.66%,-8.12%,0.01%,-3.45%,-10.55%,Consumer Discretionary,15.85,5.20,-2.24,-15.63,-1.06%,-5.22%,-6.71%,0.65%
"CIBR","NASD",102.57,-0.50%,1744551,1600.44,1.09,1.56%,8.14%,21.81%,57.81%,43.56%,33.39%,Technology,3.33,7.59,8.77,9.65,5.16%,7.33%,30.17%,-1.05%
"INDA","CBOE",48.29,-0.43%,5063940,5202.44,0.97,1.47%,-2.72%,-1.59%,1.39%,-10.66%,-9.74%,,-4.40,-8.66,-27.74,-27.17,-1.34%,-1.87%,-3.62%,-0.10%
"PAVE","CBOE",53.57,0.92%,1374045,1757.85,0.78,1.38%,-5.00%,-7.33%,6.71%,12.09%,13.83%,Infrastructure,2.51,2.72,21.34,25.39,-1.12%,-4.38%,-1.15%,0.26%
"EWZ","NYSE",38.26,0.50%,23966774,20977.92,1.14,1.27%,9.13%,12.04%,3.83%,20.43%,24.68%,,0.02,-12.69,13.16,25.77,2.36%,5.86%,5.65%,1.84%
"IGV","CBOE",106.75,-0.35%,8075836,13067.63,0.62,1.14%,3.27%,22.25%,26.42%,1.00%,-9.37%,Technology,-5.51,-13.77,42.92,25.78,1.50%,6.13%,13.95%,-1.42%
"IHI","NYSE",52.30,0.67%,1427818,2843.64,0.50,1.00%,-6.89%,6.47%,-4.04%,-15.85%,-13.57%,Healthcare,10.04,11.09,3.61,-5.19,-1.36%,-1.65%,-4.81%,-0.02%
"XRT","NYSE",83.67,1.34%,3530861,4075.35,0.87,0.54%,-4.61%,-2.46%,4.77%,-1.90%,-3.47%,Consumer Discretionary,15.86,-26.52,-24.25,-28.87,-1.75%,-4.54%,-2.63%,0.07%
"ITA","CBOE",214.00,-0.99%,1190079,686.20,1.73,0.00%,-9.83%,-9.30%,-4.19%,-0.32%,4.75%,Industrials,-2.38,-1.20,-1.44,7.83,-3.84%,-8.71%,-7.07%,-1.69%
"IBUY","NYSE",68.36,0.43%,18191,15.47,1.18,-0.31%,-7.42%,1.05%,9.83%,-8.16%,-12.18%,Consumer Discretionary,2.84,3.53,-6.41,-13.47,-2.75%,-4.44%,-1.37%,-1.07%
"BOAT","NYSE",51.90,-2.54%,262600,42.59,6.17,-0.82%,4.45%,24.34%,29.20%,64.43%,59.87%,Industrials,36.14,47.18,76.06,69.65,2.09%,10.38%,27.64%,-1.14%
"IAI","NYSE",183.44,-1.96%,91698,76.11,1.20,-0.97%,-5.70%,-1.11%,10.73%,2.27%,3.69%,Financials,3.44,-1.46,-15.77,-13.53,-3.75%,-3.43%,1.53%,-2.15%
"COAL","NYSE",25.35,1.50%,42202,39.27,1.07,-2.87%,-4.88%,7.42%,-6.11%,11.14%,16.49%,Energy,4.29,-6.10,139.79,141.37,-5.79%,0.53%,0.22%,1.14%
"KIE","NYSE",60.69,-1.14%,1654854,1206.40,1.37,-3.85%,-4.29%,1.79%,10.85%,0.90%,3.21%,Financials,-18.84,28.30,-4.63,-28.19,-3.58%,-4.55%,2.10%,-1.51%
"KRE","NYSE",71.19,-1.11%,16193773,12699.78,1.28,-3.86%,-4.90%,-2.64%,11.57%,9.84%,10.99%,Financials,-5.23,-12.57,-12.26,-3.72,-3.35%,-5.38%,1.10%,-1.74%
"OIH","NYSE",395.06,-0.40%,168098,282.67,0.59,-4.00%,-4.88%,2.74%,-0.95%,38.73%,55.03%,Energy,7.80,-6.53,7.84,26.42,-4.77%,-1.95%,2.66%,0.70%
"BETZ","NYSE",18.23,0.43%,5910,24.87,0.24,-5.71%,-7.25%,-3.00%,-0.84%,-13.13%,-26.09%,Consumer Discretionary,0.00,-0.53,-14.19,-26.22,-4.93%,-5.22%,-5.04%,0.64%
"XOP","NYSE",181.61,-1.70%,3844531,3072.18,1.25,-9.06%,-4.18%,17.14%,3.85%,43.84%,39.50%,Energy,10.91,6.19,50.52,50.86,-4.69%,0.18%,12.28%,-0.09%
