"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"EWZ","NYSE",38.61,1.98%,44610235,21296.21,2.09,7.16%,9.25%,14.60%,4.07%,21.53%,30.97%,,-9.12,-17.07,12.43,25.02,8.75%,8.73%,7.37%,-0.21%
"ICLN","NASD",18.31,3.04%,11173679,6105.78,1.83,5.84%,0.05%,-12.81%,1.95%,11.44%,25.67%,Green Investing,0.94,-21.43,4.55,11.76,2.93%,0.16%,-2.35%,1.38%
"BLOK","NYSE",65.53,0.46%,90651,237.08,0.38,4.83%,9.42%,3.85%,23.29%,15.19%,9.67%,Fintech,-0.77,-14.05,-7.62,-9.83,5.37%,6.54%,9.72%,0.63%
"URA","NYSE",47.50,3.13%,4664264,3360.95,1.39,4.37%,5.77%,3.44%,-6.99%,11.16%,14.38%,Materials,0.41,0.82,16.23,41.58,4.03%,10.16%,-2.05%,1.28%
"IGPT","NYSE",96.03,0.86%,345437,192.65,1.79,4.35%,5.03%,0.94%,55.24%,61.48%,84.96%,Robotics & Automation,2.88,8.32,20.27,24.82,3.55%,3.58%,25.87%,-0.35%
"BOAT","NYSE",50.58,-0.53%,45140,30.68,1.47,3.95%,13.94%,23.34%,22.71%,60.25%,53.29%,Industrials,6.30,8.89,34.91,32.45,4.71%,13.81%,27.55%,-1.10%
"CNBS","NYSE",29.57,1.53%,11088,5.85,1.89,3.63%,15.41%,-10.36%,23.86%,4.21%,1.72%,Cannabis Based Businesses,-1.70,-6.19,-21.83,-24.86,5.36%,9.96%,12.32%,0.84%
"TAN","NYSE",49.13,2.27%,726966,1174.79,0.62,3.28%,-6.86%,-22.73%,-9.19%,0.02%,13.39%,Green Investing,-17.47,-33.74,15.22,34.43,-0.82%,-5.29%,-10.83%,1.49%
"SMH","NASD",573.73,1.19%,8008778,10766.48,0.74,3.07%,-1.54%,-4.08%,45.48%,59.31%,93.49%,Technology,-1.31,5.58,13.42,19.31,1.43%,0.09%,19.88%,-0.86%
"XOP","NYSE",193.91,1.68%,2306548,3250.55,0.71,2.62%,16.53%,15.16%,19.83%,53.58%,50.68%,Energy,2.81,9.06,39.57,42.22,4.11%,11.21%,22.15%,0.04%
"COAL","NYSE",28.45,2.26%,97202,41.10,2.36,1.93%,17.54%,6.32%,9.42%,24.73%,39.56%,Energy,0.00,-12.32,102.72,120.73,7.26%,16.07%,13.54%,0.60%
"IPO","NYSE",54.19,-0.43%,9425,33.36,0.28,1.74%,-2.31%,0.05%,24.91%,18.70%,6.39%,,-4.85,-9.37,-8.35,-20.11,-0.52%,-0.86%,9.75%,-0.79%
"UFO","NASD",44.34,1.46%,192081,755.17,0.25,1.65%,-7.87%,-19.16%,-1.97%,14.72%,27.34%,Space Exploration & Technology,-2.35,-40.13,781.65,4141.92,-2.69%,-3.38%,-4.85%,0.98%
"COPX","NYSE",94.38,4.10%,4476485,3152.16,1.42,1.64%,7.21%,16.10%,14.76%,31.47%,83.55%,Materials,-3.95,-3.67,35.52,79.56,3.75%,13.13%,16.62%,0.55%
"KRE","NYSE",74.31,-1.28%,9560794,13336.07,0.72,1.02%,-2.49%,5.61%,14.76%,14.66%,13.42%,Financials,-2.87,2.29,-0.49,-6.26,-1.31%,-1.72%,6.34%,-0.92%
"ARKK","CBOE",86.08,-0.16%,3752339,5846.65,0.64,0.60%,8.37%,13.44%,15.87%,11.91%,13.07%,Innovation / Patent Based,-2.77,-14.45,-12.93,-19.48,2.55%,7.72%,11.82%,-0.08%
"SIL","NYSE",98.50,-0.80%,714541,1287.12,0.56,0.56%,11.30%,23.77%,-3.86%,17.94%,56.62%,Materials,-0.29,-3.48,-8.90,7.97,2.20%,16.17%,9.72%,-0.41%
"MAGS","CBOE",69.07,-0.53%,3260256,4264.40,0.76,0.48%,-0.10%,3.82%,11.91%,4.71%,12.73%,Technology,3.14,11.59,3.21,37.24,1.31%,3.04%,5.73%,-0.39%
"PAVE","CBOE",54.81,-0.63%,1130236,1885.35,0.60,0.20%,-6.61%,-3.01%,5.00%,14.69%,17.62%,Infrastructure,2.98,4.99,20.66,24.18,-2.65%,-3.51%,1.69%,-0.45%
"RING","NASD",86.40,-1.14%,230812,819.24,0.28,-0.14%,10.74%,26.09%,-1.78%,17.33%,49.84%,Materials,-6.83,-16.18,-23.16,-16.62,1.33%,17.36%,11.27%,-0.58%
"OIH","NYSE",428.57,0.24%,211457,310.32,0.68,-0.14%,10.38%,-0.29%,13.04%,50.50%,67.88%,Energy,0.14,-15.45,0.16,21.24,2.18%,8.35%,13.13%,-1.21%
