"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BETZ","NYSE",19.31,-0.32%,2891,38.45,0.08,-0.21%,1.29%,1.93%,5.04%,-7.98%,-22.25%,Consumer Discretionary,0.00,1.42,-13.34,-24.86,-0.63%,0.09%,0.11%,-0.07%
"XBI","NYSE",161.93,-1.15%,8499809,8882.44,0.96,-0.35%,2.90%,26.08%,27.38%,32.81%,71.48%,Healthcare,6.13,12.97,8.81,17.50,-0.77%,2.35%,19.41%,0.72%
"XRT","NYSE",85.70,-2.16%,4487936,4400.24,1.02,-0.46%,-5.64%,2.33%,3.43%,0.48%,-1.99%,Consumer Discretionary,-29.92,12.61,-7.87,3.15,-2.14%,-3.10%,-0.19%,-1.84%
"IAI","NYSE",193.29,-1.61%,44714,77.94,0.57,-0.61%,2.68%,7.38%,14.68%,7.76%,11.21%,Financials,0.69,-5.64,-17.28,-13.80,0.23%,1.96%,7.41%,-1.27%
"BOTZ","NASD",35.61,-0.95%,796964,819.93,0.97,-0.78%,-5.32%,-7.07%,-1.33%,-1.71%,4.40%,Robotics & Automation,0.37,1.83,9.89,13.63,-1.86%,-1.33%,-3.49%,-0.70%
"JETS","NYSE",28.27,-1.84%,3666560,2796.39,1.31,-0.81%,-13.12%,2.06%,9.70%,0.71%,8.19%,Industrials,-1.05,-15.31,-11.44,-19.90,-4.96%,-8.71%,-0.43%,-0.84%
"KIE","NYSE",62.52,-2.16%,1145433,1209.50,0.95,-1.00%,-3.16%,10.79%,10.87%,3.94%,5.88%,Financials,-3.27,26.75,8.35,-24.00,-1.75%,-1.97%,5.44%,-1.39%
"INDA","CBOE",49.09,-1.64%,7715320,5638.13,1.37,-1.23%,-2.53%,3.98%,-1.78%,-9.18%,-7.18%,,2.96,-2.81,-22.74,-22.48,-1.24%,-0.68%,-2.62%,-0.55%
"BOIL","NYSE",20.03,-1.77%,5860983,4176.93,1.40,-1.67%,4.76%,-26.41%,-45.57%,-56.27%,-67.23%,,-2.33,68.16,-30.83,-20.45,0.57%,-6.74%,-42.29%,-2.24%
"KWEB","NYSE",25.36,-2.65%,13703434,19492.04,0.70,-1.74%,-11.51%,-2.91%,-16.96%,-25.52%,-35.04%,Technology,-2.53,-15.68,-16.18,-9.78,-4.18%,-5.14%,-16.28%,-0.70%
"XHB","NYSE",100.75,-2.42%,1211217,2404.24,0.50,-2.00%,-9.07%,-2.46%,-4.23%,-2.15%,-15.75%,Consumer Discretionary,-7.53,-9.36,-13.06,-17.51,-4.52%,-6.25%,-5.82%,-2.13%
"ITA","CBOE",223.53,-0.92%,470982,670.30,0.70,-2.11%,-10.86%,-1.64%,-7.63%,4.12%,13.09%,Industrials,-0.52,-2.03,-0.17,25.05,-5.97%,-6.73%,-2.62%,-0.82%
"WISE","NASD",35.54,0.30%,5785,7.12,0.81,-2.14%,-6.77%,-12.84%,1.87%,-8.80%,-11.16%,Robotics & Automation,0.00,-10.59,-16.97,-7.32,-2.60%,-1.36%,-5.35%,0.10%
"IBUY","NYSE",69.45,-3.10%,24238,14.41,1.68,-4.00%,-6.88%,5.64%,5.66%,-6.70%,-8.07%,Consumer Discretionary,3.06,0.63,-8.60,-15.20,-4.75%,-3.47%,-0.07%,-0.98%
"IHI","NYSE",51.74,-3.52%,3194711,2816.74,1.13,-5.88%,-4.85%,3.77%,-9.77%,-16.75%,-17.26%,Healthcare,1.63,2.74,-3.69,-10.92,-6.14%,-2.52%,-6.81%,-2.56%
"CIBR","NASD",94.01,-0.61%,1148397,1577.65,0.73,-6.13%,-3.92%,9.15%,41.84%,31.57%,25.83%,Technology,3.15,6.02,7.58,11.10,-2.77%,-0.03%,21.32%,0.22%
"IGV","CBOE",102.66,-1.83%,12832830,14428.36,0.89,-6.66%,-0.03%,7.33%,17.04%,-2.87%,-6.69%,Technology,-4.91,-16.50,54.43,28.84,-1.75%,4.52%,9.65%,-1.05%
