"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RING","NASD",93.17,2.12%,514457,746.56,0.69,19.91%,43.23%,20.86%,-2.18%,26.52%,81.19%,Materials,-13.00,-17.52,-23.21,-15.54,20.62%,32.38%,21.59%,3.50%
"SIL","NYSE",102.80,2.42%,1102391,1328.85,0.83,17.45%,35.66%,12.56%,-7.97%,23.08%,86.98%,Materials,0.33,-3.13,-7.72,11.54,16.97%,25.82%,16.37%,4.45%
"COPX","NYSE",96.32,1.89%,3032129,3175.21,0.95,12.56%,23.65%,10.07%,3.16%,34.17%,99.75%,Materials,-1.27,0.79,36.06,78.27,11.17%,18.01%,21.15%,2.54%
"URA","NYSE",48.14,5.36%,4232981,3382.72,1.25,10.36%,19.39%,-5.35%,-12.39%,12.66%,21.90%,Materials,1.18,0.60,16.51,42.17,10.27%,11.62%,-0.75%,3.28%
"ARKK","CBOE",86.37,2.92%,5276467,6162.79,0.86,9.12%,19.08%,11.83%,19.84%,12.29%,14.16%,Innovation / Patent Based,-1.45,-8.72,-12.03,-19.33,8.89%,9.88%,12.61%,2.52%
"BLOK","NYSE",64.50,3.46%,241052,264.97,0.91,8.93%,6.73%,-0.89%,19.64%,13.38%,9.47%,Fintech,-3.72,-16.89,-8.50,-10.79,6.56%,4.35%,8.07%,3.13%
"COAL","NYSE",26.98,0.82%,20122,44.24,0.45,7.60%,15.87%,3.35%,5.37%,18.26%,33.04%,Energy,0.00,-21.36,111.64,148.51,9.66%,12.97%,8.63%,1.41%
"CNBS","NYSE",28.64,0.96%,1665,5.84,0.29,7.52%,15.20%,4.90%,17.05%,0.96%,-11.28%,Cannabis Based Businesses,0.00,-4.72,-21.05,-24.18,8.46%,7.32%,9.71%,0.56%
"EWZ","NYSE",35.88,2.02%,36122719,20525.59,1.76,6.47%,0.03%,-1.67%,-9.10%,12.94%,25.27%,,-9.95,-20.71,13.21,26.29,2.32%,2.44%,0.31%,1.64%
"XBI","NYSE",169.10,3.00%,9884135,8989.74,1.10,5.61%,12.29%,26.81%,30.92%,38.69%,90.45%,Healthcare,2.73,7.08,6.57,15.42,7.30%,9.36%,26.89%,1.76%
