"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IGPT","NYSE",102.95,5.26%,254887,178.44,1.43,10.70%,12.24%,-4.77%,70.22%,73.11%,88.29%,Robotics & Automation,2.89,9.12,23.57,27.68,9.55%,11.60%,31.87%,2.59%
"SMH","NASD",596.03,4.02%,9759356,9767.42,1.00,10.07%,5.93%,-10.90%,54.92%,65.50%,88.79%,Technology,8.92,-0.90,20.28,25.44,6.51%,5.59%,22.01%,2.43%
"ARKK","CBOE",90.72,2.82%,6103034,5070.14,1.20,7.08%,8.95%,15.67%,31.19%,17.94%,6.78%,Innovation / Patent Based,18.01,5.28,3.83,-11.46,6.23%,12.48%,17.23%,0.74%
"BLOK","NYSE",66.79,2.98%,322301,184.88,1.74,5.51%,7.93%,0.44%,29.82%,17.40%,0.39%,Fintech,-2.16,-7.79,-9.20,-18.75,5.38%,8.36%,11.46%,0.01%
"WISE","NASD",35.97,3.37%,3657,6.80,0.54,4.70%,-0.87%,-9.04%,11.11%,-7.69%,-19.95%,Robotics & Automation,0.00,-9.59,-17.16,-7.41,2.04%,1.22%,-3.56%,2.12%
"IPO","NYSE",53.89,2.55%,16335,23.96,0.68,4.14%,-0.15%,-8.57%,26.71%,18.05%,1.37%,,-2.61,-7.11,-8.03,-21.38,1.70%,0.49%,8.40%,1.30%
"MAGS","CBOE",72.97,3.56%,10145218,4162.81,2.44,4.09%,9.09%,13.98%,25.01%,10.63%,12.07%,Technology,7.45,23.60,9.14,40.14,5.25%,7.57%,11.33%,2.66%
"BOTZ","NASD",35.82,2.02%,776474,746.41,1.04,3.05%,0.03%,-6.55%,6.61%,-1.13%,2.34%,Robotics & Automation,-0.33,2.74,9.68,13.77,1.24%,0.32%,-3.00%,0.90%
"CIBR","NASD",103.09,3.22%,2091678,1592.60,1.31,3.04%,10.32%,23.34%,61.00%,44.28%,34.04%,Technology,3.05,2.77,8.66,11.96,6.20%,8.11%,31.06%,3.05%
"JETS","NYSE",29.01,2.80%,4604778,2995.23,1.54,2.95%,-0.85%,-6.36%,20.42%,3.35%,12.44%,Industrials,-9.09,-15.41,-16.09,-25.09,1.51%,-3.74%,1.73%,1.26%
"UFO","NASD",44.17,2.22%,242702,479.56,0.51,2.82%,-3.33%,-9.34%,-2.62%,14.28%,26.49%,Space Exploration & Technology,-2.37,-32.38,870.27,8120.17,1.23%,-1.50%,-6.18%,1.59%
"COPX","NYSE",87.49,0.24%,2089619,3012.16,0.69,2.18%,-2.71%,3.06%,26.65%,21.87%,63.41%,Materials,-6.91,-8.51,31.26,72.64,-3.53%,2.29%,6.56%,-0.51%
"URA","NYSE",42.98,3.19%,3733485,3168.83,1.18,1.87%,-1.96%,-8.16%,-7.45%,0.59%,-13.05%,Materials,0.15,1.35,18.21,42.38,-4.16%,-0.39%,-11.31%,0.33%
"KWEB","NYSE",25.18,1.41%,15984881,18774.97,0.85,1.82%,-5.66%,0.52%,-10.80%,-26.05%,-39.65%,Technology,-3.66,-10.42,-17.70,-15.64,-0.71%,-5.28%,-15.28%,0.32%
"BOAT","NYSE",53.25,0.08%,76741,42.04,1.83,1.68%,10.02%,27.70%,34.40%,68.71%,62.10%,Industrials,20.96,30.82,56.62,50.90,4.92%,13.80%,31.27%,-1.22%
"ICLN","NASD",17.80,1.34%,6805662,6276.16,1.08,1.34%,0.94%,-17.73%,-1.47%,8.31%,17.30%,Green Investing,-3.83,-18.47,8.08,15.51,0.87%,-0.69%,-5.36%,0.82%
"TAN","NYSE",46.71,2.30%,776960,1007.64,0.77,1.06%,-6.07%,-23.56%,-15.30%,-4.91%,8.20%,Green Investing,-21.83,-34.11,11.71,30.33,-1.41%,-6.69%,-15.16%,0.67%
"EWZ","NYSE",38.07,1.47%,26152102,20890.42,1.25,0.93%,11.51%,11.09%,8.59%,19.83%,23.50%,,0.02,-12.86,13.38,26.26,2.27%,5.50%,5.19%,0.36%
"SIL","NYSE",93.76,-1.51%,550069,1151.59,0.48,0.53%,-3.80%,12.87%,18.40%,12.26%,40.95%,Materials,-3.79,-3.87,-11.36,4.99,-3.82%,6.61%,3.22%,-1.81%
"IGV","CBOE",107.13,2.66%,8653607,13135.72,0.66,0.46%,5.12%,22.70%,29.09%,1.36%,-8.58%,Technology,-0.97,-11.08,56.42,34.50,2.07%,6.81%,14.35%,2.01%
"XBI","NYSE",158.23,0.96%,7782421,8809.08,0.88,0.40%,-3.15%,8.48%,31.52%,29.77%,65.51%,Healthcare,-3.23,2.84,3.37,12.66,-1.88%,0.43%,15.24%,-0.16%
"IHI","NYSE",51.95,0.35%,1764966,2860.77,0.62,0.17%,-6.31%,7.47%,-4.57%,-16.41%,-13.89%,Healthcare,9.41,10.09,2.77,-6.33,-2.35%,-2.28%,-5.54%,0.46%
"RING","NASD",83.06,-1.22%,506464,777.78,0.65,0.17%,-5.31%,18.61%,19.55%,12.79%,34.42%,Materials,4.46,-10.29,-21.50,-14.90,-3.82%,7.89%,5.94%,-1.31%
"INDA","CBOE",48.50,1.00%,3261607,5233.31,0.62,0.14%,-2.12%,-2.84%,4.10%,-10.27%,-10.09%,,-1.49,-6.03,-26.20,-25.60,-1.02%,-1.46%,-3.25%,0.39%
"PAVE","CBOE",53.08,0.23%,1050153,1769.08,0.59,0.11%,-5.28%,-10.40%,8.28%,11.07%,13.37%,Infrastructure,2.48,3.20,21.41,25.03,-2.24%,-5.34%,-2.01%,-0.45%
"ITA","CBOE",216.14,1.08%,657930,686.63,0.96,-0.29%,-9.02%,-8.22%,-2.88%,0.68%,6.26%,Industrials,-2.49,-1.39,-1.55,8.71,-3.30%,-7.96%,-6.12%,0.50%
"CNBS","NYSE",28.53,0.95%,2071,5.24,0.40,-0.56%,3.10%,4.55%,28.61%,0.57%,3.15%,Cannabis Based Businesses,-3.60,-8.17,-23.96,-26.99,-0.18%,5.45%,6.97%,-1.13%
"IAI","NYSE",187.10,1.24%,38893,76.70,0.51,-0.94%,-0.93%,0.21%,14.34%,4.31%,5.92%,Financials,3.49,-3.40,-15.94,-14.15,-2.12%,-1.56%,3.57%,-0.06%
"XHB","NYSE",96.96,0.59%,1713283,2177.71,0.79,-1.33%,-8.20%,-11.15%,0.72%,-5.83%,-14.21%,Consumer Discretionary,15.69,8.26,-4.48,-16.54,-3.83%,-7.69%,-9.06%,0.18%
"OIH","NYSE",396.63,-0.52%,257792,283.01,0.91,-1.35%,-4.67%,1.99%,2.50%,39.28%,55.83%,Energy,9.87,-4.67,9.91,27.72,-4.55%,-1.50%,3.19%,-0.07%
"IBUY","NYSE",68.07,0.71%,8233,15.58,0.53,-2.04%,-7.74%,0.80%,11.54%,-8.55%,-13.29%,Consumer Discretionary,2.87,3.56,-6.47,-13.58,-3.57%,-4.91%,-1.83%,-0.13%
"BOIL","NYSE",19.47,-2.75%,4841926,4505.69,1.07,-2.16%,2.74%,-31.35%,-46.36%,-57.49%,-64.92%,,-2.55,55.14,-34.24,-25.91,-2.50%,-4.25%,-40.00%,-0.66%
"KRE","NYSE",71.99,-1.04%,10517865,12730.36,0.83,-2.86%,-3.64%,0.00%,14.20%,11.08%,10.18%,Financials,-11.17,-13.09,-11.38,-1.17,-2.50%,-4.41%,2.28%,-0.83%
"KIE","NYSE",61.39,-0.90%,1232199,1205.49,1.02,-3.19%,-2.86%,5.39%,12.97%,2.06%,4.09%,Financials,-13.34,28.61,1.67,-21.77,-2.74%,-3.56%,3.29%,-0.84%
"XRT","NYSE",82.56,0.65%,2439478,4101.35,0.59,-3.46%,-4.81%,-3.45%,4.97%,-3.20%,-5.42%,Consumer Discretionary,4.96,-31.73,-22.56,5.36,-3.35%,-5.89%,-3.94%,0.26%
"XOP","NYSE",184.75,-3.07%,3207810,3068.37,1.05,-4.51%,-1.44%,19.27%,4.31%,46.33%,42.01%,Energy,7.12,1.76,45.01,49.81,-3.16%,2.10%,14.38%,-1.50%
"COAL","NYSE",24.98,-0.10%,30535,39.41,0.77,-5.25%,-3.56%,3.54%,-7.67%,9.49%,13.94%,Energy,4.27,-9.80,138.28,139.83,-7.43%,-0.77%,-1.21%,0.62%
"BETZ","NYSE",18.15,-0.40%,6829,25.15,0.27,-6.27%,-6.89%,-5.73%,2.15%,-13.50%,-25.54%,Consumer Discretionary,0.00,1.52,-14.09,-26.05,-5.74%,-5.76%,-5.54%,-0.35%
