"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KIE","NYSE",63.22,-1.60%,936591,1264.51,0.74,-1.02%,-1.48%,11.83%,10.04%,5.10%,9.26%,Financials,15.59,50.93,17.20,-18.53,-1.63%,1.61%,7.41%,-1.16%
"INDA","CBOE",49.58,-0.40%,2862874,6091.98,0.47,-1.12%,1.37%,3.31%,-6.26%,-8.27%,-5.94%,,-4.34,-4.34,-23.91,-25.57,0.10%,0.90%,-2.32%,-0.38%
"TAN","NYSE",50.92,-2.02%,1337532,1390.35,0.96,-1.81%,-5.53%,-21.61%,-12.09%,3.66%,27.81%,Green Investing,-8.91,-8.33,37.21,57.37,-1.24%,-8.16%,-7.70%,-2.23%
"JETS","NYSE",30.85,-2.25%,2550556,2993.10,0.85,-1.88%,1.28%,20.70%,5.07%,9.90%,20.23%,Industrials,1.41,-5.96,-6.93,-13.31,-2.16%,-1.39%,9.94%,-1.78%
"COPX","NYSE",87.34,1.91%,2297579,3279.62,0.70,-2.42%,19.07%,5.17%,-0.68%,21.66%,85.24%,Materials,0.83,2.14,43.71,97.44,5.71%,8.62%,11.15%,1.15%
"MAGS","CBOE",67.35,-1.33%,3482635,4426.64,0.79,-2.45%,0.66%,-3.57%,10.14%,2.11%,11.36%,Technology,4.45,-6.79,4.75,45.21,1.18%,2.15%,3.29%,-1.39%
"CIBR","NASD",97.79,-1.82%,2200771,1625.44,1.35,-2.79%,5.88%,23.71%,46.33%,36.86%,35.86%,Technology,2.00,4.63,5.39,9.50,3.52%,7.70%,28.68%,-1.55%
"IGV","CBOE",101.99,-2.01%,13158303,17197.55,0.77,-2.88%,9.90%,11.12%,23.22%,-3.50%,-6.53%,Technology,-4.69,-2.02,56.91,18.82,4.82%,8.62%,8.42%,-1.22%
"IBUY","NYSE",72.12,-1.93%,3505,14.76,0.24,-2.99%,1.34%,14.02%,12.48%,-3.11%,-1.93%,Consumer Discretionary,12.98,0.62,-8.40,-14.87,-0.16%,2.52%,3.78%,-1.61%
"XRT","NYSE",87.54,-1.59%,3615705,5051.44,0.72,-3.37%,-2.10%,10.68%,-0.34%,2.64%,4.75%,Consumer Discretionary,43.20,235.39,10.01,36.91,-2.41%,-0.69%,2.55%,-1.05%
"EWZ","NYSE",33.97,0.12%,14329157,21852.26,0.66,-3.47%,-3.58%,-6.24%,-10.75%,6.92%,20.87%,,-5.03,-18.21,21.13,36.23,-4.20%,-2.85%,-4.76%,-0.61%
"KWEB","NYSE",26.95,-0.22%,17516590,22877.55,0.77,-7.45%,0.52%,-4.33%,-17.81%,-20.85%,-27.50%,Technology,0.00,-17.80,-13.67,-2.45,-2.61%,1.58%,-13.83%,-0.33%
"BOIL","NYSE",18.68,-3.46%,4614543,4141.99,1.11,-9.80%,-16.64%,-31.73%,-50.76%,-59.21%,-69.97%,,2.61,2.20,-35.01,-29.68,-8.39%,-21.48%,-50.97%,-0.05%
