"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BOAT","NYSE",47.65,2.69%,63037,25.66,2.46,7.97%,15.11%,15.21%,26.03%,50.97%,54.62%,Industrials,6.58,-4.28,31.97,29.26,8.18%,13.28%,24.17%,0.93%
"IGPT","NYSE",96.79,0.68%,153862,219.44,0.70,6.97%,9.40%,10.35%,54.00%,62.75%,89.26%,Robotics & Automation,-4.23,10.82,18.65,23.76,6.75%,2.14%,31.10%,-0.27%
"SMH","NASD",594.07,1.06%,7655047,11424.94,0.67,4.33%,6.75%,6.78%,45.71%,64.96%,100.94%,Technology,0.98,7.99,13.47,20.13,4.98%,0.55%,28.26%,0.06%
"XOP","NYSE",183.35,1.58%,2288173,3470.52,0.66,4.22%,7.74%,5.29%,23.98%,45.22%,47.25%,Energy,5.07,3.02,38.86,32.51,5.35%,10.65%,18.80%,1.08%
"OIH","NYSE",426.60,1.25%,307349,330.57,0.93,3.71%,12.56%,-3.16%,11.87%,49.81%,80.26%,Energy,-9.69,-15.85,-1.02,13.08,8.41%,9.26%,15.70%,0.67%
"CNBS","NYSE",26.79,-0.64%,3096,9.76,0.32,3.65%,2.16%,4.08%,12.86%,-5.58%,-3.47%,Cannabis Based Businesses,0.00,-12.36,-22.03,-20.64,4.77%,-1.06%,2.76%,-0.90%
"BLOK","NYSE",61.08,0.58%,124145,271.02,0.46,3.39%,4.36%,-2.66%,13.09%,7.37%,3.72%,Fintech,-2.42,-12.61,-7.37,-9.73,1.20%,-1.27%,1.97%,0.13%
"IPO","NYSE",56.80,-0.35%,17595,38.70,0.45,3.03%,7.62%,15.82%,30.69%,24.42%,13.12%,,-4.63,-1.07,-5.04,-12.33,5.22%,2.56%,16.33%,-1.15%
"RING","NASD",80.28,2.32%,849742,689.90,1.23,2.42%,31.78%,5.60%,-10.13%,9.02%,61.72%,Materials,-14.05,-17.78,-22.46,-12.83,14.17%,18.11%,5.88%,1.26%
"BETZ","NYSE",19.46,-0.53%,4076,40.44,0.10,2.23%,1.49%,6.82%,12.90%,-7.22%,-20.00%,Consumer Discretionary,-0.93,1.40,-13.16,-25.90,1.54%,1.08%,0.40%,-0.54%
"URA","NYSE",45.25,0.71%,1996388,3449.77,0.58,1.96%,16.83%,-9.37%,-12.83%,5.90%,16.00%,Materials,1.18,-0.46,16.59,42.98,7.44%,5.13%,-7.16%,0.49%
"KRE","NYSE",77.39,-0.69%,11418748,13783.73,0.83,1.79%,0.91%,15.56%,8.57%,19.41%,25.65%,Financials,-4.07,13.52,4.63,16.53,1.09%,3.25%,12.46%,-0.27%
"ARKK","CBOE",81.75,0.80%,3859905,6357.07,0.61,1.63%,8.71%,9.15%,16.37%,6.28%,6.16%,Innovation / Patent Based,-4.22,-22.98,-11.40,-38.60,6.96%,5.42%,6.46%,0.96%
"COAL","NYSE",25.19,0.37%,22062,45.71,0.48,1.58%,9.71%,2.04%,-1.24%,10.45%,22.14%,Energy,0.00,-22.47,128.76,175.99,5.92%,5.43%,1.92%,0.05%
"IAI","NYSE",191.00,-0.09%,149458,91.01,1.64,1.47%,1.40%,7.50%,12.82%,6.48%,9.58%,Financials,0.01,-7.62,-18.35,-10.49,1.35%,2.55%,7.01%,0.18%
"UFO","NASD",48.46,-0.04%,355418,1156.07,0.31,1.21%,11.07%,-13.85%,11.30%,25.38%,57.95%,Space Exploration & Technology,-8.67,-5.54,401.85,672.09,5.69%,1.36%,5.62%,0.02%
"BOTZ","NASD",37.82,0.21%,454027,907.58,0.50,1.07%,9.94%,-5.99%,-1.36%,4.39%,10.97%,Robotics & Automation,2.09,2.85,9.28,13.02,4.91%,3.42%,2.38%,-0.21%
"XBI","NYSE",159.53,1.35%,6343303,8879.38,0.71,0.95%,3.42%,22.07%,29.85%,30.84%,75.93%,Healthcare,1.10,7.38,5.80,16.37,3.95%,6.02%,21.21%,1.72%
"PAVE","CBOE",58.73,0.24%,925919,1865.66,0.50,0.74%,4.32%,5.99%,6.55%,22.89%,27.62%,Infrastructure,-0.88,1.90,16.17,19.74,1.88%,2.13%,10.17%,0.24%
"SIL","NYSE",90.72,1.31%,929934,1308.09,0.71,0.49%,26.46%,-0.96%,-10.74%,8.62%,67.97%,Materials,-0.06,-3.86,-8.77,14.45,11.48%,14.16%,3.83%,0.69%
"ICLN","NASD",18.11,-0.55%,4463357,5967.12,0.75,0.17%,-1.42%,-16.89%,-1.68%,10.23%,28.44%,Green Investing,-9.64,-8.09,8.88,16.79,0.44%,-5.68%,-3.32%,-1.36%
"ITA","CBOE",251.20,-0.80%,404355,740.39,0.55,0.03%,8.87%,15.62%,6.95%,17.01%,28.77%,Industrials,1.52,-2.10,0.82,23.28,2.52%,4.59%,10.26%,-0.75%
"XHB","NYSE",108.19,-0.76%,1069794,2661.05,0.40,-0.05%,-0.06%,12.32%,-10.85%,5.08%,-4.54%,Consumer Discretionary,-14.62,-6.59,-12.20,-8.55,0.18%,-0.57%,1.15%,-0.39%
"IHI","NYSE",55.08,-1.22%,2005826,2928.54,0.68,-0.67%,9.05%,13.66%,-5.02%,-11.38%,-11.02%,Healthcare,3.07,-1.40,-5.13,-13.14,3.28%,6.92%,-1.67%,-0.43%
"WISE","NASD",37.45,-1.65%,4679,11.19,0.42,-0.77%,10.55%,-2.66%,6.34%,-3.89%,-6.41%,Robotics & Automation,0.00,-2.88,-15.96,-4.24,4.73%,1.23%,-1.74%,-1.54%
