"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BOIL","NYSE",22.66,-7.28%,7452990,4962.89,1.50,13.19%,11.57%,-20.94%,-31.12%,-50.52%,-59.27%,,-30.29,18.68,-50.19,-52.12,10.60%,11.26%,-27.62%,1.43%
"SMH","NASD",606.56,1.01%,4586239,9446.28,0.49,5.86%,9.14%,-0.83%,59.27%,68.43%,88.92%,Technology,1.58,6.91,13.82,19.06,6.63%,7.19%,22.96%,0.16%
"IGPT","NYSE",103.47,0.44%,64142,181.34,0.35,5.79%,12.76%,4.68%,78.49%,73.99%,93.22%,Robotics & Automation,5.71,10.33,25.07,28.97,7.41%,11.24%,31.04%,-0.23%
"CNBS","NYSE",29.52,-0.45%,1863,5.19,0.36,4.44%,4.21%,6.90%,34.95%,4.05%,12.07%,Cannabis Based Businesses,-3.45,-3.45,-23.14,-26.10,2.03%,8.04%,10.07%,-0.81%
"MAGS","CBOE",72.64,0.18%,2693584,4306.24,0.63,3.09%,7.50%,17.92%,27.37%,10.13%,13.32%,Technology,21.02,41.84,21.63,42.14,3.38%,6.51%,10.65%,0.17%
"ARKK","CBOE",90.77,-1.01%,3981049,4989.13,0.80,2.88%,5.82%,16.18%,34.69%,18.01%,11.20%,Innovation / Patent Based,25.81,19.23,11.48,0.76,5.03%,11.17%,17.02%,-1.36%
"WISE","NASD",35.75,-0.05%,1571,6.63,0.24,2.74%,-0.62%,-3.41%,10.78%,-8.26%,-20.33%,Robotics & Automation,0.00,-9.36,-16.79,-9.93,1.58%,0.53%,-3.80%,-0.40%
"JETS","NYSE",28.98,1.83%,4094926,3132.22,1.31,2.69%,-2.62%,-12.92%,15.87%,3.24%,17.04%,Industrials,9.51,0.71,1.12,-5.02,2.13%,-3.21%,1.52%,0.94%
"IPO","NYSE",53.71,-0.15%,5601,20.27,0.28,2.21%,-0.94%,-5.64%,27.82%,17.66%,8.09%,,0.02,-9.93,-7.17,-19.35,1.47%,0.28%,7.74%,-0.50%
"XHB","NYSE",98.32,1.57%,1800314,2090.73,0.86,2.00%,-7.25%,-14.98%,0.27%,-4.51%,-9.90%,Consumer Discretionary,20.56,3.35,-2.51,-10.76,-0.93%,-5.62%,-7.61%,1.15%
