"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IGV","CBOE",107.15,-0.88%,6401135,12688.20,0.50,1.30%,5.20%,26.42%,33.27%,1.38%,-7.00%,Technology,-3.53,-12.56,46.12,25.94,1.35%,5.95%,14.39%,-0.30%
"KWEB","NYSE",24.69,-0.64%,12669923,18534.39,0.68,1.19%,-6.51%,4.49%,-15.27%,-27.49%,-40.59%,Technology,-3.40,-7.68,-17.60,-16.05,-1.86%,-6.80%,-16.41%,-0.60%
"JETS","NYSE",28.46,0.74%,3872930,3130.49,1.24,1.03%,-5.42%,-13.71%,12.49%,1.39%,12.40%,Industrials,6.17,-1.21,-2.00,-7.97,0.24%,-5.09%,-0.28%,1.25%
"PAVE","CBOE",53.07,-0.60%,1390350,1756.29,0.79,0.30%,-4.60%,-11.54%,3.38%,11.05%,13.81%,Infrastructure,2.50,2.46,21.43,25.42,-1.55%,-5.03%,-2.16%,-0.15%
"BOTZ","NASD",35.22,-0.20%,411551,735.17,0.56,0.30%,-1.76%,-3.80%,2.44%,-2.79%,0.31%,Robotics & Automation,-0.43,2.14,9.65,13.60,-0.42%,-1.29%,-4.59%,0.17%
"XHB","NYSE",96.80,-0.30%,2052709,2145.50,0.96,-0.28%,-9.01%,-16.49%,-3.74%,-5.98%,-12.51%,Consumer Discretionary,24.27,12.43,-0.29,-3.24,-2.77%,-7.30%,-9.07%,-0.13%
"COPX","NYSE",86.25,-0.90%,1264155,2971.47,0.43,-0.42%,-10.45%,12.77%,14.03%,20.14%,54.18%,Materials,-6.24,-8.08,31.48,70.79,-3.66%,0.07%,4.66%,0.29%
"ITA","CBOE",212.76,-0.54%,675462,693.25,0.97,-0.52%,-9.19%,-10.37%,-5.80%,-0.90%,4.46%,Industrials,-2.76,-1.03,-1.46,7.17,-3.44%,-8.89%,-7.65%,-0.00%
"UFO","NASD",43.42,0.35%,255807,437.11,0.59,-0.55%,-2.62%,-4.70%,-9.39%,12.34%,22.48%,Space Exploration & Technology,-1.00,-27.03,826.58,6224.06,-0.16%,-2.93%,-8.03%,1.07%
"IHI","NYSE",51.34,-0.85%,1946841,2785.27,0.70,-0.70%,-7.84%,2.37%,-5.59%,-17.39%,-14.36%,Healthcare,9.67,12.68,4.32,-4.51,-2.43%,-3.61%,-6.35%,-0.77%
"IAI","NYSE",181.08,-0.96%,50234,76.37,0.66,-0.78%,-7.98%,1.87%,10.45%,0.95%,3.99%,Financials,3.53,-1.50,-16.09,-13.82,-4.29%,-4.41%,0.20%,-0.51%
"XRT","NYSE",82.10,0.00%,2878502,4047.68,0.71,-0.87%,-6.59%,-6.24%,2.55%,-3.74%,-5.79%,Consumer Discretionary,18.72,10.14,-10.72,-17.06,-2.92%,-6.06%,-4.42%,-0.12%
"INDA","CBOE",47.56,-1.02%,4474958,5157.09,0.87,-0.94%,-5.32%,-3.78%,0.30%,-12.01%,-9.82%,,-5.09,-9.33,-28.32,-27.75,-2.39%,-3.28%,-4.96%,-0.13%
"XBI","NYSE",156.05,0.55%,13767351,8693.99,1.58,-1.39%,-7.72%,2.94%,25.93%,27.98%,60.15%,Healthcare,3.90,7.80,11.15,20.60,-2.36%,-1.03%,13.22%,0.79%
"OIH","NYSE",394.20,-0.37%,153990,277.35,0.56,-1.60%,-2.83%,3.59%,-3.64%,38.43%,49.54%,Energy,9.15,-4.13,6.81,25.28,-4.74%,-2.27%,2.20%,-0.97%
"EWZ","NYSE",36.91,-1.23%,29969982,21320.03,1.41,-2.20%,2.87%,7.99%,-1.68%,16.18%,19.28%,,1.63,-12.19,14.08,27.33,-1.61%,1.99%,1.82%,-1.01%
"IBUY","NYSE",66.24,-0.20%,4440,15.48,0.29,-2.34%,-11.06%,-3.34%,5.90%,-11.02%,-13.47%,Consumer Discretionary,2.92,3.62,-6.57,-13.78,-4.71%,-7.14%,-4.33%,-0.14%
"KRE","NYSE",70.94,0.80%,16220595,12706.06,1.28,-2.47%,-4.56%,-5.12%,9.87%,9.46%,10.97%,Financials,-3.91,-14.18,-11.53,-19.28,-3.19%,-5.47%,0.66%,0.47%
"BOAT","NYSE",51.30,0.61%,33328,48.20,0.69,-3.99%,3.09%,27.04%,27.37%,62.53%,57.17%,Industrials,34.70,49.93,81.42,74.38,0.45%,8.25%,25.59%,0.33%
"SIL","NYSE",90.96,-1.37%,1153661,1132.58,1.02,-4.26%,-11.52%,17.99%,6.54%,8.91%,35.34%,Materials,-3.86,-4.20,-11.87,3.53,-5.57%,2.13%,-0.15%,-0.46%
"URA","NYSE",40.86,-2.69%,2286735,3141.66,0.73,-4.26%,-15.12%,-6.97%,-16.53%,-4.38%,-15.91%,Materials,-0.26,1.64,17.86,40.19,-7.30%,-5.45%,-15.53%,-1.90%
"ICLN","NASD",16.97,-2.58%,5618223,6366.69,0.88,-4.29%,-3.85%,-16.36%,-9.78%,3.29%,12.09%,Green Investing,-0.64,-14.66,12.38,19.88,-3.66%,-4.81%,-9.79%,-0.91%
"KIE","NYSE",59.67,-0.70%,1146844,1213.00,0.95,-4.41%,-6.55%,0.91%,9.29%,-0.80%,1.17%,Financials,-18.15,23.27,-5.80,-38.04,-4.58%,-5.98%,0.36%,-0.96%
"XOP","NYSE",184.05,0.77%,3526609,3114.03,1.13,-4.43%,0.72%,18.94%,1.34%,45.77%,36.05%,Energy,3.43,7.69,46.71,47.76,-3.40%,1.13%,13.46%,-0.04%
"RING","NASD",80.59,-1.60%,328988,767.22,0.43,-4.46%,-13.50%,23.97%,7.78%,9.44%,30.28%,Materials,6.22,-9.09,-20.76,-13.54,-5.23%,3.16%,2.52%,-0.84%
"COAL","NYSE",24.46,-0.85%,20173,39.65,0.51,-5.20%,-9.32%,5.34%,-12.49%,7.23%,10.43%,Energy,4.32,-6.15,142.54,144.17,-8.30%,-3.14%,-3.35%,-1.53%
"TAN","NYSE",43.47,-3.51%,947476,994.19,0.95,-6.23%,-11.01%,-24.88%,-23.72%,-11.50%,0.28%,Green Investing,-22.10,-32.65,11.92,30.96,-7.17%,-12.14%,-20.98%,-1.38%
"BETZ","NYSE",17.43,-1.64%,9759,12.98,0.75,-7.63%,-12.35%,-5.27%,-4.15%,-16.90%,-28.78%,Consumer Discretionary,-3.92,-20.38,-17.71,-29.35,-8.02%,-8.96%,-8.98%,-1.78%
