"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"INDA","CBOE",48.05,-0.50%,4514804,5183.12,0.87,1.24%,-2.63%,-3.18%,3.58%,-11.10%,-9.44%,,-4.46,-8.76,-28.01,-27.44,-1.61%,-2.33%,-4.04%,-0.61%
"PAVE","CBOE",53.39,-0.34%,2032085,1747.68,1.16,1.21%,-4.52%,-8.59%,4.75%,11.72%,13.64%,Infrastructure,2.50,2.50,21.17,25.10,-1.25%,-4.58%,-1.52%,0.13%
"TAN","NYSE",45.05,-3.12%,989611,999.01,0.99,0.96%,-6.77%,-22.54%,-18.73%,-8.29%,6.33%,Green Investing,-21.60,-32.01,11.54,29.80,-4.34%,-9.40%,-18.14%,-2.70%
"IAI","NYSE",182.83,-0.33%,48022,76.49,0.63,0.92%,-6.13%,0.79%,11.65%,1.93%,3.80%,Financials,3.51,-1.49,-16.04,-13.78,-3.72%,-3.64%,1.18%,0.19%
"UFO","NASD",43.27,-2.19%,158735,452.48,0.35,0.72%,-3.13%,-6.91%,-5.32%,11.95%,19.99%,Space Exploration & Technology,-3.27,-26.74,695.40,1385.76,-0.63%,-3.35%,-8.27%,-1.68%
"XBI","NYSE",155.20,-4.12%,13066480,8651.86,1.51,0.66%,-5.46%,3.67%,29.83%,27.29%,60.38%,Healthcare,-2.22,-0.26,6.04,14.37,-3.27%,-1.57%,12.73%,-4.16%
"ICLN","NASD",17.42,-2.30%,6064654,6327.24,0.96,0.58%,-0.06%,-14.94%,-4.86%,6.03%,14.68%,Green Investing,-3.80,-17.22,8.61,15.75,-1.31%,-2.51%,-7.40%,-1.75%
"RING","NASD",81.90,-4.59%,399253,773.15,0.52,0.39%,-10.24%,27.85%,13.23%,11.22%,29.04%,Materials,6.54,-8.75,-20.08,-13.06,-4.24%,5.29%,4.27%,-1.75%
"XHB","NYSE",97.09,-2.33%,1763670,2144.24,0.82,0.30%,-8.66%,-15.04%,-2.61%,-5.70%,-12.78%,Consumer Discretionary,24.62,11.65,-0.28,-7.61,-2.92%,-7.24%,-8.85%,-1.18%
"IHI","NYSE",51.78,-0.99%,1289578,2802.78,0.46,-0.23%,-7.34%,4.35%,-4.29%,-16.69%,-14.36%,Healthcare,9.44,11.76,3.82,-4.95,-1.97%,-2.73%,-5.66%,-0.67%
"EWZ","NYSE",37.37,-2.33%,33376666,21081.35,1.58,-0.29%,6.26%,10.40%,1.91%,17.63%,19.72%,,0.91,-12.55,12.96,25.35,-0.22%,3.32%,3.16%,-2.38%
"ITA","CBOE",213.92,-0.04%,852525,688.52,1.24,-0.63%,-8.35%,-9.43%,-3.92%,-0.36%,3.76%,Industrials,-2.44,-1.34,-1.13,7.68,-3.43%,-8.58%,-7.12%,0.09%
"XRT","NYSE",82.10,-1.88%,2805055,4067.02,0.69,-0.76%,-7.60%,-6.94%,3.48%,-3.74%,-5.57%,Consumer Discretionary,71.07,-12.12,-16.77,-35.53,-3.27%,-6.21%,-4.44%,-1.78%
"OIH","NYSE",395.66,0.15%,343062,279.51,1.23,-1.05%,-3.19%,6.57%,-2.71%,38.94%,51.14%,Energy,5.72,-7.56,5.76,23.09,-4.51%,-1.85%,2.70%,-0.33%
"IBUY","NYSE",66.37,-2.92%,4485,15.57,0.29,-2.10%,-10.71%,-4.61%,7.56%,-10.84%,-13.55%,Consumer Discretionary,2.84,3.52,-6.40,-13.44,-5.04%,-7.11%,-4.20%,-2.24%
"BOAT","NYSE",50.99,-1.75%,126176,46.39,2.72,-2.95%,1.59%,23.02%,25.01%,61.55%,54.98%,Industrials,34.05,48.88,79.36,72.56,0.17%,8.02%,25.12%,-1.75%
"KRE","NYSE",70.38,-1.14%,16313310,12713.46,1.28,-3.24%,-5.86%,-4.85%,9.39%,8.59%,9.87%,Financials,2.03,-12.48,-8.72,-13.92,-4.19%,-6.34%,-0.09%,-0.90%
"KIE","NYSE",60.09,-0.99%,1369939,1211.82,1.13,-4.04%,-6.50%,0.62%,9.81%,-0.10%,2.26%,Financials,-18.91,20.00,-6.79,-30.54,-4.25%,-5.39%,1.08%,-0.69%
"COAL","NYSE",24.67,-2.68%,58564,39.16,1.50,-4.45%,-7.80%,6.38%,-12.83%,8.15%,13.43%,Energy,4.23,-6.03,135.52,137.02,-7.92%,-2.25%,-2.50%,-2.84%
"XOP","NYSE",182.65,0.57%,5070986,3089.55,1.64,-4.77%,-1.93%,19.36%,1.34%,44.66%,37.08%,Energy,6.29,4.27,47.15,45.72,-4.15%,0.57%,12.77%,-0.27%
"BETZ","NYSE",17.73,-2.74%,4702,23.68,0.20,-7.34%,-10.70%,-4.49%,-2.82%,-15.51%,-28.19%,Consumer Discretionary,-3.85,-4.35,-17.40,-28.92,-7.01%,-7.65%,-7.56%,-2.12%
