"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"CNBS","NYSE",28.52,-0.61%,3425,5.26,0.65,-3.54%,5.78%,-1.00%,23.30%,0.52%,11.72%,Cannabis Based Businesses,-3.57,-8.10,-23.79,-26.80,0.32%,5.95%,7.46%,-0.60%
"PAVE","CBOE",52.84,-0.34%,1607614,1854.90,0.87,-3.59%,-9.81%,-9.16%,4.26%,10.57%,13.05%,Infrastructure,3.41,5.35,22.13,26.33,-3.99%,-6.23%,-2.28%,-0.60%
"OIH","NYSE",411.51,2.35%,435723,301.44,1.45,-3.98%,-2.33%,-0.92%,10.45%,44.51%,61.36%,Energy,3.50,-11.08,2.39,16.96,-1.85%,2.69%,7.67%,1.78%
"IAI","NYSE",185.23,-1.93%,340943,77.41,4.40,-4.17%,-3.11%,-0.64%,13.25%,3.27%,4.89%,Financials,1.41,-5.20,-17.28,-12.26,-3.81%,-2.71%,2.64%,-0.99%
"ITA","CBOE",214.00,-1.28%,1183977,665.34,1.78,-4.26%,-15.49%,-9.86%,-8.08%,-0.32%,6.04%,Industrials,-1.86,-0.31,-1.12,26.27,-6.64%,-9.67%,-6.94%,-1.38%
"RING","NASD",82.62,-0.36%,870504,812.02,1.07,-4.37%,5.30%,12.55%,0.65%,12.19%,37.52%,Materials,-4.06,-13.24,-23.60,-16.68,-4.79%,9.44%,5.73%,-0.64%
"WISE","NASD",33.97,-1.11%,3905,6.97,0.56,-4.40%,-10.77%,-16.34%,1.82%,-12.81%,-19.68%,Robotics & Automation,0.00,-9.72,-17.37,-7.52,-4.55%,-4.81%,-9.20%,-1.10%
"ICLN","NASD",17.44,-0.68%,5175199,6312.74,0.82,-4.75%,-4.23%,-17.07%,-5.83%,6.15%,17.76%,Green Investing,1.12,-18.16,8.40,15.90,-1.25%,-3.37%,-7.17%,-0.63%
"XBI","NYSE",154.03,-2.27%,11142877,8791.96,1.27,-4.88%,-2.15%,12.93%,24.31%,26.33%,64.86%,Healthcare,1.96,10.61,7.64,16.07,-5.40%,-2.52%,12.76%,-1.94%
"SMH","NASD",542.11,0.11%,6110226,10051.12,0.61,-5.51%,-7.78%,-16.22%,37.62%,50.53%,76.49%,Technology,-0.12,4.68,14.92,20.31,-2.94%,-4.36%,11.96%,-0.82%
"IPO","NYSE",51.10,-1.25%,7923,31.10,0.25,-5.69%,-10.35%,-11.97%,16.27%,11.94%,-2.61%,,-1.86,-8.53,-7.45,-22.25,-4.21%,-5.37%,3.07%,-0.48%
"SIL","NYSE",92.71,-0.60%,740257,1190.57,0.62,-5.88%,3.53%,6.62%,-2.58%,11.00%,37.59%,Materials,-1.90,-2.43,-10.17,7.38,-5.17%,7.15%,2.45%,-0.84%
"BLOK","NYSE",60.99,-3.66%,122165,187.81,0.65,-6.94%,0.42%,-8.47%,12.83%,7.20%,-5.08%,Fintech,-1.65,-11.39,-8.65,-11.12,-3.02%,-0.91%,1.86%,-2.22%
"TAN","NYSE",45.09,-2.44%,2677767,1049.07,2.55,-8.22%,-13.24%,-28.09%,-20.55%,-8.20%,6.47%,Green Investing,-19.75,-31.67,15.02,35.18,-6.41%,-11.19%,-18.16%,-0.99%
"COAL","NYSE",26.10,-0.99%,35265,41.72,0.85,-8.26%,3.98%,2.51%,-1.84%,14.42%,24.32%,Energy,4.05,-9.37,123.23,131.73,-3.62%,4.65%,3.55%,-1.06%
"COPX","NYSE",84.59,-1.20%,2561049,3111.81,0.82,-10.37%,-1.30%,-5.81%,7.54%,17.83%,55.96%,Materials,-5.20,-4.75,35.85,80.51,-7.38%,-0.03%,3.59%,-1.08%
"URA","NYSE",41.77,-1.00%,2991566,3191.41,0.94,-12.06%,-7.03%,-13.09%,-16.38%,-2.25%,-9.16%,Materials,0.67,1.97,18.67,46.59,-7.87%,-3.20%,-13.90%,-1.16%
