"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RING","NASD",78.02,7.79%,382038,650.68,0.59,22.35%,19.75%,-2.19%,-0.98%,5.95%,57.87%,Materials,-10.41,-15.52,-20.43,-9.34,19.15%,15.35%,3.59%,1.32%
"SIL","NYSE",88.50,6.29%,2740766,1350.17,2.03,20.00%,15.23%,-6.10%,-3.75%,5.96%,64.41%,Materials,-1.47,-5.33,-10.16,16.64,15.98%,11.29%,2.10%,0.32%
"URA","NYSE",44.91,3.96%,3677296,3641.77,1.01,14.95%,6.04%,-20.17%,-8.55%,5.10%,10.64%,Materials,0.90,-0.53,16.88,45.07,10.64%,2.63%,-8.20%,1.51%
"COPX","NYSE",88.03,2.25%,4386080,3591.60,1.22,11.63%,16.75%,6.56%,8.26%,22.62%,94.97%,Materials,1.70,7.71,44.05,96.62,11.46%,9.05%,13.20%,0.09%
"ARKK","CBOE",79.43,4.89%,7020218,6691.84,1.05,11.50%,-2.58%,1.92%,19.75%,3.26%,6.83%,Innovation / Patent Based,-4.93,-5.86,-11.73,-16.04,5.56%,2.57%,3.15%,3.21%
"WISE","NASD",38.12,2.97%,2951,11.20,0.26,11.22%,2.73%,-2.14%,11.61%,-2.18%,0.08%,Robotics & Automation,0.00,-2.96,-16.34,-4.35,9.27%,1.09%,-0.59%,1.64%
"UFO","NASD",48.13,3.28%,238258,1252.65,0.19,9.91%,1.54%,-5.70%,14.30%,24.53%,59.21%,Space Exploration & Technology,-12.20,1.71,501.04,966.42,7.68%,-2.69%,5.61%,1.71%
"IGV","CBOE",102.69,3.29%,8108183,17893.13,0.45,8.57%,9.38%,13.03%,28.89%,-2.84%,-6.30%,Technology,-2.48,-0.78,68.56,24.56,9.16%,9.70%,8.76%,1.01%
"IPO","NYSE",55.47,2.51%,20256,39.88,0.51,8.45%,-4.36%,10.13%,33.21%,21.51%,13.55%,,-4.90,0.49,-3.76,-7.53,3.97%,0.00%,14.11%,0.51%
"SMH","NASD",582.70,1.96%,6484566,11903.96,0.54,7.80%,-4.12%,7.89%,52.91%,61.80%,100.16%,Technology,2.03,5.87,14.80,22.43,3.31%,-2.06%,27.73%,-0.15%
"XBI","NYSE",157.37,1.86%,8380796,9018.05,0.93,7.05%,-4.21%,17.74%,30.36%,29.07%,84.45%,Healthcare,-2.71,7.75,2.68,14.09,3.38%,6.74%,20.91%,0.32%
"COAL","NYSE",24.20,0.97%,10465,50.18,0.21,7.01%,7.01%,-5.04%,-4.49%,6.12%,19.51%,Energy,-6.96,-22.14,144.37,202.40,3.87%,-0.09%,-1.79%,0.02%
"TAN","NYSE",52.75,2.93%,864485,1473.60,0.59,6.93%,-4.00%,-11.73%,-5.52%,7.39%,44.60%,Green Investing,-12.01,-5.42,36.21,56.13,1.07%,-8.73%,-4.14%,0.08%
"XHB","NYSE",110.80,1.83%,2243933,2683.30,0.84,6.86%,2.96%,7.93%,-3.91%,7.61%,2.77%,Consumer Discretionary,-22.25,1.39,-5.73,-1.80,2.81%,2.43%,3.59%,0.76%
"BOTZ","NASD",37.61,1.81%,684320,972.72,0.70,6.79%,2.68%,-5.57%,5.14%,3.81%,12.50%,Robotics & Automation,1.82,3.88,9.18,13.01,6.41%,1.96%,1.83%,0.62%
"CIBR","NASD",97.85,1.51%,1154268,1622.97,0.71,6.56%,3.81%,33.78%,50.65%,36.95%,37.45%,Technology,1.75,3.65,4.21,12.04,6.10%,9.14%,29.92%,-0.96%
"IGPT","NYSE",91.43,0.45%,77081,228.67,0.34,5.44%,-7.41%,6.92%,51.37%,53.74%,81.99%,Robotics & Automation,-4.43,13.53,17.78,23.67,1.39%,-4.40%,25.60%,-0.53%
"MAGS","CBOE",69.14,0.82%,3580626,4421.00,0.81,4.82%,3.57%,0.36%,10.06%,4.82%,17.27%,Technology,5.45,-11.57,0.07,42.73,4.17%,4.59%,6.14%,0.83%
"ITA","CBOE",250.75,0.30%,407982,765.82,0.53,4.63%,4.64%,12.69%,10.86%,16.80%,27.31%,Industrials,0.31,-3.09,0.32,23.52,4.71%,5.49%,10.59%,-0.15%
"IBUY","NYSE",74.58,3.06%,17066,15.32,1.11,4.36%,6.01%,10.73%,10.52%,0.20%,4.07%,Consumer Discretionary,9.87,-2.32,-11.18,-17.53,4.07%,7.12%,7.23%,0.98%
"ICLN","NASD",18.30,0.99%,9223541,6060.44,1.52,4.27%,-5.33%,-11.64%,1.05%,11.38%,33.48%,Green Investing,-14.95,-7.25,3.49,11.10,0.86%,-7.63%,-2.04%,-0.92%
"PAVE","CBOE",58.69,0.58%,1058121,1907.24,0.55,4.13%,4.02%,3.31%,11.07%,22.81%,28.79%,Infrastructure,-2.03,2.78,16.08,20.46,2.95%,2.44%,10.75%,-0.15%
"JETS","NYSE",32.54,-0.31%,1912822,3223.53,0.59,4.03%,0.40%,17.94%,10.42%,15.92%,37.94%,Industrials,-8.87,-10.29,-9.34,-19.84,3.77%,5.17%,16.74%,-0.76%
"IHI","NYSE",54.38,0.50%,3335002,2960.29,1.13,3.56%,6.05%,8.76%,-6.13%,-12.50%,-10.32%,Healthcare,3.87,0.01,-5.20,-13.80,4.99%,7.26%,-3.24%,1.21%
"CNBS","NYSE",25.62,0.65%,893,10.04,0.09,2.94%,-3.02%,-14.87%,5.51%,-9.70%,21.49%,Cannabis Based Businesses,0.00,-12.93,-22.93,-21.50,0.55%,-6.34%,-1.90%,0.38%
"XRT","NYSE",90.82,1.08%,3411082,5316.19,0.64,1.16%,4.49%,7.67%,4.08%,6.48%,11.82%,Consumer Discretionary,29.24,102.24,30.43,149.40,1.33%,3.76%,6.54%,0.41%
"INDA","CBOE",50.37,0.49%,4720293,6440.47,0.73,1.13%,2.74%,1.09%,-4.88%,-6.82%,-4.12%,,-5.56,-2.08,-24.80,-29.68,2.42%,2.95%,-1.06%,-0.17%
"IAI","NYSE",188.25,0.64%,56210,103.27,0.54,1.07%,-0.25%,6.58%,8.21%,4.95%,8.57%,Financials,-4.13,-14.00,-18.58,-11.15,-0.29%,1.60%,5.75%,0.42%
"BLOK","NYSE",59.89,0.40%,152748,288.08,0.53,1.06%,-5.57%,-6.16%,19.26%,5.27%,3.49%,Fintech,-3.27,-12.13,-7.51,-12.47,-0.95%,-4.52%,-0.52%,-1.16%
"OIH","NYSE",388.28,-0.97%,106996,341.32,0.31,0.90%,3.68%,-7.04%,10.49%,36.35%,64.67%,Energy,-12.55,-17.51,0.02,12.16,1.46%,-0.87%,6.55%,-0.81%
"BOAT","NYSE",44.39,1.70%,15289,24.97,0.61,0.75%,11.50%,6.20%,25.50%,40.64%,42.55%,Industrials,5.57,-5.76,32.59,36.36,3.42%,6.96%,16.99%,-0.27%
"KWEB","NYSE",28.66,0.99%,8882836,24793.08,0.36,0.60%,8.23%,-2.91%,-14.11%,-15.83%,-20.08%,Technology,-0.23,-9.55,-13.03,-2.33,4.40%,8.20%,-9.48%,0.53%
"KIE","NYSE",64.56,-0.91%,1163955,1318.00,0.88,0.50%,1.78%,14.33%,9.15%,7.33%,14.06%,Financials,26.30,33.94,11.76,-25.27,0.51%,5.51%,10.06%,-0.55%
