"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"WISE","NASD",37.52,5.72%,5426,11.16,0.49,14.70%,-0.40%,-3.02%,-0.67%,-3.70%,-1.20%,Robotics & Automation,-9.43,-3.08,-16.89,-4.52,7.73%,-1.03%,-2.44%,3.83%
"IGPT","NYSE",93.94,4.95%,235537,230.75,1.02,11.61%,-4.28%,17.57%,43.38%,57.96%,85.51%,Robotics & Automation,-4.30,14.72,17.43,24.77,3.11%,-2.03%,29.97%,2.48%
"IGV","CBOE",102.00,4.70%,12284725,18233.28,0.67,11.14%,7.61%,15.33%,13.94%,-3.49%,-8.09%,Technology,-3.04,1.71,68.41,22.62,9.87%,9.49%,7.83%,3.89%
"COPX","NYSE",83.99,5.83%,3937792,3630.08,1.08,9.76%,7.02%,9.58%,-1.42%,16.99%,93.30%,Materials,0.00,7.34,49.90,113.47,8.81%,4.14%,8.53%,1.57%
"CIBR","NASD",97.94,4.29%,1813767,1621.01,1.12,9.70%,5.41%,40.42%,40.74%,37.07%,34.42%,Technology,1.26,3.05,3.57,12.20,7.01%,10.24%,30.61%,3.53%
"BOTZ","NASD",37.09,3.23%,1009739,986.28,1.02,9.15%,-3.03%,-3.36%,0.60%,2.37%,9.18%,Robotics & Automation,1.45,3.56,8.94,12.88,5.29%,0.04%,0.45%,1.39%
"URA","NYSE",42.49,4.12%,5832401,3609.04,1.62,9.09%,-3.17%,-22.42%,-20.24%,-0.56%,7.60%,Materials,0.51,-1.23,17.60,44.16,5.20%,-3.74%,-13.43%,1.99%
"SMH","NASD",575.71,5.55%,9325655,12042.96,0.77,8.71%,-4.73%,13.60%,41.12%,59.86%,98.39%,Technology,6.72,5.98,16.46,23.93,1.29%,-3.39%,27.16%,2.02%
"MAGS","CBOE",68.96,0.85%,9293928,4304.15,2.16,8.70%,4.04%,2.97%,4.24%,4.55%,19.10%,Technology,-2.20,-19.36,-7.63,29.65,4.37%,4.22%,5.96%,1.80%
"TAN","NYSE",53.37,4.16%,1418159,1445.70,0.98,8.70%,-7.25%,-8.58%,-0.60%,8.65%,45.46%,Green Investing,-8.68,-2.22,41.93,62.75,1.41%,-9.24%,-2.90%,2.14%
