"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BETZ","NYSE",19.22,-0.44%,4833,38.82,0.12,0.95%,0.95%,-1.41%,5.42%,-8.38%,-23.11%,Consumer Discretionary,0.00,1.42,-13.34,-24.85,-1.07%,-0.37%,-0.31%,-0.33%
"UFO","NASD",43.06,-2.89%,205305,716.96,0.29,0.73%,-10.07%,-18.92%,-5.07%,11.41%,24.51%,Space Exploration & Technology,-2.31,-39.75,686.51,2485.00,-4.99%,-5.92%,-7.70%,-2.42%
"OIH","NYSE",429.35,0.18%,212350,307.40,0.69,0.58%,4.38%,2.04%,12.32%,50.77%,69.03%,Energy,2.24,-11.27,2.26,21.89,2.19%,8.24%,13.12%,-0.70%
"PAVE","CBOE",54.19,-1.13%,1502469,1887.74,0.80,0.50%,-7.05%,-5.21%,4.07%,13.39%,17.86%,Infrastructure,2.88,4.92,20.83,24.82,-3.36%,-4.46%,0.46%,-0.68%
"JETS","NYSE",28.02,-0.88%,3276155,2822.72,1.16,0.47%,-10.88%,-1.89%,10.53%,-0.18%,8.73%,Industrials,-5.66,-15.54,-11.63,-20.18,-5.21%,-9.22%,-1.38%,0.39%
"IAI","NYSE",191.63,-0.86%,53655,77.92,0.69,0.13%,1.81%,6.36%,14.91%,6.84%,9.10%,Financials,0.70,-5.72,-17.51,-14.44,-0.73%,0.91%,6.42%,-0.69%
"BOTZ","NASD",35.18,-1.21%,557935,807.66,0.69,0.09%,-5.99%,-6.49%,-3.03%,-2.90%,4.02%,Robotics & Automation,0.38,1.83,9.93,13.68,-2.73%,-2.43%,-4.68%,-1.10%
"WISE","NASD",34.88,-1.84%,7812,6.74,1.16,-0.06%,-7.57%,-11.44%,1.91%,-10.48%,-15.19%,Robotics & Automation,0.00,-10.54,-16.90,-7.29,-3.99%,-3.04%,-7.03%,-1.04%
"XHB","NYSE",99.23,-1.51%,1979639,2374.00,0.83,-1.32%,-8.32%,-7.28%,-4.90%,-3.62%,-14.51%,Consumer Discretionary,-11.07,-13.35,-15.26,-20.54,-5.46%,-7.38%,-7.24%,-1.11%
"KIE","NYSE",62.08,-0.70%,1404788,1216.11,1.16,-1.57%,-2.80%,9.03%,10.74%,3.21%,5.70%,Financials,-4.71,28.73,9.61,-23.93,-2.32%,-2.68%,4.67%,-0.45%
"CIBR","NASD",94.48,0.50%,829263,1557.53,0.53,-1.79%,-6.08%,12.02%,43.63%,32.23%,26.72%,Technology,2.66,6.06,7.63,11.18,-2.00%,0.35%,21.76%,0.41%
"INDA","CBOE",48.67,-0.86%,4381113,5627.28,0.78,-1.84%,-2.93%,2.38%,-2.52%,-9.95%,-7.66%,,3.00,-2.84,-22.93,-22.66,-1.94%,-1.51%,-3.40%,-0.35%
"XRT","NYSE",84.30,-1.63%,4303777,4394.78,0.98,-1.89%,-6.94%,-0.62%,2.02%,-1.16%,-2.78%,Consumer Discretionary,-35.83,51.65,-3.48,18.19,-3.44%,-4.60%,-1.86%,-1.24%
"XBI","NYSE",159.38,-1.57%,5466112,8922.51,0.61,-2.46%,0.85%,21.31%,25.07%,30.71%,67.80%,Healthcare,4.92,13.66,9.31,17.99,-2.37%,0.72%,17.34%,-0.70%
"ITA","CBOE",219.45,-1.83%,967875,660.80,1.46,-2.67%,-12.61%,-4.77%,-8.46%,2.22%,11.83%,Industrials,-1.37,-2.54,-0.17,25.88,-7.05%,-8.28%,-4.43%,-1.53%
"KWEB","NYSE",24.78,-2.29%,13224499,19377.91,0.68,-3.54%,-14.90%,-5.42%,-20.04%,-27.22%,-38.00%,Technology,-2.64,-15.65,-16.54,-10.03,-5.78%,-7.34%,-18.03%,-1.24%
"IGV","CBOE",101.83,-0.81%,8200806,14355.88,0.57,-4.10%,-3.03%,9.55%,18.89%,-3.65%,-7.86%,Technology,-4.09,-14.74,54.80,37.90,-2.44%,3.42%,8.77%,-0.93%
"IBUY","NYSE",67.94,-2.18%,38086,14.71,2.59,-4.77%,-8.62%,2.24%,4.65%,-8.73%,-10.33%,Consumer Discretionary,3.15,0.65,-8.83,-15.57,-6.46%,-5.52%,-2.23%,-1.60%
"IHI","NYSE",51.48,-0.50%,2221100,2818.32,0.79,-5.18%,-7.16%,1.06%,-8.74%,-17.17%,-17.61%,Healthcare,1.87,2.75,-3.96,-11.16,-6.23%,-3.04%,-7.19%,-0.06%
"BOIL","NYSE",18.93,-5.49%,7352197,4233.41,1.74,-8.02%,-8.59%,-30.56%,-48.08%,-58.67%,-69.10%,,0.03,65.47,-29.39,-18.50,-4.59%,-11.24%,-45.05%,-1.71%
