"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRE","NYSE",74.11,0.28%,15207490,12931.29,1.18,-1.54%,-4.68%,0.95%,17.43%,14.35%,14.03%,Financials,-4.57,-1.32,-3.00,-1.47,-0.61%,-1.84%,5.65%,0.34%
"UFO","NASD",42.96,-0.74%,139679,632.91,0.22,-1.69%,-11.37%,-18.82%,-3.76%,11.15%,25.22%,Space Exploration & Technology,-2.37,-37.97,845.83,6523.34,-3.42%,-5.21%,-8.24%,0.99%
"ARKK","CBOE",84.72,1.36%,4617978,5409.19,0.85,-1.74%,2.58%,11.99%,20.60%,10.14%,7.83%,Innovation / Patent Based,-1.15,-16.05,-11.83,-31.01,0.31%,5.72%,9.77%,2.58%
"JETS","NYSE",28.18,0.04%,4692410,2813.46,1.67,-2.15%,-11.55%,-4.57%,17.17%,0.39%,8.43%,Industrials,-4.05,-18.12,-10.13,-19.43,-2.89%,-7.78%,-1.01%,1.62%
"IGPT","NYSE",93.00,-2.85%,179491,186.60,0.96,-2.32%,-2.37%,-4.38%,52.94%,56.38%,75.44%,Robotics & Automation,4.35,10.30,22.37,26.96,0.02%,0.77%,20.65%,0.97%
"XRT","NYSE",85.52,0.86%,3704497,4268.35,0.87,-2.36%,-4.22%,-2.52%,6.87%,0.27%,-0.95%,Consumer Discretionary,-42.61,4.92,-37.10,-16.16,-1.31%,-3.01%,-0.54%,0.99%
"BOIL","NYSE",19.90,3.32%,4803881,4346.46,1.11,-2.40%,1.48%,-25.64%,-47.77%,-56.55%,-64.21%,,15.61,68.85,-26.40,-13.37,0.62%,-4.74%,-40.95%,1.02%
"BLOK","NYSE",63.30,-0.94%,121564,188.70,0.64,-2.96%,4.89%,-1.16%,20.92%,11.27%,-0.78%,Fintech,-1.63,-12.62,-8.57,-10.80,0.66%,2.77%,5.74%,1.38%
"INDA","CBOE",48.43,-0.29%,4563225,5371.12,0.85,-2.97%,-3.10%,0.21%,0.77%,-10.40%,-8.88%,,1.91,-2.87,-23.10,-22.50,-1.97%,-1.87%,-3.70%,0.57%
"WISE","NASD",34.35,-1.03%,10104,6.89,1.47,-3.04%,-10.66%,-13.63%,3.03%,-11.83%,-17.22%,Robotics & Automation,0.00,-9.64,-17.25,-7.46,-3.95%,-3.94%,-8.26%,1.82%
"IBUY","NYSE",69.48,1.56%,1412,15.32,0.09,-3.05%,-5.59%,4.43%,10.64%,-6.65%,-8.10%,Consumer Discretionary,0.00,0.66,-8.97,-15.82,-3.36%,-3.26%,0.02%,1.22%
"IHI","NYSE",51.86,1.93%,2502548,2789.30,0.90,-3.30%,-7.57%,4.41%,-5.12%,-16.56%,-15.36%,Healthcare,0.83,0.98,-4.80,-11.91,-4.29%,-2.41%,-6.22%,0.52%
"BOTZ","NASD",34.76,-1.47%,665072,778.08,0.85,-3.31%,-8.09%,-6.36%,-0.20%,-4.06%,2.12%,Robotics & Automation,5.37,7.80,15.74,19.75,-2.74%,-3.14%,-5.87%,0.46%
"TAN","NYSE",46.22,-1.97%,521272,1082.53,0.48,-3.79%,-11.91%,-26.67%,-16.54%,-5.90%,10.63%,Green Investing,-18.86,-32.18,15.56,35.33,-4.64%,-9.41%,-16.13%,1.18%
"XBI","NYSE",157.60,0.90%,6179915,8818.27,0.70,-3.79%,0.47%,17.80%,29.36%,29.25%,67.45%,Healthcare,-0.65,8.20,4.00,12.78,-3.37%,-0.34%,15.52%,0.47%
"IAI","NYSE",188.87,-0.86%,47630,77.27,0.62,-3.86%,-1.64%,2.50%,16.59%,5.30%,6.47%,Financials,1.40,-5.16,-17.16,-11.67,-2.07%,-0.84%,4.70%,-0.76%
"PAVE","CBOE",53.02,-1.96%,1526728,1854.90,0.82,-3.88%,-9.07%,-8.21%,5.68%,10.94%,13.97%,Infrastructure,3.33,5.23,21.57,25.65,-4.17%,-6.08%,-1.90%,0.04%
"ITA","CBOE",216.77,-1.02%,1068169,658.72,1.62,-3.92%,-13.18%,-7.28%,-5.48%,0.97%,8.70%,Industrials,-1.76,0.24,-1.02,25.56,-6.19%,-8.79%,-5.72%,0.11%
"SMH","NASD",541.50,-4.75%,10483541,10024.95,1.05,-4.50%,-8.08%,-12.66%,39.80%,50.36%,77.94%,Technology,0.52,4.78,14.57,20.13,-3.50%,-4.68%,12.07%,0.28%
"XHB","NYSE",98.27,-0.19%,1372430,2298.68,0.60,-4.82%,-10.28%,-8.66%,-2.25%,-4.56%,-15.40%,Consumer Discretionary,-7.79,-14.03,-18.73,-25.46,-4.87%,-7.46%,-8.08%,1.11%
"IPO","NYSE",51.75,-1.09%,19451,31.80,0.61,-4.91%,-9.46%,-7.12%,21.34%,13.36%,-0.60%,,-3.01,-9.46,-8.42,-22.81,-3.51%,-4.43%,4.44%,1.05%
"KWEB","NYSE",24.73,0.53%,11550720,19184.88,0.60,-5.07%,-7.90%,-6.64%,-18.00%,-27.37%,-39.13%,Technology,-3.68,-13.55,-17.78,-11.93,-4.58%,-7.47%,-17.70%,0.49%
"RING","NASD",82.92,-2.98%,624262,806.10,0.77,-5.13%,8.19%,19.21%,2.48%,12.60%,39.60%,Materials,-4.44,-13.48,-23.52,-16.74,-4.31%,10.27%,6.22%,0.14%
"COAL","NYSE",26.36,-2.35%,72277,41.11,1.76,-5.25%,7.84%,-0.08%,-1.42%,15.56%,30.24%,Energy,3.95,-9.16,116.73,128.00,-2.49%,5.97%,4.68%,-1.31%
"COPX","NYSE",85.62,-3.29%,3604594,3119.55,1.16,-5.56%,0.12%,-0.41%,12.08%,19.26%,60.34%,Materials,-4.63,-4.25,34.88,77.57,-6.39%,1.33%,5.01%,0.78%
"OIH","NYSE",402.06,-4.42%,361906,300.89,1.20,-5.96%,-2.07%,-6.10%,8.33%,41.19%,56.07%,Energy,2.32,-13.16,1.28,16.68,-4.28%,0.59%,5.37%,-3.84%
"SIL","NYSE",93.27,-3.21%,1376882,1183.26,1.16,-6.06%,5.18%,14.19%,-1.09%,11.67%,41.64%,Materials,-1.84,-2.35,-9.86,7.11,-4.50%,8.12%,3.21%,0.19%
"URA","NYSE",42.19,-3.08%,4205134,3174.14,1.32,-8.40%,-6.76%,-7.32%,-14.40%,-1.26%,0.33%,Materials,0.42,1.63,17.71,44.14,-7.30%,-2.32%,-13.05%,-0.13%
