"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RING","NASD",91.24,0.43%,1064071,732.71,1.45,13.65%,41.48%,22.93%,-3.50%,23.90%,78.24%,Materials,-16.48,-18.13,-23.83,-16.14,20.41%,30.51%,19.32%,-0.37%
"SIL","NYSE",100.37,0.82%,1595993,1315.70,1.21,10.64%,33.05%,13.91%,-8.90%,20.17%,81.40%,Materials,0.88,-2.63,-7.28,12.51,16.11%,23.48%,13.88%,-0.83%
"COPX","NYSE",94.53,-0.06%,4017825,3142.53,1.28,8.23%,21.63%,13.41%,4.05%,31.68%,96.08%,Materials,-0.96,1.33,36.96,79.68,10.36%,16.11%,19.18%,-1.10%
"COAL","NYSE",26.76,0.40%,58740,43.96,1.34,6.21%,12.99%,8.72%,5.59%,17.30%,32.74%,Energy,0.00,-21.53,114.05,152.29,9.70%,12.11%,7.86%,-0.90%
"CNBS","NYSE",28.37,-0.67%,9882,5.75,1.72,5.91%,13.66%,9.04%,26.76%,-0.00%,-7.50%,Cannabis Based Businesses,0.00,-4.66,-20.81,-23.92,8.33%,6.25%,8.71%,-0.35%
"BOAT","NYSE",50.19,1.01%,63272,28.33,2.23,5.33%,14.69%,19.50%,25.60%,59.02%,56.04%,Industrials,11.59,3.25,35.76,33.22,10.20%,17.15%,29.35%,0.36%
"BOIL","NYSE",19.56,2.79%,3497639,4199.98,0.83,4.71%,-13.41%,-23.23%,-42.67%,-57.29%,-63.92%,,21.02,34.92,-31.50,-29.15,-0.49%,-14.87%,-47.25%,-2.10%
"EWZ","NYSE",35.17,0.31%,18434716,20639.25,0.89,3.53%,-1.57%,-3.30%,-9.29%,10.70%,23.35%,,-9.99,-20.77,13.27,26.41,0.27%,0.46%,-1.62%,1.47%
"IBUY","NYSE",74.33,0.66%,11232,14.83,0.76,3.06%,8.92%,13.39%,17.44%,-0.14%,-0.19%,Consumer Discretionary,12.92,0.61,-8.37,-14.82,1.50%,4.53%,6.96%,0.31%
"XBI","NYSE",164.17,-0.94%,8521080,8957.05,0.95,2.91%,9.10%,24.69%,29.30%,34.64%,80.57%,Healthcare,2.76,10.25,8.20,17.40,4.82%,6.65%,23.47%,-0.50%
"ARKK","CBOE",83.92,-2.66%,4413514,6165.65,0.72,2.65%,16.73%,9.84%,19.89%,9.10%,9.67%,Innovation / Patent Based,-1.77,-8.01,-11.68,-19.39,6.73%,7.05%,9.43%,-2.04%
"BLOK","NYSE",62.34,-0.97%,482867,259.91,1.86,2.06%,3.47%,-2.47%,19.56%,9.58%,4.74%,Fintech,-3.68,-16.94,-8.42,-10.69,3.42%,0.87%,4.41%,-0.87%
"BETZ","NYSE",19.85,1.01%,5771,39.78,0.15,1.98%,4.93%,7.67%,13.62%,-5.39%,-20.36%,Consumer Discretionary,0.00,1.40,-13.15,-24.54,2.90%,3.06%,2.62%,0.81%
"IAI","NYSE",194.76,0.12%,77394,94.70,0.82,1.97%,4.21%,8.27%,16.48%,8.58%,11.08%,Financials,-0.66,-6.37,-17.99,-12.19,2.87%,3.91%,8.85%,-0.05%
"KIE","NYSE",64.27,1.36%,1575783,1239.37,1.27,1.66%,0.20%,11.56%,13.67%,6.85%,7.91%,Financials,7.61,37.57,14.30,-23.45,0.05%,2.27%,8.86%,0.88%
"XOP","NYSE",186.24,-1.74%,2954119,3400.71,0.87,1.58%,7.00%,8.31%,24.58%,47.51%,44.80%,Energy,0.39,4.22,36.00,29.68,5.03%,10.99%,19.51%,-0.89%
"XRT","NYSE",88.85,1.30%,3645478,4780.62,0.76,1.50%,2.11%,7.64%,2.35%,4.17%,4.19%,Consumer Discretionary,-43.93,-60.39,-49.15,-34.41,-0.90%,0.44%,3.88%,1.20%
"IHI","NYSE",55.88,-0.52%,2744419,2869.71,0.96,1.45%,11.25%,10.50%,-6.15%,-10.09%,-11.12%,Healthcare,4.12,-0.45,-4.80,-11.42,1.99%,7.25%,-0.03%,-0.53%
"URA","NYSE",45.69,-0.82%,2651954,3384.96,0.78,0.97%,14.54%,-6.68%,-14.50%,6.93%,15.85%,Materials,1.00,0.43,16.30,41.88,5.77%,6.07%,-5.82%,-0.89%
"IGV","CBOE",102.45,-0.89%,6034906,16046.45,0.38,0.45%,16.45%,8.98%,33.16%,-3.07%,-4.66%,Technology,2.06,-9.62,56.74,33.69,1.85%,8.07%,9.25%,-0.34%
"MAGS","CBOE",67.20,-0.12%,1849666,4427.14,0.42,-0.22%,6.41%,-3.11%,9.09%,1.88%,12.36%,Technology,3.14,-8.36,0.97,39.90,-0.03%,1.68%,3.09%,-0.04%
"INDA","CBOE",49.35,-0.58%,3548669,5809.74,0.61,-0.46%,2.77%,1.98%,-6.20%,-8.70%,-7.89%,,-3.53,-4.35,-23.97,-25.04,-0.95%,0.01%,-2.55%,-0.06%
"XHB","NYSE",106.29,-0.20%,812283,2555.40,0.32,-1.76%,-1.98%,6.28%,-8.74%,3.23%,-9.15%,Consumer Discretionary,-18.12,-13.69,-18.95,-21.68,-1.36%,-2.45%,-0.68%,-0.48%
"KWEB","NYSE",26.25,-1.54%,19112593,21606.15,0.88,-2.60%,-0.15%,-2.45%,-18.68%,-22.91%,-31.61%,Technology,-0.23,-21.63,-13.85,-5.69,-5.24%,-1.20%,-15.17%,-0.34%
"KRE","NYSE",74.76,-0.13%,7526527,13782.68,0.55,-3.40%,-1.28%,7.77%,8.76%,15.35%,15.30%,Financials,-10.87,-5.12,-10.05,2.63,-2.23%,-0.80%,8.04%,-0.25%
"ICLN","NASD",17.43,-0.91%,6385440,5906.61,1.08,-3.75%,-1.97%,-22.22%,-8.17%,6.09%,18.81%,Green Investing,-4.90,-4.77,13.53,21.38,-2.58%,-7.75%,-6.99%,-0.37%
"JETS","NYSE",29.67,0.34%,2006522,2803.59,0.72,-3.82%,-1.43%,9.36%,4.07%,5.70%,13.16%,Industrials,9.32,-9.07,-7.35,-16.26,-5.56%,-5.66%,5.23%,-0.54%
"WISE","NASD",35.94,-2.44%,1628,10.23,0.16,-4.04%,8.46%,-10.56%,5.82%,-7.78%,-7.97%,Robotics & Automation,0.00,5.34,-16.42,-4.37,-1.19%,-1.97%,-5.13%,-1.84%
"OIH","NYSE",408.71,-1.59%,266677,316.95,0.84,-4.19%,4.35%,-7.94%,4.12%,43.52%,62.06%,Energy,-9.65,-15.19,0.03,11.48,1.96%,4.86%,9.87%,-1.07%
"CIBR","NASD",93.23,-1.71%,1330669,1641.31,0.81,-4.66%,5.46%,10.62%,52.16%,30.48%,28.45%,Technology,1.71,4.19,5.76,9.73,-2.81%,1.59%,21.94%,-1.01%
"PAVE","CBOE",55.92,-0.83%,1136234,1835.31,0.62,-4.78%,-3.07%,1.78%,1.93%,17.01%,19.28%,Infrastructure,-0.34,2.52,17.13,20.50,-2.74%,-2.74%,4.49%,-0.97%
"TAN","NYSE",48.32,-2.03%,916117,1351.93,0.68,-5.11%,-5.77%,-26.73%,-19.59%,-1.63%,15.35%,Green Investing,-9.89,-15.69,38.98,61.08,-4.86%,-10.81%,-12.45%,-1.39%
"IPO","NYSE",53.57,-1.45%,91889,37.70,2.44,-5.69%,4.10%,0.96%,23.46%,17.35%,8.00%,,-5.67,-2.00,-6.09,-14.76,-1.30%,-3.32%,9.40%,-0.26%
"BOTZ","NASD",35.25,-2.19%,682325,878.53,0.78,-6.80%,4.20%,-12.51%,-8.63%,-2.70%,4.26%,Robotics & Automation,2.30,3.10,9.89,13.60,-3.26%,-3.21%,-4.46%,-1.34%
"ITA","CBOE",233.40,-1.66%,564566,721.24,0.78,-7.09%,-2.81%,3.56%,-3.26%,8.71%,19.20%,Industrials,1.88,-1.69,1.21,25.12,-5.20%,-3.29%,2.16%,-1.39%
"IGPT","NYSE",89.79,-2.26%,69233,214.71,0.32,-7.23%,1.25%,-2.21%,43.80%,50.98%,77.21%,Robotics & Automation,-0.01,11.80,21.08,26.18,-1.10%,-5.03%,20.36%,-0.84%
"UFO","NASD",44.67,-2.72%,231240,1080.19,0.21,-7.82%,3.98%,-27.84%,1.20%,15.58%,45.13%,Space Exploration & Technology,-6.35,-15.02,553.25,1160.80,-3.82%,-4.91%,-3.11%,-1.48%
"SMH","NASD",546.80,-2.43%,7655168,11253.91,0.68,-7.96%,-2.56%,-5.12%,32.44%,51.83%,86.21%,Technology,-1.30,3.43,11.40,18.93,-2.85%,-7.01%,16.81%,-1.33%
