"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"CIBR","NASD",99.87,-1.76%,1608140,1583.86,1.02,5.79%,4.53%,18.13%,53.10%,39.78%,29.77%,Technology,2.11,6.70,7.91,11.13,3.32%,4.98%,27.20%,-2.32%
"ARKK","CBOE",88.23,1.51%,4397931,5127.88,0.86,5.56%,5.91%,10.03%,24.15%,14.70%,6.10%,Innovation / Patent Based,12.97,1.21,0.92,-14.99,3.59%,9.68%,14.11%,0.78%
"BOIL","NYSE",20.02,1.93%,4339667,4480.62,0.97,3.95%,4.33%,-29.28%,-46.21%,-56.29%,-64.55%,,-8.17,55.37,-34.30,-25.32,0.37%,-1.85%,-38.81%,0.15%
"IGV","CBOE",104.35,-1.35%,6965356,13410.98,0.52,2.79%,1.50%,17.13%,23.55%,-1.27%,-9.55%,Technology,-1.31,-10.63,52.19,33.17,-0.40%,4.34%,11.40%,-1.93%
"BOAT","NYSE",53.21,-0.41%,81576,41.17,1.98,2.33%,9.19%,30.13%,29.75%,68.58%,58.58%,Industrials,23.71,30.63,56.22,50.55,5.21%,14.34%,31.51%,-0.06%
"IGPT","NYSE",97.81,1.33%,42619,182.88,0.23,2.17%,7.04%,-8.07%,56.20%,64.47%,78.13%,Robotics & Automation,2.83,9.52,23.23,27.41,4.70%,6.12%,25.65%,0.49%
"IHI","NYSE",51.77,0.14%,1646439,2888.27,0.57,1.75%,-8.60%,5.50%,-5.65%,-16.70%,-14.56%,Healthcare,11.76,10.71,4.15,-5.42,-3.07%,-2.59%,-5.96%,0.56%
"CNBS","NYSE",28.26,-1.51%,7563,5.18,1.46,1.70%,1.24%,-2.64%,19.56%,-0.37%,1.41%,Cannabis Based Businesses,-3.57,-8.10,-23.79,-26.81,-1.12%,4.61%,6.09%,-0.48%
"BLOK","NYSE",64.86,4.58%,209169,183.67,1.14,1.50%,7.49%,-2.88%,23.47%,14.01%,-2.63%,Fintech,-2.25,-8.10,-9.56,-19.39,2.64%,5.37%,8.30%,3.10%
"KWEB","NYSE",24.83,1.76%,16875849,18770.36,0.90,0.93%,-8.78%,-1.62%,-14.64%,-27.08%,-40.82%,Technology,-3.72,-11.28,-17.98,-15.89,-2.37%,-6.68%,-16.63%,0.32%
"MAGS","CBOE",70.46,-0.45%,3437765,4195.64,0.82,0.82%,4.14%,7.67%,18.32%,6.82%,9.58%,Technology,4.94,21.17,8.13,39.16,2.05%,4.03%,7.55%,-0.94%
"SMH","NASD",573.00,2.21%,6167466,9845.73,0.63,0.79%,2.15%,-13.17%,45.09%,59.11%,80.77%,Technology,7.19,-0.99,20.67,26.52,2.72%,1.45%,17.58%,1.80%
"IPO","NYSE",52.55,0.83%,11906,24.87,0.48,0.44%,-3.17%,-11.74%,20.86%,15.11%,-2.36%,,-1.84,-10.12,-7.39,-21.00,-0.87%,-2.14%,5.80%,0.44%
"XBI","NYSE",156.72,-0.97%,9860961,8804.14,1.12,0.33%,-7.57%,11.37%,28.11%,28.53%,62.10%,Healthcare,-1.81,7.86,4.65,13.95,-3.04%,-0.54%,14.30%,-0.94%
"WISE","NASD",34.79,-0.07%,3360,6.81,0.49,0.24%,-4.80%,-13.32%,3.63%,-10.70%,-20.47%,Robotics & Automation,0.00,-9.61,-17.20,-7.44,-1.41%,-2.14%,-6.77%,-1.01%
"JETS","NYSE",28.22,0.18%,4502920,2986.33,1.51,0.18%,-5.65%,-8.97%,14.30%,0.53%,8.92%,Industrials,-9.10,-15.42,-16.10,-25.11,-1.35%,-6.55%,-1.00%,0.25%
"UFO","NASD",43.21,-1.03%,321831,502.93,0.64,-0.16%,-7.41%,-14.04%,-6.29%,11.80%,25.43%,Space Exploration & Technology,-2.35,-33.15,779.86,4096.54,-1.17%,-3.76%,-8.11%,-1.12%
"BOTZ","NASD",35.11,-0.01%,424225,766.25,0.55,-0.48%,-3.49%,-8.50%,0.66%,-3.09%,0.23%,Robotics & Automation,-0.33,2.75,9.72,13.84,-0.79%,-1.73%,-4.92%,0.01%
"KIE","NYSE",61.95,-0.75%,2116692,1189.74,1.78,-0.64%,-1.98%,6.41%,13.96%,2.99%,5.64%,Financials,-9.70,31.23,5.85,-16.87,-2.01%,-2.74%,4.25%,-0.21%
"INDA","CBOE",48.02,0.02%,8555912,5177.25,1.65,-1.13%,-3.07%,-3.15%,1.05%,-11.16%,-10.64%,,-0.93,-5.40,-25.36,-24.77,-2.11%,-2.47%,-4.26%,-0.08%
"SIL","NYSE",95.20,0.20%,800413,1163.22,0.69,-1.20%,-0.70%,13.70%,14.91%,13.98%,48.52%,Materials,-3.80,-3.87,-11.37,5.35,-2.63%,8.67%,4.90%,-0.70%
"IBUY","NYSE",67.59,-0.34%,3750,15.57,0.24,-1.21%,-8.98%,-1.66%,8.81%,-9.20%,-14.13%,Consumer Discretionary,2.86,3.55,-6.45,-13.53,-4.64%,-5.65%,-2.56%,-0.18%
"COPX","NYSE",87.28,0.77%,2062822,3052.79,0.68,-1.41%,-1.13%,2.11%,20.59%,21.58%,65.68%,Materials,-6.37,-7.46,32.63,75.24,-4.13%,2.30%,6.45%,0.44%
"KRE","NYSE",72.75,0.01%,11614520,12807.99,0.91,-1.56%,-3.00%,1.44%,15.13%,12.25%,9.94%,Financials,-12.77,-12.18,-8.99,-0.76,-1.66%,-3.48%,3.42%,0.19%
"RING","NASD",84.09,-0.31%,533195,786.49,0.68,-1.61%,-1.19%,17.86%,16.63%,14.19%,43.50%,Materials,2.71,-11.49,-22.68,-16.06,-3.07%,9.75%,7.34%,-0.26%
"EWZ","NYSE",37.52,-0.58%,19295170,20973.36,0.92,-1.75%,9.52%,11.24%,2.79%,18.10%,22.15%,,-0.96,-12.79,13.28,26.04,1.20%,4.10%,3.73%,0.21%
"ICLN","NASD",17.56,-0.96%,5306698,6295.64,0.84,-2.01%,-1.51%,-16.78%,-6.35%,6.88%,16.76%,Green Investing,-2.40,-18.25,8.33,15.77,-0.41%,-2.16%,-6.59%,-1.40%
"PAVE","CBOE",52.96,0.09%,898967,1791.78,0.50,-2.07%,-6.73%,-9.56%,5.94%,10.82%,12.78%,Infrastructure,3.08,4.91,22.24,26.44,-2.75%,-5.68%,-2.18%,0.44%
"XHB","NYSE",96.39,-0.70%,1477762,2222.27,0.66,-2.10%,-10.94%,-13.19%,-2.36%,-6.38%,-15.86%,Consumer Discretionary,11.01,-1.93,-6.65,-17.84,-4.85%,-8.44%,-9.64%,0.01%
"ITA","CBOE",213.84,-0.02%,1108879,681.13,1.63,-2.36%,-13.13%,-10.52%,-5.93%,-0.40%,5.36%,Industrials,-2.34,-1.05,-1.30,26.60,-4.78%,-9.12%,-7.09%,0.21%
"XOP","NYSE",190.61,-1.03%,2722207,3113.22,0.87,-2.61%,2.30%,24.29%,8.90%,50.97%,43.40%,Energy,2.70,4.17,42.12,47.09,-0.22%,5.64%,18.20%,-1.13%
"IAI","NYSE",184.80,1.25%,47434,81.34,0.58,-3.00%,-2.83%,-0.70%,12.95%,3.03%,4.77%,Financials,3.53,-3.44,-16.11,-12.86,-3.51%,-2.78%,2.34%,1.30%
"TAN","NYSE",45.66,-1.51%,526762,1024.97,0.51,-3.16%,-9.53%,-24.63%,-19.82%,-7.04%,6.66%,Green Investing,-21.84,-35.75,11.99,31.59,-3.89%,-9.09%,-17.07%,-1.55%
"XRT","NYSE",82.03,-0.95%,2772048,4146.37,0.67,-3.26%,-7.66%,-5.05%,2.67%,-3.82%,-7.30%,Consumer Discretionary,-28.14,-31.25,-25.97,67.88,-4.26%,-6.61%,-4.56%,-0.53%
"URA","NYSE",41.65,-2.41%,4284401,3163.77,1.35,-4.32%,-7.46%,-12.83%,-13.71%,-2.53%,-8.90%,Materials,0.15,1.32,17.81,43.70,-7.44%,-3.47%,-14.07%,-2.60%
"OIH","NYSE",398.71,-0.47%,130470,293.93,0.44,-5.22%,-4.77%,3.43%,1.55%,40.01%,54.32%,Energy,8.75,-4.72,8.79,26.28,-4.26%,-0.90%,3.87%,-0.24%
"BETZ","NYSE",18.22,-3.47%,6305,28.58,0.22,-5.88%,-6.28%,-6.42%,-0.38%,-13.16%,-25.01%,Consumer Discretionary,0.00,1.46,-13.62,-25.31,-5.73%,-5.51%,-5.23%,-2.15%
