"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IGV","CBOE",102.81,0.83%,7187440,16593.16,0.43,-0.26%,11.97%,11.81%,25.38%,-2.72%,-3.54%,Technology,-5.53,-4.52,56.78,31.81,4.38%,9.19%,9.43%,0.68%
"URA","NYSE",45.01,3.19%,2316616,3393.31,0.68,-0.42%,11.83%,-4.64%,-15.06%,5.34%,21.78%,Materials,1.21,-0.23,17.06,44.47,5.94%,4.70%,-7.43%,1.53%
"KIE","NYSE",63.20,-0.35%,981405,1252.11,0.78,-0.49%,-0.75%,9.87%,9.23%,5.07%,7.81%,Financials,9.56,46.74,16.95,-21.96,-1.67%,1.14%,7.25%,-0.52%
"INDA","CBOE",49.54,0.32%,2756009,6074.72,0.45,-0.82%,1.56%,4.80%,-7.09%,-8.34%,-7.66%,,-3.75,-4.37,-24.04,-25.34,-0.17%,0.64%,-2.31%,-0.04%
"KWEB","NYSE",27.22,1.64%,21728421,22101.86,0.98,-1.16%,0.74%,-3.75%,-17.24%,-20.06%,-26.71%,Technology,0.00,-22.64,-13.61,-4.92,-1.73%,2.48%,-12.59%,1.04%
"IGPT","NYSE",91.38,-0.85%,112795,218.29,0.52,-1.71%,-2.11%,5.94%,45.02%,53.66%,82.18%,Robotics & Automation,-3.32,12.55,20.88,25.95,0.95%,-3.52%,23.25%,-2.08%
"ITA","CBOE",246.15,-2.38%,564059,728.84,0.77,-2.17%,7.14%,12.75%,2.43%,14.65%,27.38%,Industrials,2.01,-1.82,0.90,23.01,-0.31%,2.14%,7.89%,-2.67%
"PAVE","CBOE",56.78,-0.92%,1228939,1835.92,0.67,-2.92%,1.03%,5.60%,3.63%,18.81%,22.61%,Infrastructure,-0.53,2.51,16.91,20.42,-1.62%,-1.29%,6.34%,-1.66%
"KRE","NYSE",75.00,-2.41%,23661229,13631.85,1.74,-3.08%,-1.29%,11.01%,5.07%,15.72%,21.32%,Financials,-4.32,20.74,4.11,15.08,-2.05%,-0.24%,8.73%,-2.62%
"ICLN","NASD",17.83,0.51%,6030893,5906.85,1.02,-3.15%,-3.73%,-15.05%,-6.31%,8.52%,24.42%,Green Investing,-7.22,-6.80,11.01,19.39,-0.71%,-6.48%,-4.84%,-0.06%
"TAN","NYSE",50.47,1.20%,368061,1339.84,0.27,-3.55%,-6.08%,-17.22%,-16.48%,2.75%,23.10%,Green Investing,-9.25,-15.35,39.42,61.32,-1.44%,-8.06%,-8.55%,0.26%
"IPO","NYSE",54.27,-0.42%,8361,38.58,0.22,-3.66%,-0.17%,10.08%,21.74%,18.88%,11.15%,,-5.00,-1.28,-5.42,-14.18,0.46%,-2.05%,11.02%,-1.45%
"BOTZ","NASD",36.38,-0.47%,795083,897.08,0.89,-3.78%,4.27%,-6.45%,-5.16%,0.41%,8.66%,Robotics & Automation,2.14,2.93,9.54,13.14,0.48%,-0.33%,-1.48%,-0.44%
"SMH","NASD",560.92,-1.55%,8643717,11325.60,0.76,-4.09%,-3.97%,3.12%,35.96%,55.75%,92.84%,Technology,-0.85,4.71,12.33,19.89,-0.52%,-4.94%,20.58%,-2.46%
"WISE","NASD",36.55,-0.47%,7549,10.28,0.73,-4.10%,4.55%,-3.34%,4.05%,-6.20%,-5.58%,Robotics & Automation,0.00,-2.98,-16.43,-4.38,1.69%,-0.78%,-3.87%,0.02%
"UFO","NASD",46.67,-1.04%,270338,1121.63,0.24,-4.48%,6.07%,-18.22%,4.16%,20.75%,56.69%,Space Exploration & Technology,-7.10,-7.09,458.70,830.43,1.11%,-1.74%,1.51%,-1.21%
"CIBR","NASD",95.54,-1.95%,1230131,1622.45,0.76,-4.83%,5.48%,18.83%,44.91%,33.72%,33.16%,Technology,2.46,5.00,5.95,9.93,0.45%,4.76%,25.39%,-1.80%
"JETS","NYSE",29.91,-1.35%,2395482,2942.92,0.81,-5.41%,-1.97%,20.56%,-1.29%,6.56%,16.25%,Industrials,2.05,-6.19,-7.20,-14.70,-5.08%,-4.68%,6.37%,-1.81%
"BOIL","NYSE",19.19,-2.19%,5746416,4191.25,1.37,-7.43%,-12.61%,-36.37%,-44.86%,-58.10%,-65.83%,,11.31,23.43,-29.14,-22.93,-4.48%,-18.17%,-49.16%,-5.19%
