"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RING","NASD",78.13,-0.32%,285804,652.15,0.44,16.79%,23.53%,-7.95%,-11.01%,6.10%,59.09%,Materials,-12.36,-17.00,-21.50,-11.80,16.73%,15.42%,3.52%,0.40%
"SIL","NYSE",90.80,0.58%,1258705,1347.39,0.93,15.54%,22.27%,-10.94%,-11.89%,8.72%,68.68%,Materials,-1.05,-4.70,-9.45,14.28,16.61%,14.28%,4.48%,0.71%
"COAL","NYSE",24.89,0.38%,9237,48.59,0.19,8.75%,8.52%,-3.14%,-6.30%,9.13%,18.88%,Energy,-6.75,-21.57,133.44,183.76,6.10%,3.10%,0.91%,-0.43%
"URA","NYSE",45.17,1.78%,2848164,3580.55,0.80,6.31%,10.93%,-21.07%,-17.72%,5.71%,13.98%,Materials,1.34,-0.43,16.83,43.62,10.29%,3.79%,-7.58%,0.80%
"BOIL","NYSE",20.45,-1.26%,3425019,4158.01,0.82,6.01%,-6.45%,-25.36%,-45.00%,-55.35%,-68.96%,,2.66,-3.79,-33.93,-9.28,-2.14%,-16.66%,-47.36%,-1.80%
"OIH","NYSE",415.30,0.96%,201303,335.72,0.60,5.90%,8.46%,-3.68%,11.03%,45.84%,77.77%,Energy,-8.13,-16.85,0.02,13.09,7.70%,6.10%,13.49%,1.04%
"COPX","NYSE",88.59,-1.03%,1683594,3562.57,0.47,5.48%,19.15%,1.14%,-0.49%,23.40%,94.70%,Materials,1.36,7.31,41.49,90.94,10.41%,9.70%,13.48%,-0.75%
"CNBS","NYSE",27.09,4.82%,5244,10.03,0.52,5.39%,-1.35%,-6.95%,6.65%,-4.51%,-5.69%,Cannabis Based Businesses,0.00,-12.79,-22.72,-21.30,6.71%,-0.56%,3.80%,3.52%
"ARKK","CBOE",80.60,0.20%,2942111,6676.31,0.44,5.00%,3.02%,0.71%,11.26%,4.78%,7.14%,Innovation / Patent Based,-7.19,-5.52,-10.89,-16.04,6.88%,4.13%,4.76%,-0.06%
"XBI","NYSE",158.07,0.03%,6202051,8912.90,0.70,4.08%,1.76%,17.31%,25.34%,29.64%,85.62%,Healthcare,-0.95,8.45,4.99,17.51,3.66%,6.59%,20.99%,-0.27%
"XOP","NYSE",178.37,1.39%,2904744,3492.69,0.83,3.73%,7.98%,5.76%,21.76%,41.27%,46.43%,Energy,2.25,-2.80,39.23,35.49,3.99%,8.21%,16.37%,1.72%
"IHI","NYSE",55.98,0.96%,2321735,2988.54,0.78,3.46%,9.04%,17.73%,-3.63%,-9.93%,-8.35%,Healthcare,1.15,-0.04,-5.42,-13.71,6.96%,9.84%,-0.29%,1.10%
