"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"EWZ","NYSE",38.13,0.11%,24664777,21218.00,1.16,6.63%,5.59%,9.63%,4.87%,20.02%,31.97%,,-9.25,-17.74,12.07,24.49,8.31%,7.84%,6.20%,-1.90%
"XOP","NYSE",192.33,-0.43%,2271322,3299.78,0.69,3.70%,16.43%,12.46%,17.40%,52.33%,47.00%,Energy,2.53,2.02,41.14,42.17,4.44%,11.27%,21.61%,-0.47%
"OIH","NYSE",429.81,-1.55%,244463,314.35,0.78,3.58%,11.62%,-2.09%,13.52%,50.93%,72.04%,Energy,-1.85,-14.59,-0.90,16.83,3.17%,9.22%,13.90%,-1.65%
"BOAT","NYSE",50.35,2.38%,120104,28.30,4.24,2.84%,16.40%,23.65%,23.08%,59.52%,58.27%,Industrials,11.76,9.19,36.40,33.81,5.65%,14.40%,27.56%,0.72%
"MAGS","CBOE",70.43,2.43%,5874300,4343.67,1.35,2.67%,2.94%,1.90%,13.30%,6.78%,16.30%,Technology,6.77,-4.57,-0.41,33.24,3.33%,5.57%,7.89%,1.31%
"CNBS","NYSE",28.57,-0.95%,3222,5.63,0.57,2.17%,18.89%,-3.81%,25.97%,0.70%,1.11%,Cannabis Based Businesses,-1.74,-6.33,-22.25,-25.31,3.14%,6.57%,8.94%,-0.94%
"KIE","NYSE",64.80,1.85%,1001144,1212.54,0.83,1.81%,-0.11%,17.26%,12.03%,7.73%,10.24%,Financials,-2.89,20.61,4.14,-26.31,1.67%,1.80%,9.38%,1.17%
"IAI","NYSE",198.06,3.79%,198738,80.74,2.46,1.39%,4.27%,7.62%,16.16%,10.42%,15.18%,Financials,-0.00,-3.52,-18.28,-13.36,3.06%,4.87%,10.22%,2.64%
"INDA","CBOE",49.92,-0.10%,2892927,5688.64,0.51,0.79%,-0.78%,3.96%,-0.89%,-7.64%,-5.13%,,2.96,-2.81,-22.73,-22.46,0.28%,1.00%,-1.08%,0.22%
"KRE","NYSE",74.87,0.85%,10450802,13462.22,0.78,0.70%,-3.19%,6.99%,12.42%,15.52%,14.88%,Financials,-5.99,-5.41,-8.25,-11.65,-0.74%,-0.99%,7.38%,0.46%
"BLOK","NYSE",65.31,6.18%,169064,248.25,0.68,0.62%,8.00%,-0.85%,19.51%,14.80%,10.27%,Fintech,-1.36,-14.76,-8.04,-10.35,6.02%,6.36%,9.48%,5.02%
"XRT","NYSE",86.73,0.41%,3675305,4437.93,0.83,0.16%,-5.13%,3.83%,2.48%,1.69%,2.31%,Consumer Discretionary,-33.69,-36.90,-37.40,-27.89,-1.42%,-2.00%,1.10%,-0.30%
"ARKK","CBOE",87.14,4.50%,8151444,5847.32,1.39,-0.27%,14.39%,8.83%,17.77%,13.29%,16.51%,Innovation / Patent Based,-4.61,-15.39,-14.72,-19.87,4.58%,9.53%,13.36%,3.26%
