"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BETZ","NYSE",19.48,1.63%,4425,38.60,0.11,-0.32%,3.50%,1.74%,5.03%,-7.14%,-21.18%,Consumer Discretionary,0.00,1.44,-13.48,-25.07,0.42%,1.16%,0.99%,0.43%
"IGPT","NYSE",92.76,1.55%,92024,198.12,0.46,-0.51%,0.64%,-7.73%,49.85%,55.98%,83.03%,Robotics & Automation,5.19,8.65,21.19,26.33,0.53%,-0.17%,22.21%,1.01%
"BOTZ","NASD",35.81,1.76%,601941,824.65,0.73,-0.91%,-3.99%,-10.65%,-2.10%,-1.16%,7.96%,Robotics & Automation,0.91,1.92,10.15,13.98,-1.77%,-0.84%,-2.90%,0.82%
"ICLN","NASD",17.63,1.50%,7575638,6026.41,1.26,-1.12%,-2.60%,-23.68%,-0.90%,7.30%,24.15%,Green Investing,2.22,-14.40,13.14,21.70,-0.97%,-3.95%,-5.91%,1.21%
"IHI","NYSE",53.91,-0.94%,2377308,2828.04,0.84,-1.30%,0.35%,8.10%,-6.86%,-13.26%,-12.03%,Healthcare,0.80,3.55,-3.79,-10.93,-2.59%,1.73%,-3.06%,-1.55%
"BOIL","NYSE",20.12,-5.18%,5889452,4149.44,1.42,-1.61%,4.85%,-34.93%,-43.45%,-56.07%,-67.60%,,2.89,50.09,-29.70,-22.09,1.17%,-7.73%,-42.79%,-4.33%
"COAL","NYSE",27.16,-3.00%,84210,41.60,2.02,-1.63%,16.26%,-4.20%,7.01%,19.07%,36.21%,Energy,0.00,-12.32,102.64,134.64,3.82%,11.72%,8.66%,-3.00%
"IBUY","NYSE",72.12,0.21%,10582,14.58,0.73,-1.67%,-2.30%,7.46%,8.62%,-3.11%,-1.74%,Consumer Discretionary,17.06,0.63,-8.57,-15.15,-1.61%,0.33%,3.78%,-0.52%
"SIL","NYSE",101.36,2.71%,947691,1305.91,0.73,-1.73%,21.00%,14.51%,-1.01%,21.36%,66.33%,Materials,-0.29,-3.51,-8.96,8.93,6.21%,20.74%,13.30%,-0.73%
"RING","NASD",89.09,4.17%,664361,799.57,0.83,-2.10%,23.41%,18.75%,2.14%,20.98%,59.57%,Materials,-6.37,-16.02,-23.19,-16.24,5.57%,22.44%,15.06%,0.93%
"KWEB","NYSE",25.54,-0.62%,10491750,19757.35,0.53,-2.15%,-10.51%,-5.86%,-13.13%,-24.99%,-33.25%,Technology,-1.47,-14.93,-15.45,-8.90,-4.64%,-4.19%,-16.03%,0.63%
"XHB","NYSE",102.27,1.09%,2284743,2405.50,0.95,-2.15%,-7.77%,-2.34%,-5.55%,-0.67%,-9.99%,Consumer Discretionary,-2.65,-13.43,-13.62,-19.74,-3.76%,-5.32%,-4.38%,0.10%
"XBI","NYSE",164.38,-0.60%,5394895,8979.56,0.60,-2.29%,7.43%,23.20%,32.67%,34.82%,75.53%,Healthcare,5.95,11.22,8.41,18.73,1.05%,4.15%,21.65%,-0.51%
"PAVE","CBOE",54.69,0.76%,5115390,1830.58,2.79,-2.44%,-6.75%,-5.07%,3.14%,14.44%,19.12%,Infrastructure,1.60,3.34,18.95,22.49,-3.46%,-4.02%,1.63%,0.05%
"IPO","NYSE",53.64,2.55%,11310,33.91,0.33,-2.52%,-1.59%,-5.39%,24.19%,17.49%,10.08%,,-5.36,-8.44,-7.37,-19.80,-1.71%,-2.04%,8.88%,2.16%
"UFO","NASD",43.53,0.90%,185900,803.51,0.23,-2.92%,-6.57%,-26.64%,-3.05%,12.63%,32.03%,Space Exploration & Technology,-2.37,-40.38,862.15,7519.95,-5.30%,-5.30%,-6.36%,-0.18%
"IGV","CBOE",106.95,3.41%,9935180,14739.57,0.67,-3.05%,5.57%,6.89%,22.06%,1.19%,-0.34%,Technology,-5.22,-17.49,55.19,28.18,2.34%,9.65%,14.21%,1.65%
"JETS","NYSE",28.42,0.32%,3195184,2768.10,1.15,-3.17%,-15.24%,1.50%,8.97%,1.25%,7.49%,Industrials,-2.27,-14.71,-10.75,-19.39,-5.55%,-8.77%,0.25%,-0.35%
"WISE","NASD",35.44,2.13%,3620,7.55,0.48,-3.51%,-3.46%,-18.78%,-0.31%,-9.04%,-10.21%,Robotics & Automation,0.00,5.69,-17.24,-7.45,-3.51%,-1.77%,-5.71%,0.37%
"ITA","CBOE",225.98,1.17%,385616,686.13,0.56,-3.53%,-10.42%,-2.41%,-5.86%,5.26%,14.75%,Industrials,0.88,-1.46,-0.00,25.65,-5.98%,-5.90%,-1.46%,0.40%
"SMH","NASD",552.60,0.39%,5488775,10853.42,0.51,-3.56%,-3.00%,-11.94%,39.77%,53.44%,92.93%,Technology,-2.78,3.41,13.27,19.79,-2.40%,-3.96%,16.03%,1.07%
"TAN","NYSE",47.72,0.95%,474819,1194.45,0.40,-4.06%,-6.92%,-32.25%,-11.78%,-2.85%,14.79%,Green Investing,-19.27,-33.63,16.42,36.29,-4.38%,-8.62%,-13.39%,0.99%
"COPX","NYSE",91.25,1.50%,2861180,3173.68,0.90,-5.39%,5.22%,1.14%,10.87%,27.11%,78.82%,Materials,-2.84,-1.46,37.67,83.99,0.72%,10.23%,13.22%,-0.82%
"CIBR","NASD",95.32,1.90%,1263690,1611.17,0.78,-5.43%,-2.31%,5.09%,44.89%,33.41%,32.02%,Technology,3.70,5.39,7.57,11.14,-1.91%,1.79%,23.34%,1.02%
"URA","NYSE",45.70,3.11%,2536718,3398.11,0.75,-5.52%,6.55%,-9.11%,-8.71%,6.95%,10.55%,Materials,0.93,1.18,16.97,43.71,0.56%,6.28%,-5.71%,0.86%
