"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ARKK","CBOE",82.59,1.50%,3047181,6498.89,0.47,9.06%,3.76%,5.82%,16.54%,7.37%,6.01%,Innovation / Patent Based,-7.06,-8.11,-11.07,-18.69,8.96%,6.63%,7.44%,1.49%
"CNBS","NYSE",27.33,1.67%,2633,9.87,0.27,7.38%,3.31%,-3.39%,12.83%,-3.67%,-14.68%,Cannabis Based Businesses,0.00,-12.37,-22.05,-20.66,7.23%,0.65%,4.80%,-1.52%
"XOP","NYSE",179.17,0.33%,2520021,3488.02,0.72,7.26%,8.68%,6.43%,20.20%,41.91%,43.42%,Energy,-2.59,2.29,37.43,35.02,3.66%,8.42%,16.51%,1.44%
"IGV","CBOE",106.28,3.10%,25209693,17192.24,1.47,6.90%,13.14%,19.95%,27.69%,0.56%,-2.98%,Technology,-6.57,-2.85,57.08,16.91,10.38%,13.33%,12.81%,2.46%
"SIL","NYSE",88.68,-2.88%,1736879,1320.35,1.32,6.51%,18.22%,-13.58%,-15.70%,6.18%,63.44%,Materials,-0.25,-3.89,-8.62,14.78,11.52%,11.71%,1.78%,-1.17%
"CIBR","NASD",102.20,1.80%,2504114,1609.02,1.56,6.03%,9.79%,34.74%,51.14%,43.04%,40.31%,Technology,1.57,4.28,4.92,12.26,8.96%,12.93%,34.85%,1.96%
"RING","NASD",76.64,-3.10%,2537609,654.48,3.88,5.89%,20.05%,-8.33%,-15.37%,4.07%,55.39%,Materials,-12.14,-16.77,-21.25,-12.06,11.96%,13.08%,1.34%,-1.60%
"IPO","NYSE",57.16,1.47%,9195,39.29,0.23,5.63%,4.40%,14.85%,29.94%,25.21%,13.14%,,-6.34,-1.25,-5.26,-11.35,6.69%,3.22%,17.24%,1.62%
"URA","NYSE",45.25,0.11%,3220349,3481.97,0.92,4.75%,10.64%,-15.12%,-15.75%,5.90%,14.70%,Materials,1.38,-0.64,16.61,42.80,9.10%,4.62%,-7.31%,-0.33%
"OIH","NYSE",410.57,-0.65%,140141,334.23,0.42,4.72%,7.46%,-6.14%,7.63%,44.18%,70.81%,Energy,-8.25,-16.91,-1.04,14.97,5.59%,5.03%,11.79%,0.18%
"IGPT","NYSE",95.26,2.46%,175995,219.44,0.80,4.66%,1.01%,4.02%,50.89%,60.18%,85.11%,Robotics & Automation,-4.52,10.76,17.91,23.22,5.96%,0.31%,29.65%,2.14%
"BOIL","NYSE",19.61,-5.40%,5764198,4111.86,1.40,4.64%,-13.23%,-24.92%,-48.31%,-57.18%,-67.27%,,0.47,-5.01,-34.78,-14.95,-5.19%,-19.06%,-49.02%,-1.85%
"BOAT","NYSE",45.46,2.50%,38712,24.97,1.55,4.15%,8.46%,7.20%,21.32%,44.03%,45.16%,Industrials,6.87,-4.45,33.73,30.84,4.50%,8.74%,18.95%,1.88%
"UFO","NASD",48.47,-0.80%,138345,1188.36,0.12,4.01%,6.83%,-14.00%,11.37%,25.41%,56.60%,Space Exploration & Technology,-9.65,-1.83,390.59,643.54,6.90%,0.53%,5.88%,0.10%
"WISE","NASD",38.46,0.91%,6390,11.12,0.57,3.88%,7.94%,-3.96%,6.27%,-1.31%,-4.27%,Robotics & Automation,0.00,-2.88,-15.94,-4.23,8.70%,3.32%,0.66%,-0.48%
"IHI","NYSE",56.11,0.05%,1916603,2934.81,0.65,3.70%,12.54%,15.67%,-4.28%,-9.72%,-9.19%,Healthcare,1.98,-0.97,-5.06,-13.11,6.18%,9.45%,0.05%,-0.36%
"SMH","NASD",589.12,0.73%,6739555,11515.99,0.59,3.09%,-0.28%,2.91%,42.03%,63.59%,95.54%,Technology,1.31,7.85,13.55,20.50,4.72%,-0.57%,27.82%,0.47%
"IAI","NYSE",192.01,1.37%,33484,92.70,0.36,2.65%,-2.20%,7.55%,12.09%,7.05%,9.14%,Financials,-3.44,-13.84,-18.38,-11.02,2.05%,3.30%,7.66%,0.86%
"BETZ","NYSE",19.25,0.62%,2065,40.58,0.05,2.57%,-1.96%,4.91%,6.04%,-8.27%,-20.77%,Consumer Discretionary,-0.96,-1.33,-13.47,-26.41,0.50%,0.06%,-0.87%,0.92%
"BOTZ","NASD",37.82,0.03%,729089,930.89,0.78,2.38%,4.97%,-9.15%,-0.79%,4.39%,10.36%,Robotics & Automation,1.93,3.01,9.12,12.86,5.93%,3.15%,2.37%,0.33%
"TAN","NYSE",52.47,0.27%,404486,1438.42,0.28,2.38%,-5.97%,-17.77%,-10.12%,6.82%,40.86%,Green Investing,-8.85,-7.33,36.84,56.18,1.40%,-6.64%,-4.84%,-0.17%
"COAL","NYSE",24.44,-1.16%,8807,47.39,0.19,1.96%,2.92%,-2.42%,-6.88%,7.16%,13.53%,Energy,-6.70,-21.46,131.27,180.15,3.64%,1.80%,-0.99%,-2.18%
"IBUY","NYSE",73.60,0.82%,18304,14.77,1.24,1.70%,1.76%,15.45%,11.14%,-1.13%,-0.54%,Consumer Discretionary,13.08,0.62,-8.45,-14.96,2.10%,4.98%,5.86%,0.87%
"KRE","NYSE",77.75,0.48%,7308265,14107.76,0.52,1.65%,2.60%,15.80%,8.27%,19.97%,24.12%,Financials,-5.59,5.10,1.57,22.05,1.74%,4.21%,13.26%,-0.08%
"XBI","NYSE",156.86,-1.59%,7522094,8853.61,0.85,1.53%,0.41%,15.47%,25.84%,28.65%,75.22%,Healthcare,-1.65,4.92,4.58,15.06,2.60%,5.00%,19.60%,-2.12%
"ICLN","NASD",18.36,-0.27%,5358385,6032.43,0.89,1.32%,-3.77%,-16.09%,-3.57%,11.75%,33.04%,Green Investing,-11.21,-6.72,6.85,14.56,1.77%,-5.35%,-1.91%,0.33%
"BLOK","NYSE",60.35,0.38%,87539,272.55,0.32,1.17%,-2.60%,-6.03%,10.96%,6.08%,2.01%,Fintech,-3.25,-12.74,-7.45,-9.84,0.23%,-2.77%,0.56%,-0.25%
"XHB","NYSE",109.53,1.09%,1343227,2680.85,0.50,0.66%,0.56%,10.66%,-9.18%,6.38%,-5.36%,Consumer Discretionary,-18.85,-7.57,-10.97,-6.91,1.56%,0.82%,2.40%,-0.13%
"PAVE","CBOE",58.31,-0.31%,1053422,1891.85,0.56,-0.07%,2.95%,3.26%,4.80%,22.01%,23.77%,Infrastructure,-0.94,2.14,16.08,20.45,1.62%,1.49%,9.59%,-0.80%
"ITA","CBOE",249.69,-0.77%,413684,744.58,0.56,-0.12%,5.61%,10.62%,8.11%,16.30%,26.87%,Industrials,1.04,-2.71,0.65,23.57,2.83%,4.38%,9.77%,-0.82%
"MAGS","CBOE",68.49,1.15%,2433870,4442.17,0.55,-0.13%,-0.77%,-2.89%,8.39%,3.84%,13.45%,Technology,8.47,-7.38,5.35,50.57,3.03%,3.82%,5.04%,0.91%
"INDA","CBOE",49.98,0.06%,2870993,6274.26,0.46,-0.28%,2.59%,4.17%,-6.63%,-7.53%,-5.18%,,-4.57,-4.57,-24.02,-26.80,1.10%,1.88%,-1.63%,-0.30%
"XRT","NYSE",89.29,0.57%,2953770,5172.42,0.57,-0.62%,0.21%,11.96%,2.31%,4.69%,5.01%,Consumer Discretionary,42.24,17.96,9.15,52.77,-0.57%,1.51%,4.63%,-0.16%
"COPX","NYSE",85.52,-3.15%,4879697,3350.36,1.46,-0.66%,10.69%,-6.95%,-5.10%,19.13%,80.96%,Materials,1.09,6.58,41.55,91.96,5.15%,6.16%,9.18%,-1.43%
"KIE","NYSE",63.96,0.71%,795486,1276.54,0.62,-1.83%,2.95%,14.77%,10.64%,6.33%,8.85%,Financials,18.43,46.90,16.36,-19.95,-0.54%,3.39%,8.80%,0.25%
"JETS","NYSE",31.86,0.76%,1480945,3076.24,0.48,-2.39%,1.95%,21.93%,6.66%,13.50%,23.92%,Industrials,-0.80,-4.72,-5.70,-16.10,1.27%,2.27%,13.78%,-0.56%
"KWEB","NYSE",26.85,-2.51%,43202052,24175.03,1.79,-5.39%,-0.56%,-12.23%,-21.26%,-21.15%,-28.65%,Technology,0.00,-16.32,-13.30,-2.38,-3.02%,1.17%,-14.54%,-1.67%
"EWZ","NYSE",33.77,-0.27%,23645661,22706.68,1.04,-5.70%,-5.88%,-8.18%,-13.76%,6.30%,20.24%,,-2.95,-16.33,23.52,38.75,-5.14%,-3.51%,-5.23%,-0.30%
