"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BETZ","NYSE",19.65,0.83%,6547,39.99,0.16,0.42%,5.59%,6.39%,9.76%,-6.34%,-19.63%,Consumer Discretionary,0.00,1.41,-13.25,-26.04,1.96%,1.99%,1.55%,0.87%
"IBUY","NYSE",73.84,0.09%,10947,14.79,0.74,0.41%,8.48%,13.44%,12.77%,-0.80%,1.77%,Consumer Discretionary,12.94,0.61,-8.38,-14.83,1.06%,4.06%,6.27%,-0.54%
"INDA","CBOE",49.64,0.18%,1970861,5887.13,0.33,-0.28%,4.22%,3.35%,-7.08%,-8.16%,-7.34%,,-3.54,-4.36,-24.01,-25.07,-0.33%,0.66%,-2.02%,-0.10%
"IGV","CBOE",103.37,1.43%,9537405,16098.05,0.59,-0.68%,18.68%,11.78%,27.96%,-2.20%,-2.44%,Technology,-3.45,-9.25,56.84,33.10,3.36%,9.30%,10.18%,0.85%
"KWEB","NYSE",26.66,-0.11%,18193747,21829.52,0.83,-1.30%,1.48%,-3.51%,-18.47%,-21.70%,-28.72%,Technology,-0.23,-22.85,-13.91,-5.72,-3.89%,0.32%,-14.02%,-0.97%
"KIE","NYSE",63.41,0.33%,826769,1244.59,0.66,-1.31%,1.02%,9.55%,9.92%,5.42%,7.60%,Financials,10.14,40.17,17.01,-22.02,-1.32%,1.10%,7.47%,-0.02%
"XRT","NYSE",87.71,1.13%,2462059,4913.97,0.50,-1.39%,1.54%,7.24%,-1.07%,2.84%,5.43%,Consumer Discretionary,-0.36,-33.33,-33.04,-31.91,-2.21%,-0.82%,2.61%,0.32%
"OIH","NYSE",415.33,-0.18%,253004,317.51,0.80,-1.42%,8.45%,-6.69%,6.62%,45.85%,72.95%,Energy,-10.41,-15.16,0.03,11.44,3.91%,6.47%,11.84%,-0.68%
"MAGS","CBOE",67.28,0.58%,2042951,4420.95,0.46,-1.44%,6.41%,-3.19%,7.48%,2.00%,15.24%,Technology,2.67,-8.55,1.08,40.22,0.40%,1.87%,3.22%,0.27%
"BOIL","NYSE",19.03,0.42%,3694558,4207.91,0.88,-1.65%,-16.90%,-30.40%,-46.66%,-58.45%,-66.85%,,15.82,38.26,-31.38,-28.97,-3.47%,-17.64%,-49.00%,-0.94%
"XHB","NYSE",106.50,0.83%,1122900,2594.22,0.43,-2.31%,-0.18%,6.97%,-10.44%,3.44%,-4.34%,Consumer Discretionary,-18.73,-4.66,-14.55,-16.06,-1.30%,-2.29%,-0.47%,-0.10%
"WISE","NASD",36.83,1.52%,3764,10.21,0.37,-3.26%,8.64%,-6.77%,5.78%,-5.47%,-2.76%,Robotics & Automation,0.00,-3.02,-16.62,-4.44,1.63%,0.26%,-2.86%,0.67%
"ICLN","NASD",17.59,-0.23%,8750716,5869.48,1.49,-3.40%,-4.25%,-20.69%,-6.98%,7.06%,24.05%,Green Investing,-5.19,-5.07,13.13,21.70,-1.79%,-7.23%,-6.13%,-0.51%
"PAVE","CBOE",56.39,0.62%,1638287,1826.99,0.90,-3.75%,-1.95%,3.39%,1.35%,18.00%,23.18%,Infrastructure,-0.38,2.54,17.22,20.71,-2.06%,-1.97%,5.45%,-0.04%
"KRE","NYSE",74.86,0.20%,14314364,13770.63,1.04,-3.94%,-0.39%,8.16%,4.12%,15.51%,21.15%,Financials,-8.01,2.56,-7.15,-0.26,-2.15%,-0.60%,8.30%,-0.49%
"IGPT","NYSE",91.87,0.16%,54213,216.50,0.25,-4.44%,0.13%,0.92%,43.97%,54.48%,86.12%,Robotics & Automation,-0.01,12.42,21.77,26.92,1.32%,-2.97%,23.40%,-1.03%
"BOTZ","NASD",36.04,0.64%,684719,881.73,0.78,-4.50%,5.04%,-9.10%,-7.64%,-0.52%,9.64%,Robotics & Automation,2.20,3.00,9.80,13.52,-0.97%,-1.15%,-2.35%,-0.06%
"IPO","NYSE",54.36,0.72%,7941,38.15,0.21,-4.63%,2.47%,2.88%,23.10%,19.08%,11.92%,,-5.03,-1.30,-5.47,-14.31,0.27%,-1.95%,11.08%,0.15%
"SMH","NASD",560.42,-0.40%,9574825,11232.86,0.85,-4.66%,-3.40%,-1.31%,35.03%,55.62%,94.96%,Technology,-2.15,2.63,10.61,17.74,-0.45%,-4.90%,19.97%,-1.58%
"CIBR","NASD",94.85,1.50%,2645900,1611.10,1.64,-4.77%,8.13%,15.46%,48.44%,32.75%,32.49%,Technology,1.65,4.68,5.85,9.90,-0.91%,3.53%,24.21%,1.16%
"TAN","NYSE",49.32,-0.82%,4930002,1300.53,3.79,-5.10%,-6.68%,-23.96%,-17.48%,0.41%,24.48%,Green Investing,-9.85,-15.64,38.76,60.69,-3.20%,-9.43%,-10.64%,-1.54%
"UFO","NASD",45.92,0.50%,178299,1095.86,0.16,-5.28%,5.03%,-22.12%,2.84%,18.81%,53.97%,Space Exploration & Technology,-7.33,-15.07,567.45,1219.71,-1.04%,-2.76%,-0.31%,-0.35%
"ITA","CBOE",237.34,-0.09%,544066,720.32,0.76,-6.27%,-0.37%,6.36%,-2.59%,10.55%,21.74%,Industrials,1.54,-2.01,0.87,24.59,-3.81%,-1.68%,3.93%,-0.69%
"JETS","NYSE",29.57,1.06%,2154116,2844.88,0.76,-6.31%,0.85%,9.52%,0.34%,5.34%,18.56%,Industrials,9.45,-6.40,-7.44,-16.43,-6.07%,-5.94%,4.98%,-0.03%
