"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IBUY","NYSE",73.78,-0.65%,18989,14.77,1.29,0.24%,5.52%,14.56%,13.56%,-0.88%,1.19%,Consumer Discretionary,12.88,0.61,-8.34,-14.78,1.36%,4.22%,6.19%,0.15%
"KWEB","NYSE",26.69,-1.95%,26258666,22007.44,1.19,-0.60%,0.95%,-5.09%,-18.50%,-21.62%,-28.16%,Technology,0.00,-22.61,-13.59,-5.45,-3.72%,0.45%,-14.11%,0.64%
"INDA","CBOE",49.55,0.02%,3764450,6024.65,0.62,-0.86%,2.76%,3.19%,-5.26%,-8.33%,-7.90%,,-3.54,-4.37,-24.05,-25.34,-0.35%,0.58%,-2.24%,0.00%
"IHI","NYSE",55.45,-2.10%,2681628,2881.27,0.93,-1.18%,12.22%,8.94%,-6.21%,-10.78%,-11.41%,Healthcare,2.29,-1.03,-5.60,-12.88,2.18%,6.95%,-0.88%,-1.49%
"KIE","NYSE",63.20,0.00%,782633,1245.93,0.63,-1.19%,0.75%,9.36%,9.91%,5.07%,7.21%,Financials,10.14,46.97,17.01,-22.02,-1.71%,0.94%,7.18%,0.43%
"IAI","NYSE",188.85,-0.70%,133075,93.22,1.43,-1.65%,-0.51%,5.57%,10.30%,5.29%,9.39%,Financials,-0.68,-6.51,-18.34,-10.48,0.11%,1.07%,5.66%,-1.01%
"MAGS","CBOE",66.89,-1.14%,1793817,4426.64,0.41,-2.34%,0.89%,-3.74%,8.61%,1.41%,13.99%,Technology,2.87,-8.74,1.65,40.42,0.13%,1.38%,2.61%,-0.55%
"XRT","NYSE",86.73,-2.36%,7040974,4926.20,1.43,-2.87%,-2.27%,7.13%,-1.47%,1.69%,3.52%,Consumer Discretionary,-6.18,-14.14,-24.46,-16.62,-3.27%,-1.87%,1.50%,-0.47%
"URA","NYSE",43.84,-2.60%,3010153,3373.44,0.89,-3.12%,7.01%,-8.74%,-18.69%,2.60%,20.27%,Materials,1.19,0.02,16.66,43.19,2.86%,1.99%,-9.73%,-1.06%
"BOIL","NYSE",18.95,-1.25%,5151963,4202.98,1.23,-3.37%,-17.07%,-32.61%,-45.17%,-58.62%,-65.93%,,7.13,26.34,-33.17,-23.72,-4.74%,-18.61%,-49.52%,-1.04%
"XHB","NYSE",105.62,-2.41%,2630398,2615.39,1.01,-3.57%,-1.22%,6.77%,-10.38%,2.58%,-5.97%,Consumer Discretionary,-16.85,-9.57,-15.83,-15.59,-2.21%,-3.04%,-1.28%,-0.20%
"IGPT","NYSE",91.72,0.37%,103749,217.44,0.48,-3.72%,-1.71%,2.96%,46.21%,54.23%,84.73%,Robotics & Automation,-2.78,12.51,21.94,27.13,1.33%,-3.11%,23.45%,0.34%
"PAVE","CBOE",56.04,-1.30%,1039232,1831.07,0.57,-3.89%,-0.99%,2.84%,1.36%,17.26%,22.17%,Infrastructure,-0.62,2.54,16.98,20.51,-2.77%,-2.54%,4.87%,-0.73%
"KRE","NYSE",74.71,-0.39%,15141028,13815.20,1.10,-3.91%,-1.18%,8.01%,5.24%,15.28%,20.42%,Financials,-6.42,9.96,-0.23,8.29,-2.40%,-0.72%,8.20%,-0.07%
"ICLN","NASD",17.63,-1.12%,4468720,5922.72,0.75,-3.98%,-4.91%,-18.08%,-6.27%,7.30%,22.52%,Green Investing,-5.70,-5.58,12.18,20.51,-1.62%,-7.24%,-5.92%,-0.93%
"IGV","CBOE",101.91,-0.88%,6393784,16289.37,0.39,-4.11%,14.48%,9.20%,24.61%,-3.58%,-4.16%,Technology,-4.06,-8.87,54.75,30.86,2.69%,8.03%,8.55%,-0.58%
"SMH","NASD",562.65,0.31%,5951204,11274.93,0.53,-4.49%,-4.13%,-0.36%,37.16%,56.24%,94.72%,Technology,-3.59,3.10,10.70,18.33,-0.06%,-4.56%,20.69%,0.59%
"ITA","CBOE",237.56,-3.49%,768059,722.11,1.06,-4.86%,2.79%,6.40%,-2.44%,10.65%,22.26%,Industrials,1.57,-1.95,0.84,23.62,-3.77%,-1.49%,4.08%,-2.84%
"TAN","NYSE",49.73,-1.47%,383843,1325.34,0.29,-5.22%,-7.43%,-20.96%,-15.02%,1.24%,21.20%,Green Investing,-9.71,-15.98,37.94,59.20,-2.58%,-9.01%,-9.89%,-1.52%
"BOTZ","NASD",35.81,-1.57%,723127,885.19,0.82,-5.31%,2.64%,-8.76%,-7.32%,-1.16%,7.93%,Robotics & Automation,2.18,2.98,9.74,13.43,-1.30%,-1.79%,-3.00%,-0.53%
"IPO","NYSE",53.97,-0.55%,9937,38.47,0.26,-5.58%,0.63%,5.29%,20.74%,18.23%,11.58%,,-5.01,-1.30,-5.45,-14.24,-0.18%,-2.60%,10.35%,-0.28%
"WISE","NASD",36.28,-0.73%,3249,10.27,0.32,-5.65%,4.73%,-6.69%,3.91%,-6.88%,-4.52%,Robotics & Automation,0.00,-3.01,-16.58,-4.43,0.62%,-1.33%,-4.44%,-0.60%
"UFO","NASD",45.69,-2.10%,293174,1110.04,0.26,-5.74%,4.43%,-22.45%,0.97%,18.21%,53.80%,Space Exploration & Technology,-7.18,-7.18,493.79,941.89,-1.22%,-3.50%,-0.71%,-1.97%
"JETS","NYSE",29.26,-2.17%,2170208,2931.87,0.74,-8.16%,-2.79%,10.67%,0.55%,4.24%,16.02%,Industrials,4.10,-6.27,-7.29,-14.87,-7.13%,-6.79%,3.97%,-0.81%
"CIBR","NASD",93.45,-2.19%,1681265,1617.16,1.04,-8.56%,4.61%,14.44%,41.78%,30.79%,29.97%,Technology,1.76,4.69,5.72,9.66,-2.04%,2.26%,22.51%,-1.33%
