"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RING","NASD",87.72,3.08%,1259060,711.29,1.77,14.46%,33.31%,16.59%,-2.86%,19.12%,76.93%,Materials,-17.62,-20.00,-24.84,-16.80,19.92%,27.33%,15.19%,4.06%
"SIL","NYSE",97.46,1.66%,2852213,1266.43,2.25,9.90%,25.92%,8.80%,-5.58%,16.69%,83.82%,Materials,0.40,-3.17,-7.81,13.59,16.01%,21.29%,11.03%,2.73%
"BOAT","NYSE",48.40,-0.68%,39983,26.94,1.48,6.47%,13.73%,11.47%,22.31%,53.34%,55.18%,Industrials,9.06,-1.57,33.52,30.94,7.84%,13.87%,25.32%,-0.23%
"COAL","NYSE",25.90,-0.35%,47454,43.81,1.08,5.95%,8.77%,4.43%,2.93%,13.54%,32.84%,Energy,0.00,-21.97,120.59,162.70,7.60%,8.66%,4.57%,-1.72%
"COPX","NYSE",89.93,1.87%,2426664,3144.85,0.77,5.16%,12.43%,9.26%,4.42%,25.27%,94.36%,Materials,-0.37,0.73,40.56,90.19,7.09%,11.24%,13.89%,3.08%
"XOP","NYSE",187.45,0.60%,3657391,3481.93,1.05,4.62%,6.15%,7.28%,23.84%,48.46%,51.04%,Energy,1.31,2.14,36.48,30.54,6.70%,12.31%,20.76%,-0.85%
"XBI","NYSE",163.38,-3.64%,14952399,8838.63,1.69,4.16%,7.41%,24.05%,28.91%,33.99%,83.12%,Healthcare,0.00,11.79,6.25,12.57,5.28%,7.09%,23.40%,-1.97%
"BLOK","NYSE",61.88,2.55%,126527,260.64,0.49,2.54%,-1.06%,-0.66%,15.36%,8.77%,7.30%,Fintech,-2.71,-16.14,-7.68,-10.05,3.05%,0.19%,3.54%,0.05%
"OIH","NYSE",416.06,-0.63%,294762,319.50,0.92,1.34%,7.10%,-7.76%,6.22%,46.10%,75.92%,Energy,-9.56,-11.68,0.03,11.36,4.40%,6.61%,12.23%,-1.21%
"CNBS","NYSE",27.68,-0.87%,1130,5.28,0.21,1.27%,7.80%,3.83%,9.87%,-2.45%,-4.58%,Cannabis Based Businesses,0.00,-4.82,-21.41,-24.58,7.13%,3.28%,6.15%,-0.30%
"BETZ","NYSE",19.49,0.25%,4755,39.98,0.12,1.27%,2.90%,4.77%,8.82%,-7.11%,-19.80%,Consumer Discretionary,0.00,1.42,-13.31,-26.13,1.32%,1.12%,0.68%,2.25%
"EWZ","NYSE",34.14,-0.35%,13720298,20988.71,0.65,1.10%,-6.77%,-7.10%,-11.58%,7.46%,23.71%,,-9.29,-21.56,14.73,28.41,-2.86%,-2.39%,-4.40%,-0.09%
"ARKK","CBOE",83.27,-0.05%,6326657,6170.43,1.03,0.82%,9.52%,9.80%,15.27%,8.26%,12.86%,Innovation / Patent Based,-2.68,-4.83,-12.67,-31.16,7.67%,6.82%,8.57%,-0.06%
