"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BOAT","NYSE",47.80,0.31%,46420,26.16,1.77,9.94%,14.47%,14.22%,24.28%,51.44%,53.90%,Industrials,6.40,-4.17,30.88,28.29,7.89%,13.27%,24.31%,-0.89%
"XOP","NYSE",185.35,1.09%,3915661,3456.77,1.13,3.91%,9.00%,5.19%,27.48%,46.80%,50.11%,Energy,4.53,5.22,39.70,34.03,6.15%,11.60%,19.87%,-0.18%
"IGPT","NYSE",92.16,-4.78%,205365,218.44,0.94,1.58%,3.59%,6.26%,48.24%,54.97%,80.11%,Robotics & Automation,-3.18,11.92,19.77,24.51,1.71%,-2.77%,24.57%,-1.69%
"XBI","NYSE",160.11,0.36%,6517168,8830.56,0.74,1.29%,6.08%,25.41%,28.47%,31.31%,77.49%,Healthcare,-0.32,8.42,5.84,13.84,4.14%,5.96%,21.42%,1.12%
"IAI","NYSE",190.40,-0.32%,69945,92.46,0.76,1.28%,1.42%,6.39%,12.49%,6.15%,9.45%,Financials,-0.68,-8.22,-18.83,-11.05,0.98%,2.11%,6.62%,-0.32%
"OIH","NYSE",420.49,-1.43%,153608,330.58,0.46,1.25%,12.08%,-7.36%,11.96%,47.66%,75.92%,Energy,-8.82,-14.12,-1.01,13.69,6.36%,7.66%,13.83%,-1.63%
"COAL","NYSE",25.07,-0.49%,14719,45.44,0.32,0.71%,7.41%,0.86%,0.08%,9.91%,24.48%,Energy,0.00,-22.41,127.70,174.25,5.05%,5.09%,1.36%,-1.34%
"ITA","CBOE",252.16,0.38%,420549,735.19,0.57,0.10%,9.98%,14.50%,5.87%,17.45%,28.70%,Industrials,1.93,-1.91,0.82,23.11,2.44%,4.79%,10.60%,0.66%
"BLOK","NYSE",59.21,-3.06%,184003,269.89,0.68,0.08%,-2.12%,-3.52%,10.55%,4.08%,-0.97%,Fintech,-2.41,-15.74,-7.33,-9.68,-1.59%,-4.24%,-1.06%,-1.43%
"KRE","NYSE",76.85,-0.70%,12307314,13678.26,0.90,0.05%,1.26%,13.15%,7.44%,18.58%,24.09%,Financials,-5.50,19.73,5.68,16.73,0.33%,2.35%,11.54%,-0.87%
"BETZ","NYSE",19.17,-1.52%,3169,40.28,0.08,-0.27%,-1.46%,3.57%,9.98%,-8.63%,-21.22%,Consumer Discretionary,0.00,1.41,-13.25,-26.04,0.01%,-0.49%,-1.06%,-0.81%
"KIE","NYSE",63.42,0.32%,1257665,1254.10,1.00,-0.31%,-1.08%,9.18%,8.69%,5.44%,9.53%,Financials,11.19,51.27,17.53,-19.32,-1.29%,1.71%,7.68%,-0.14%
"RING","NASD",77.70,-3.21%,1404756,699.79,2.01,-0.55%,28.28%,2.37%,-10.14%,5.51%,56.65%,Materials,-18.49,-21.79,-25.95,-17.64,9.40%,14.01%,2.37%,-1.73%
"SMH","NASD",569.77,-4.09%,11138632,11340.70,0.98,-0.55%,1.96%,4.32%,39.82%,58.21%,91.93%,Technology,-1.09,4.93,11.69,18.69,0.82%,-3.56%,22.74%,-0.80%
"EWZ","NYSE",33.70,-0.79%,17910638,21502.23,0.83,-0.82%,-5.02%,-8.27%,-10.70%,6.07%,19.53%,,-7.13,-19.79,17.76,31.99,-4.70%,-3.61%,-5.55%,-0.53%
"IPO","NYSE",54.50,-4.05%,21909,38.50,0.57,-0.86%,3.03%,11.29%,25.90%,19.39%,8.09%,,-4.80,-1.24,-5.22,-13.70,0.95%,-1.63%,11.56%,-1.70%
"IHI","NYSE",55.44,0.65%,2232246,2926.60,0.76,-0.96%,9.61%,11.37%,-5.36%,-10.80%,-10.04%,Healthcare,1.12,-1.08,-5.77,-13.36,3.42%,7.40%,-0.98%,-0.23%
"INDA","CBOE",49.38,-0.40%,3897625,6072.91,0.64,-1.42%,1.71%,3.22%,-7.30%,-8.64%,-7.70%,,-3.74,-4.35,-23.99,-25.45,-0.36%,0.41%,-2.67%,-0.34%
"UFO","NASD",47.16,-2.68%,446532,1146.07,0.39,-1.65%,9.57%,-18.11%,7.87%,22.02%,52.97%,Space Exploration & Technology,-8.69,-5.56,407.11,685.70,2.50%,-1.05%,2.68%,-0.61%
"CNBS","NYSE",26.64,-0.55%,4991,5.77,0.87,-1.66%,2.84%,-0.88%,13.56%,-6.10%,-10.51%,Cannabis Based Businesses,0.00,-12.44,-22.16,-20.77,4.09%,-1.24%,2.21%,-0.52%
"ARKK","CBOE",79.15,-3.18%,6731694,6217.92,1.08,-1.80%,5.60%,6.23%,12.59%,2.90%,2.65%,Innovation / Patent Based,-1.56,-49.23,-11.32,-51.63,3.46%,1.94%,3.15%,-1.06%
"IGV","CBOE",101.96,-0.03%,8366596,16952.43,0.49,-1.89%,9.66%,9.79%,25.94%,-3.53%,-6.81%,Technology,-4.63,-2.81,60.28,24.68,4.24%,8.45%,8.46%,-0.04%
"IBUY","NYSE",71.97,-0.21%,18892,14.78,1.28,-2.16%,0.71%,12.91%,12.81%,-3.31%,-2.71%,Consumer Discretionary,13.26,0.63,-8.54,-15.11,-0.44%,2.12%,3.59%,-0.76%
"PAVE","CBOE",57.31,-2.42%,1504073,1837.58,0.82,-2.37%,2.89%,4.73%,4.62%,19.92%,24.21%,Infrastructure,-0.78,1.66,16.12,19.58,-0.68%,-0.36%,7.42%,-1.70%
"BOTZ","NASD",36.55,-3.36%,712150,902.49,0.79,-2.48%,6.72%,-8.24%,-5.36%,0.88%,7.28%,Robotics & Automation,2.08,2.85,9.26,12.99,1.15%,0.03%,-1.04%,-1.01%
"CIBR","NASD",97.44,-0.36%,1494911,1628.17,0.92,-2.48%,6.16%,20.42%,48.67%,36.38%,35.05%,Technology,2.30,4.82,5.76,9.94,2.78%,7.06%,28.04%,0.12%
"MAGS","CBOE",66.74,-0.91%,3069939,4425.32,0.69,-2.48%,-0.28%,-3.92%,8.93%,1.18%,10.64%,Technology,1.95,-6.94,4.55,45.73,0.28%,1.22%,2.37%,-0.15%
"ICLN","NASD",17.74,-2.04%,4861392,5948.09,0.82,-2.53%,-2.21%,-16.83%,-5.29%,7.97%,22.43%,Green Investing,-9.36,-7.78,9.43,17.48,-1.40%,-7.26%,-5.30%,-1.00%
"XRT","NYSE",87.13,-0.47%,3834669,4996.58,0.77,-2.79%,-2.04%,9.47%,-0.31%,2.16%,3.33%,Consumer Discretionary,2.46,296.91,-0.74,11.89,-2.80%,-1.26%,2.05%,-0.70%
"WISE","NASD",36.72,-1.94%,3943,11.03,0.36,-3.24%,7.83%,-4.54%,5.15%,-5.76%,-8.03%,Robotics & Automation,0.00,-2.93,-16.19,-4.30,2.45%,-0.53%,-3.52%,-1.39%
"COPX","NYSE",85.57,-2.03%,3181578,3193.64,1.00,-3.41%,15.85%,4.54%,0.93%,19.19%,83.35%,Materials,-0.16,0.95,40.99,90.34,3.11%,6.28%,8.74%,-0.98%
"URA","NYSE",43.62,-3.60%,2959499,3409.31,0.87,-3.43%,12.80%,-10.39%,-15.00%,2.08%,11.28%,Materials,1.18,-0.30,16.49,42.66,3.16%,1.42%,-10.39%,-1.40%
"SIL","NYSE",87.53,-3.52%,979463,1283.05,0.76,-3.60%,22.57%,-3.40%,-10.26%,4.80%,62.51%,Materials,0.42,-3.35,-8.23,14.51,6.77%,9.92%,0.06%,-1.89%
"XHB","NYSE",105.95,-2.07%,1378786,2641.18,0.52,-3.94%,-0.11%,9.90%,-11.81%,2.90%,-6.35%,Consumer Discretionary,-15.10,-8.55,-14.87,-15.48,-1.89%,-2.67%,-0.95%,-2.04%
