"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"STFS","NASD","Star Fashion Culture Holdings Ltd","Communication Services","Advertising Agencies",10.91,9.14,-10.13%,12072,269.39,0.04,-50.03%,11.74%,127.37%,127.14%,127.82%,-85.07%,50.28%,,26.86%,34.12%,,103.76%,2.54%,5.03%
"SNWV","NASD","Sanuwave Health Inc","Healthcare","Medical Devices",54.95,6.39,-3.91%,245322,193.85,1.27,-45.29%,-24.91%,-64.54%,-77.24%,-78.59%,-82.92%,21.36%,,74.77%,2.97%,,2.96%,57.59%,7.76%
"NVVE","NASD","Nuvve Holding Corp","Consumer Cyclical","Specialty Retail",4.11,7.83,-6.56%,1609284,1099.49,1.46,-42.72%,21.51%,-29.55%,-88.87%,-82.87%,-98.82%,69.91%,,81.33%,49.11%,,,2.17%,5.90%
"ZSQR","NASD","Z Squared Inc","Technology","Software - Infrastructure",260.20,5.05,-7.25%,650242,458.13,1.42,-40.95%,-66.01%,-63.13%,-64.23%,-64.53%,-55.11%,25.16%,,34.74%,80.95%,,4.11%,1.04%,3.46%
"FAC","NASD","Factorial Energy Inc","Industrials","Electrical Equipment & Parts",606.82,5.67,1.61%,357073,473.63,0.75,-39.16%,-59.27%,-44.90%,-44.90%,-44.92%,-43.36%,36.40%,,8216.67%,,,22.32%,27.78%,0.75%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",971.15,25.15,-2.52%,2453952,2251.69,1.09,-34.68%,-29.45%,57.09%,20.57%,59.18%,,16.08%,-4.08%,-933.33%,46.00%,,-2.43%,21.24%,42.45%
"AIAI","NASD","AIAI Holdings Corp","Industrials","Conglomerates",544.62,6.99,0.87%,177625,380.52,0.47,-33.81%,-52.96%,,,-41.75%,,15.67%,,,,,4.01%,,1.52%
"GRRR","NASD","Gorilla Technology Group Inc","Technology","Software - Infrastructure",334.20,12.04,4.88%,1739948,1502.59,1.16,-32.92%,-31.98%,-3.83%,-3.99%,10.26%,-40.28%,17.20%,-591.70%,-507.27%,54.61%,,-1.09%,13.12%,15.06%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",200634.97,1354.82,-3.99%,19810859,13250.19,1.50,-29.29%,-31.97%,47.35%,249.35%,470.74%,3163.05%,11.43%,2129.34%,272.72%,251.03%,,-4.61%,79.71%,4.93%
"RGNX","NASD","Regenxbio Inc","Healthcare","Biotechnology",511.29,9.89,-11.70%,7516947,2008.80,3.74,-29.10%,42.71%,7.62%,-33.85%,-31.32%,13.81%,10.88%,26.96%,-1551.90%,-92.82%,18.88%,-1.91%,79.30%,22.51%
