"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"JEM","NASD","707 Cayman Holdings Ltd","Consumer Cyclical","Apparel Retail",,5.62,-7.02%,179616,399.02,0.45,-59.94%,-78.50%,-70.70%,-87.12%,-86.74%,-99.35%,30.38%,,,,,7.38%,,
"IONS","NASD","Ionis Pharmaceuticals Inc","Healthcare","Biotechnology",9059.69,54.82,-0.20%,2828442,2452.25,1.16,-35.09%,-25.19%,-28.58%,-32.87%,-30.70%,30.52%,6.11%,-54.28%,39.38%,86.98%,,1.14%,104.54%,10.75%
"AIAI","NASD","AIAI Holdings Corp","Industrials","Conglomerates",648.64,8.32,-11.90%,152751,389.41,0.39,-34.45%,-43.71%,,,-30.63%,,12.96%,,,,,4.20%,,1.51%
"FAC","NASD","Factorial Energy Inc","Industrials","Electrical Equipment & Parts",647.49,6.05,-0.49%,513957,468.01,1.10,-33.59%,-60.53%,-41.03%,-41.21%,-41.23%,-39.62%,36.36%,,8216.67%,,,,28.09%,0.75%
"GRRR","NASD","Gorilla Technology Group Inc","Technology","Software - Infrastructure",330.73,11.91,-28.95%,7129364,1353.16,5.29,-31.95%,-31.52%,0.89%,-3.60%,9.11%,-42.58%,6.75%,-591.70%,-507.27%,54.61%,,-1.07%,13.12%,15.06%
"IBM","NYSE","International Business Machines Corp","Technology","Information Technology Services",198677.64,211.38,-2.62%,27415539,10055.38,2.74,-30.02%,-22.35%,-12.02%,-32.29%,-28.64%,-25.23%,4.39%,6.56%,14.44%,9.46%,7.87%,-0.22%,66.18%,3.65%
"FBYD","NASD","Falcon's Beyond Global Inc","Industrials","Conglomerates",1525.23,12.58,17.35%,243063,122.07,2.00,-28.97%,-14.77%,6.34%,28.63%,-16.19%,101.28%,17.79%,,137.63%,214.75%,,0.12%,5.39%,4.74%
"SNWV","NASD","Sanuwave Health Inc","Healthcare","Medical Devices",62.47,7.26,-39.26%,2085636,148.34,14.13,-28.07%,-51.27%,-58.51%,-75.26%,-75.65%,-78.16%,12.02%,,74.77%,2.97%,,3.16%,57.69%,7.76%
"WSHP","NASD","WeShop Holdings Ltd","Communication Services","Internet Content & Information",119.90,5.11,-6.24%,56616,1037.58,0.05,-25.94%,-7.26%,-8.75%,-91.08%,-94.62%,,11.70%,,-760.44%,-72.28%,,28.00%,0.19%,48.43%
"ZSQR","NASD","Z Squared Inc","Technology","Software - Infrastructure",269.63,5.24,-6.46%,1525354,422.57,3.63,-25.59%,-52.05%,-57.89%,-62.23%,-63.24%,-46.77%,23.93%,,34.74%,80.95%,,4.05%,1.04%,3.46%
"STUB","NYSE","Stubhub Holdings Inc","Communication Services","Internet Content & Information",3553.52,9.47,-11.29%,11834719,6342.08,1.88,-25.47%,-17.41%,37.17%,-25.65%,-30.04%,,9.05%,107.24%,189.24%,12.18%,,1.35%,48.61%,10.11%
"SDOT","NASD","Sadot Group Inc","Consumer Defensive","Farm Products",11.29,15.17,-7.44%,263130,3262.82,0.08,-25.31%,-6.42%,-54.03%,-79.56%,-37.31%,-94.12%,74.76%,,-250.07%,-100.00%,,0.12%,0.63%,13.51%
"CLRO","NASD","ClearOne Inc","Technology","Communication Equipment",20.49,7.66,15.71%,2561430,3361.39,0.77,-24.61%,105.91%,181.62%,38.27%,50.49%,-17.72%,46.73%,,88.11%,-100.00%,,1.12%,4.57%,2.45%
"VOYG","NYSE","Voyager Technologies Inc","Industrials","Aerospace & Defense",1568.67,26.47,-11.11%,3547815,2354.49,1.51,-22.35%,-35.67%,-12.18%,-18.83%,1.26%,-34.72%,7.40%,-48.39%,-27.15%,2.14%,33.64%,18.77%,63.42%,20.62%
"NTLA","NASD","Intellia Therapeutics Inc","Healthcare","Biotechnology",1832.46,13.11,-1.39%,2644184,6865.50,0.39,-22.12%,8.30%,-11.27%,14.74%,45.88%,14.24%,7.91%,16.26%,26.48%,-9.50%,47.92%,4.27%,76.35%,36.87%
"KYTX","NASD","Kyverna Therapeutics Inc","Healthcare","Biotechnology",472.07,7.76,-2.20%,1088568,1178.82,0.93,-21.64%,-3.60%,-17.04%,-5.65%,-17.39%,103.27%,10.28%,21.29%,36.35%,,13.10%,0.86%,42.89%,19.16%
"RGC","NASD","Regencell Bioscience Holdings Ltd","Healthcare","Drug Manufacturers - Specialty & Generic",2531.87,5.11,-9.56%,296005,256.44,1.16,-21.26%,-72.86%,-83.03%,-88.42%,-75.67%,-62.70%,18.96%,,-189.19%,,,11.54%,0.13%,1.36%
"PSNY","NASD","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers",2165.24,15.05,-1.70%,211977,132.68,1.61,-20.45%,-21.49%,-27.75%,-23.87%,-29.57%,-53.55%,9.26%,58.66%,65.78%,16.11%,40.68%,194.23%,26.23%,1.44%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",1129.47,29.25,-6.04%,3623788,2168.20,1.68,-20.39%,18.42%,81.79%,56.58%,85.13%,,16.43%,-4.08%,-933.33%,46.00%,,-2.31%,21.29%,42.45%
