"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ALMS","NASD","Alumis Inc","Healthcare","Biotechnology",1516.50,11.36,9.76%,7547496,1851.42,4.08,-51.06%,-58.11%,-44.29%,-58.90%,16.39%,142.74%,9.85%,-14.16%,-243.88%,-37.66%,10.01%,3.48%,66.02%,6.08%,-49.10%,-55.63%,-48.76%,9.49%
"RARE","NASD","Ultragenyx Pharmaceutical Inc","Healthcare","Biotechnology",1464.04,14.85,-44.03%,27037365,2412.64,11.21,-43.45%,-40.43%,-36.29%,-30.80%,-35.43%,-52.93%,4.13%,31.44%,22.67%,28.53%,71.02%,1.00%,105.48%,17.67%,-41.91%,-46.94%,-43.07%,6.07%
"MF","NASD","MindForge Inc","Communication Services","Advertising Agencies",21.58,10.79,-21.18%,373024,1274.16,0.29,-42.64%,15.28%,246.95%,-75.75%,-78.42%,-84.27%,20.51%,,-300.92%,-32.59%,,21.46%,0.56%,1.27%,-25.86%,12.02%,-62.63%,-16.65%
"IMC","AMEX","IMC Rare Earths Ltd","Basic Materials","Other Industrial Metals & Mining",,7.20,10.60%,117529,313.39,0.38,-33.46%,6.51%,,,39.00%,,19.72%,,,,,,,,-21.96%,-15.26%,-15.26%,0.56%
"CRDO","NASD","Credo Technology Group Holding Ltd","Technology","Semiconductors",30853.24,164.17,-0.64%,13686063,7568.56,1.81,-31.66%,-26.92%,-24.52%,43.08%,14.09%,31.58%,8.39%,81.15%,93.83%,114.73%,52.03%,-3.03%,71.77%,3.63%,-29.66%,-29.29%,-6.31%,-2.57%
"PSNY","NASD","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers",1250.23,8.69,-27.52%,1249456,142.56,8.76,-30.59%,-41.00%,-55.23%,-47.04%,-59.34%,-73.67%,4.02%,58.61%,65.78%,16.11%,,30.37%,26.76%,1.68%,-33.34%,-42.01%,-50.69%,-20.86%
"LPTH","NASD","Lightpath Technologies Inc","Technology","Electronic Components",639.72,9.64,1.05%,2476758,3258.02,0.76,-30.09%,-19.60%,-45.29%,-14.92%,-10.74%,72.76%,9.16%,37.78%,19.17%,108.89%,,32.42%,80.58%,16.91%,-24.20%,-22.08%,-18.83%,-0.27%
"KZIA","NASD","Kazia Therapeutics Limited ADR","Healthcare","Biotechnology",138.99,12.16,-3.57%,413118,222.92,1.85,-28.05%,1.33%,6.67%,42.89%,76.49%,51.43%,13.02%,-7.86%,67.55%,,-13.56%,19.59%,36.49%,5.69%,-11.10%,-8.99%,15.81%,-3.65%
"CNXU","NASD","Conexeu Sciences Inc","Healthcare","Biotechnology",141.02,5.27,-5.22%,304764,156.95,1.94,-25.14%,-41.38%,-67.06%,,-60.96%,,11.63%,,-519.42%,,,46.29%,0.10%,1.15%,-31.70%,-40.14%,-48.37%,-4.01%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1172.93,14.67,1.88%,10047748,11076.09,0.91,-24.07%,-30.61%,-31.45%,81.56%,100.68%,264.93%,8.15%,62.83%,83.00%,-29.40%,58.85%,33.57%,55.15%,22.08%,-23.53%,-31.45%,9.63%,2.66%
"EIX","NYSE","Edison International","Utilities","Utilities - Regulated Electric",21665.02,56.30,2.01%,8162427,3700.55,2.21,-23.59%,-17.59%,-21.60%,-20.95%,-6.20%,1.72%,7.85%,-6.35%,55.28%,-4.09%,1.64%,0.46%,97.34%,3.44%,-18.04%,-22.78%,-17.80%,1.59%
"HCWC","AMEX","Healthy Choice Wellness Corp","Consumer Defensive","Grocery Stores",6.48,6.99,-2.65%,83579,362.42,0.23,-22.74%,-4.12%,-33.38%,-25.12%,-20.43%,-51.37%,14.82%,,,,,13.68%,3.24%,,-23.17%,-8.73%,-31.43%,-3.72%
"SPRC","NASD","SciSparc Ltd","Healthcare","Biotechnology",2.94,5.13,-12.31%,41262,329.08,0.13,-22.51%,-25.54%,-55.55%,-7.73%,-58.09%,-74.21%,7.67%,,,,,13.56%,9.38%,3.07%,-21.16%,-14.66%,-36.14%,-8.56%
"PCG","NYSE","PG&E Corp","Utilities","Utilities - Regulated Electric",30745.09,13.96,4.73%,65409301,28246.28,2.32,-22.23%,-18.84%,-17.00%,-23.00%,-13.13%,-9.06%,9.02%,10.25%,40.08%,0.07%,9.34%,0.13%,100.20%,1.63%,-17.12%,-18.58%,-16.78%,4.57%
"XPON","NASD","Expion Energy Inc","Industrials","Electrical Equipment & Parts",5.97,6.20,1.97%,108364,2464.58,0.04,-22.21%,86.19%,-1.76%,-30.22%,-23.78%,-64.12%,23.18%,,72.72%,-32.10%,,6.25%,4.75%,2.62%,21.07%,36.24%,-21.47%,2.99%
"REAX","NASD","Real REMAX Group Inc","Real Estate","Real Estate Services",403.35,18.40,2.05%,696399,594.70,1.17,-22.13%,6.36%,13.58%,-29.23%,-49.59%,-65.09%,12.80%,-32.00%,-637.65%,29.56%,,,35.76%,23.96%,-21.17%,-11.73%,-30.14%,0.00%
"CPIX","NASD","Cumberland Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",101.14,6.75,3.53%,17740,107.69,0.16,-21.97%,-10.60%,49.05%,147.29%,118.71%,141.13%,12.56%,,-476.57%,-98.46%,,-6.35%,16.48%,3.73%,-12.56%,5.17%,72.41%,3.53%
"ENOV","NYSE","Enovis Corp","Healthcare","Medical Devices",1118.78,19.40,-3.96%,2331202,1181.11,1.97,-21.87%,-35.72%,-15.14%,-20.23%,-27.18%,-36.73%,7.05%,10.28%,96.78%,3.23%,6.94%,2.94%,122.82%,15.49%,-21.05%,-24.10%,-21.71%,-4.34%
"IMUX","NASD","Immunic Inc","Healthcare","Biotechnology",174.11,12.76,-10.39%,841505,186.18,4.52,-21.72%,-8.92%,-11.57%,14.95%,139.09%,58.57%,7.22%,41.91%,60.47%,,25.58%,13.68%,79.33%,10.02%,-18.44%,-15.00%,16.05%,-10.39%
