"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"MNRO","NASD","Monro Inc","Consumer Cyclical","Auto Parts",382.77,12.25,-8.89%,2020718,1133.93,1.78,-27.04%,-28.57%,-30.24%,-35.49%,-38.87%,-13.09%,7.33%,-61.43%,70.53%,-4.62%,27.88%,-13.32%,102.33%,26.13%,-25.18%,-24.03%,-31.60%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",1697.62,48.25,-1.07%,3383470,1422.25,2.38,-25.64%,-39.01%,4.89%,2439.47%,2439.47%,-2.53%,19.35%,40.15%,49.08%,,6.97%,16.54%,27.07%,8.42%,-25.86%,-31.58%,-95.48%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",25488.85,35.60,-26.85%,62973056,11516.91,5.47,-25.13%,-38.57%,-35.58%,-52.99%,-56.07%,-74.16%,5.81%,2.86%,37.20%,35.93%,14.82%,6.33%,82.61%,4.71%,-31.25%,-27.31%,-49.06%
"PSN","NYSE","Parsons Corp","Technology","Information Technology Services",4721.87,44.21,2.41%,2775694,1389.57,2.00,-24.72%,-16.84%,-12.30%,-37.64%,-28.46%,-40.42%,10.33%,-15.26%,-128.34%,-0.53%,8.18%,-2.67%,101.45%,5.44%,-19.33%,-19.56%,-30.24%
"ALNY","NASD","Alnylam Pharmaceuticals Inc","Healthcare","Biotechnology",27439.50,205.52,0.02%,4475592,1414.79,3.16,-24.38%,-31.87%,-33.59%,-40.74%,-48.32%,-47.60%,6.00%,190.26%,337.86%,66.86%,76.69%,-0.22%,98.91%,4.34%,-26.40%,-28.67%,-41.16%
"SDOT","NASD","Sadot Group Inc","Consumer Defensive","Farm Products",17.49,13.25,-5.63%,257783,3832.31,0.07,-24.37%,-81.60%,-32.05%,-79.23%,-45.25%,-92.54%,13.70%,,-250.07%,-100.00%,,0.10%,0.46%,6.29%,-37.90%,-26.52%,-70.42%
"CVLG","NYSE","Covenant Logistics Group Inc","Industrials","Trucking",894.07,35.52,-3.61%,428720,199.17,2.15,-24.02%,-20.77%,1.89%,37.41%,61.16%,47.08%,9.32%,11.44%,-11.46%,9.91%,34.83%,7.10%,58.50%,4.60%,-21.46%,-18.58%,17.54%
"HUN","NYSE","Huntsman Corp","Basic Materials","Chemicals",1711.72,9.76,-19.14%,8700646,5797.49,1.50,-23.75%,-7.49%,-32.08%,-12.70%,-2.40%,0.62%,5.06%,73.09%,96.23%,14.06%,,8.90%,99.59%,10.50%,-16.69%,-23.56%,-17.11%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",3070.00,14.85,-20.20%,17469115,6019.38,2.90,-23.57%,-38.15%,-34.12%,-34.00%,-24.81%,7.76%,5.10%,,127.27%,31.55%,,6.62%,104.08%,12.67%,-26.54%,-23.66%,-23.13%
"PHAT","NASD","Phathom Pharmaceuticals Inc","Healthcare","Biotechnology",697.87,8.75,-3.10%,3311747,1204.31,2.75,-23.51%,-16.94%,-21.88%,-35.33%,-47.26%,2.46%,7.34%,74.48%,79.93%,88.02%,,5.77%,53.44%,24.10%,-21.99%,-18.95%,-30.89%
"TDOC","NYSE","Teladoc Health Inc","Healthcare","Health Information Services",1211.25,6.71,1.98%,8552213,4978.83,1.72,-23.49%,-26.26%,10.73%,17.72%,-4.14%,-6.93%,7.17%,24.00%,-15.72%,-3.95%,24.09%,5.04%,80.01%,15.95%,-25.59%,-17.45%,-2.62%
"AMKR","NASD","AMKOR Technology Inc","Technology","Semiconductor Equipment & Materials",12390.33,49.87,3.34%,6920457,5940.47,1.16,-23.23%,-37.65%,-28.50%,-0.26%,26.32%,121.05%,11.74%,65.26%,216.53%,25.58%,30.51%,6.14%,50.11%,14.39%,-20.11%,-29.92%,-7.20%
"LII","NYSE","Lennox International Inc","Industrials","Building Products & Equipment",14373.09,415.88,-0.38%,883504,442.26,2.00,-23.15%,-27.18%,-22.25%,-16.17%,-14.35%,-31.71%,5.87%,2.29%,-1.15%,2.96%,7.32%,-0.14%,78.48%,7.82%,-21.14%,-20.85%,-18.34%
"FRMI","NASD","Fermi Inc","Real Estate","REIT - Specialty",3627.79,5.69,-15.45%,25717210,18582.54,1.38,-23.11%,-33.22%,10.92%,-41.34%,-28.87%,,11.99%,105.64%,,,,36.59%,11.97%,14.92%,-14.44%,-19.65%,-44.94%
"ORN","NYSE","Orion Group Holdings Inc","Industrials","Engineering & Construction",396.04,9.78,2.19%,1264154,510.90,2.47,-22.93%,-36.70%,-28.19%,-21.88%,-1.61%,31.98%,10.67%,16.00%,-585.31%,8.08%,47.97%,2.01%,84.51%,5.55%,-23.44%,-30.03%,-19.06%
"WU","NYSE","Western Union Company","Financial","Credit Services",1987.09,6.36,-17.30%,55552298,8294.64,6.70,-22.63%,-18.98%,-30.03%,-32.12%,-31.69%,-20.99%,4.13%,-20.53%,-33.96%,-1.15%,0.99%,-2.85%,100.88%,18.48%,-21.00%,-18.82%,-28.01%
"MTZ","NYSE","Mastec Inc","Industrials","Engineering & Construction",20789.78,263.10,-18.91%,3948744,1227.90,3.22,-22.12%,-32.64%,-33.23%,7.35%,21.04%,39.05%,7.16%,40.21%,51.04%,23.38%,34.24%,-1.84%,74.31%,6.87%,-23.74%,-28.11%,-11.43%
"RDCM","NASD","Radcom","Communication Services","Telecom Services",171.41,10.24,2.09%,207611,217.79,0.95,-21.41%,-28.74%,-35.84%,-16.75%,-21.71%,-24.48%,4.49%,-2.29%,23.00%,12.02%,,-7.08%,46.54%,2.85%,-23.28%,-24.46%,-21.99%
"OI","NYSE","O-I Glass Inc","Consumer Cyclical","Packaging & Containers",1098.67,7.15,-2.72%,3851824,3251.04,1.18,-21.26%,-25.44%,-21.51%,-53.18%,-51.56%,-45.04%,6.42%,-64.84%,-19384.00%,-2.23%,7.00%,2.38%,102.71%,7.21%,-20.50%,-20.13%,-39.35%
"RXO","NYSE","RXO Inc","Industrials","Trucking",3339.64,20.25,-1.56%,2444067,2395.34,1.02,-20.99%,-27.00%,1.40%,36.09%,60.21%,31.07%,9.43%,234.92%,-15.39%,-0.56%,,0.53%,111.58%,9.05%,-22.65%,-23.33%,11.41%
"PACK","NYSE","Ranpak Holdings Corp","Consumer Cyclical","Packaging & Containers",437.99,5.12,-0.97%,1007075,613.45,1.64,-20.87%,-25.90%,0.59%,-1.73%,-5.36%,40.27%,8.69%,61.11%,-3.60%,13.98%,,0.56%,85.95%,3.83%,-20.93%,-24.55%,-5.84%
"CHRW","NASD","C.H. Robinson Worldwide Inc","Industrials","Integrated Freight & Logistics",17413.39,147.73,0.55%,4180948,1887.77,2.21,-20.79%,-22.76%,-18.74%,-23.74%,-8.11%,28.10%,7.08%,22.15%,23.83%,19.28%,17.30%,3.33%,106.87%,6.40%,-22.05%,-20.54%,-14.03%
"OLN","NYSE","Olin Corp","Basic Materials","Chemicals",2109.81,18.51,-16.51%,10112225,2824.87,3.58,-20.22%,-5.51%,-35.01%,-17.14%,-11.14%,-2.27%,4.19%,110.69%,-933.63%,-0.93%,,4.56%,99.72%,12.61%,-14.61%,-19.32%,-21.91%
