"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"CDNL","NASD","Cardinal Infrastructure Group Inc","Industrials","Engineering & Construction",1869.82,39.23,-0.48%,631235,743.77,0.85,-34.62%,-44.92%,-24.77%,56.92%,62.24%,,15.96%,132.10%,-52.32%,113.87%,,9.92%,111.24%,13.51%,-31.79%,-41.86%,-13.94%,-1.56%
"CLBT","NASD","Cellebrite DI Ltd","Technology","Software - Infrastructure",2604.15,10.44,-6.28%,8223023,2523.87,3.26,-34.34%,-32.38%,-19.57%,-28.69%,-42.10%,-33.08%,6.58%,-10.99%,-67.77%,15.77%,21.13%,-2.14%,43.38%,6.60%,-27.65%,-27.43%,-30.65%,-6.70%
"AMIX","NASD","Autonomix Medical Inc","Healthcare","Medical Devices",6.21,6.40,-6.57%,123321,3774.10,0.03,-31.11%,43.82%,-6.23%,-20.49%,-44.59%,-73.03%,15.68%,53.45%,77.77%,,29.01%,-2.19%,5.24%,28.33%,-5.43%,-5.97%,-36.31%,-6.30%
"SSTI","NASD","SoundThinking Inc","Technology","Software - Application",72.28,5.58,-10.00%,551109,130.30,4.23,-30.86%,-35.04%,-15.71%,-26.39%,-30.51%,-56.27%,5.90%,-50.68%,-47.72%,-7.73%,,-17.08%,60.39%,4.98%,-29.45%,-31.42%,-25.17%,-10.58%
"BYND","NASD","Beyond Meat Inc","Consumer Defensive","Packaged Foods",199.96,11.63,-13.66%,2864467,1241.47,2.31,-25.45%,-34.42%,-51.80%,-45.46%,-52.72%,-84.97%,11.19%,24.60%,85.30%,-8.30%,,,95.50%,26.18%,-26.75%,-37.54%,-53.32%,-9.35%
"BSP","NASD","Bending Spoons S.p.A","Technology","Software - Application",24455.94,38.50,-2.06%,1225911,3325.21,0.37,-25.14%,18.83%,,,24.19%,,16.05%,,,,,162.08%,11.51%,6.28%,-1.69%,3.30%,3.30%,-1.79%
"BETR","NASD","Better Home & Finance Holding Co","Financial","Mortgage Finance",257.24,13.54,-1.38%,995651,453.24,2.20,-24.99%,-42.19%,-49.85%,-56.82%,-58.44%,-18.51%,12.79%,68.01%,31.33%,17.19%,,6.91%,28.33%,35.69%,-29.81%,-41.99%,-60.43%,-0.95%
"FRVO","NASD","Fervo Energy Co","Utilities","Utilities - Renewable",5333.07,18.10,-8.40%,6562242,3237.21,2.03,-24.33%,-26.57%,-55.92%,,-49.72%,,14.69%,,,,,42.35%,41.69%,6.94%,-20.36%,-33.72%,-39.72%,-7.13%
"ADIG","NYSE","ADI Global Distribution Inc","Technology","Computer Hardware",1627.04,21.43,0.89%,1689129,1384.13,1.22,-24.20%,,,,-2.59%,,15.24%,,,,,0.07%,,,-11.11%,-11.11%,-11.11%,0.09%
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",818.23,8.89,-1.33%,1485239,2188.29,0.68,-24.02%,-16.84%,13.54%,205.50%,203.41%,261.38%,9.80%,,597.14%,126.24%,,-2.93%,60.44%,9.23%,-16.44%,-17.74%,59.29%,-0.34%
"FTK","NYSE","Flotek Industries Inc","Energy","Oil & Gas Equipment & Services",1038.08,28.66,-20.01%,2820644,383.63,7.35,-23.82%,9.51%,46.15%,65.76%,66.34%,140.23%,8.74%,-15.80%,430.12%,70.29%,1.00%,2.04%,34.25%,13.99%,-4.22%,8.99%,48.34%,-19.49%
"LFTO","NASD","Liftoff Mobile Inc","Communication Services","Advertising Agencies",3307.04,19.53,-9.63%,1389511,1144.38,1.21,-22.84%,-13.62%,,,-22.19%,,11.10%,,82.51%,35.43%,,11.06%,14.26%,3.39%,-14.97%,-19.00%,-19.29%,-7.00%
"LIF","NASD","Life360 Inc","Technology","Software - Application",4088.69,50.18,-2.01%,1065322,791.61,1.35,-22.33%,-6.71%,30.24%,1.76%,-21.76%,-41.26%,7.80%,-49.48%,-28.71%,37.77%,1.74%,-20.62%,75.73%,10.76%,-8.72%,-4.94%,-9.22%,-0.74%
