"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"UCTT","NASD","Ultra Clean Hldgs Inc","Technology","Semiconductor Equipment & Materials",3118.71,69.57,-10.23%,2097986,1356.41,1.55,-31.43%,-46.77%,-11.09%,52.20%,174.65%,183.03%,8.68%,145.07%,-256.27%,2.91%,95.65%,2.53%,102.02%,8.18%,-29.03%,-29.69%,15.51%
"STRL","NASD","Sterling Infrastructure Inc","Industrials","Engineering & Construction",15166.23,494.24,-8.15%,988516,803.96,1.23,-31.29%,-39.27%,4.75%,32.77%,61.40%,87.16%,9.27%,73.65%,141.86%,91.59%,38.51%,-1.15%,92.42%,4.28%,-25.77%,-35.84%,-1.42%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",3193.19,43.42,-8.22%,5301838,2721.90,1.95,-31.12%,-45.23%,-41.67%,-19.44%,-5.55%,28.46%,8.75%,90.16%,106.00%,55.34%,96.55%,-4.02%,109.31%,29.69%,-30.61%,-37.80%,-26.15%
"ORN","NYSE","Orion Group Holdings Inc","Industrials","Engineering & Construction",367.55,9.08,-24.14%,3587692,452.17,7.93,-30.95%,-47.02%,-21.45%,-24.83%,-8.65%,-3.40%,5.64%,48.19%,-585.31%,8.08%,47.97%,2.01%,84.49%,5.55%,-31.83%,-35.95%,-24.76%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",6140.18,76.52,-13.18%,12043081,11751.02,1.02,-30.76%,-49.02%,-44.25%,104.65%,119.51%,217.38%,10.78%,497.41%,-2.56%,51.36%,,12.49%,72.16%,13.10%,-30.78%,-47.75%,-14.40%
"VEEE","NASD","Twin Vee PowerCats Co","Consumer Cyclical","Recreational Vehicles",7.39,12.94,-13.15%,174269,2344.07,0.07,-30.28%,159.84%,89.56%,-76.10%,-79.90%,-84.73%,35.31%,,67.74%,9.76%,,23.49%,4.93%,54.36%,-25.19%,22.50%,-64.88%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",2418.70,36.97,-13.54%,7861503,9487.19,0.83,-30.22%,-48.26%,-46.19%,114.94%,126.12%,1514.41%,11.43%,172.45%,84.63%,39.10%,,5.36%,58.64%,17.58%,-30.39%,-53.64%,-20.07%
"QMLS","NASD","QumulusAI Inc","Technology","Software - Infrastructure",210.35,6.40,-1.23%,205139,792.39,0.26,-30.13%,,,,-83.16%,,38.10%,,-834.02%,76.07%,,181.49%,3.47%,,-33.25%,-33.25%,-33.25%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",2133.38,65.40,-6.57%,2445404,2560.14,0.96,-30.08%,-30.99%,-20.66%,135.68%,223.92%,248.24%,10.89%,2000.00%,143.11%,33.69%,,3.25%,69.92%,15.69%,-15.66%,-28.33%,24.45%
"AESI","NYSE","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services",1271.54,10.18,-7.29%,4756583,3416.69,1.39,-30.03%,-39.15%,-40.47%,-12.32%,8.07%,-26.82%,9.11%,-66.80%,-3817.65%,-10.76%,,-7.44%,72.47%,28.79%,-25.31%,-35.88%,-20.65%
"PSN","NYSE","Parsons Corp","Technology","Information Technology Services",4313.38,40.32,-35.00%,12069939,1196.25,10.09,-29.98%,-21.43%,-22.22%,-43.54%,-34.76%,-46.58%,4.04%,3.77%,-18.11%,-4.06%,10.66%,-2.67%,100.91%,5.44%,-27.88%,-27.04%,-36.80%
"TTMI","NASD","TTM Technologies Inc","Technology","Electronic Components",10568.82,101.77,-6.37%,6647269,2746.36,2.42,-29.67%,-45.52%,-26.03%,7.57%,47.49%,109.75%,9.14%,63.82%,51.66%,30.42%,38.88%,-3.16%,94.33%,2.37%,-27.05%,-39.70%,-8.98%
"SDOT","NASD","Sadot Group Inc","Consumer Defensive","Farm Products",14.58,14.27,-4.61%,362205,3823.41,0.09,-29.64%,-60.20%,-46.35%,-79.44%,-41.03%,-92.67%,16.42%,,-250.07%,-100.00%,,0.10%,0.46%,6.29%,-45.33%,-19.09%,-68.78%
"OPTX","NASD","Syntec Optics Holdings Inc","Technology","Electronic Components",236.65,5.88,-7.92%,517679,1032.10,0.50,-29.30%,-44.47%,-28.35%,9.20%,105.42%,210.85%,11.58%,,-376.14%,-7.86%,,162.63%,5.16%,22.68%,-29.67%,-41.98%,-8.15%
"IREN","NASD","IREN Ltd","Financial","Capital Markets",10459.49,29.31,-13.62%,69632035,47738.90,1.46,-29.00%,-36.16%,-34.05%,-51.14%,-22.40%,85.62%,8.63%,-277.30%,-802.55%,2.30%,71.80%,4.46%,46.91%,30.42%,-24.46%,-40.87%,-39.36%
"COHR","NYSE","Coherent Corp","Technology","Scientific & Technical Instruments",43441.72,222.05,-8.75%,6856122,5800.03,1.18,-28.87%,-43.24%,-26.95%,3.76%,20.31%,107.56%,8.86%,54.58%,990.95%,20.55%,55.47%,0.37%,82.47%,4.65%,-26.47%,-36.83%,-12.41%
"MOD","NYSE","Modine Manufacturing Co","Consumer Cyclical","Auto Parts",9455.20,178.04,-14.43%,4729985,1426.75,3.32,-28.68%,-30.55%,-24.90%,21.20%,33.35%,59.04%,6.27%,55.42%,47.51%,47.47%,47.54%,-7.20%,105.49%,5.44%,-23.42%,-31.17%,-13.06%
"COHU","NASD","Cohu Inc","Technology","Semiconductor Equipment & Materials",1855.88,39.34,-7.37%,1790286,1435.04,1.25,-28.49%,-42.25%,-10.89%,35.70%,69.06%,104.15%,7.24%,363.26%,61.11%,29.26%,,6.05%,107.18%,17.48%,-26.15%,-29.49%,8.06%
"AKAN","NASD","Akanda Corp","Healthcare","Drug Manufacturers - Specialty & Generic",4.54,5.78,-6.77%,140283,1073.71,0.13,-28.29%,-57.69%,-66.95%,-16.59%,-43.82%,-94.09%,27.94%,,-78.89%,-28.24%,,-1.57%,0.83%,1.16%,-37.96%,-59.13%,-63.79%
"ASBP","NASD","Aspire Biopharma Holdings Inc","Healthcare","Biotechnology",7.26,5.61,-22.57%,119296,532.52,0.22,-27.71%,-8.63%,-10.40%,-88.39%,-96.46%,-99.02%,11.03%,,95.93%,,,3.84%,0.99%,9.70%,-12.45%,-7.90%,-93.42%
"CIFR","NASD","Cipher Digital Inc","Technology","Information Technology Services",7236.08,17.69,-13.37%,39335502,25633.47,1.53,-27.68%,-28.76%,2.49%,-5.65%,19.85%,211.44%,12.18%,57.79%,-161.05%,-28.84%,,0.65%,61.33%,16.73%,-16.56%,-23.23%,-4.91%
"PLBL","NASD","Polibeli Group Ltd","Consumer Cyclical","Department Stores",2044.45,5.58,-17.33%,390833,188.36,2.07,-27.63%,-30.77%,-19.13%,-44.53%,-49.09%,-51.18%,5.65%,,329.03%,,,0.73%,0.87%,2.86%,-29.37%,-25.01%,-33.88%
"IMOS","NASD","Chipmos Technologies Inc ADR","Technology","Semiconductors",1597.40,45.64,-8.06%,156493,121.58,1.29,-27.62%,-21.72%,7.82%,7.69%,55.99%,165.94%,5.10%,511.17%,208.48%,30.34%,117.86%,-14.79%,6.88%,0.34%,-28.96%,-25.39%,10.87%
"CHRN","NASD","ChronoScale Holdings Corp","Technology","Information Technology Services",2689.38,18.52,-8.45%,133365,378.71,0.35,-27.49%,-18.99%,65.21%,124.21%,114.35%,462.92%,15.14%,,-19.33%,-36.56%,,1.66%,0.62%,0.81%,-15.15%,-8.83%,62.39%
"BTDR","NASD","Bitdeer Technologies Group","Technology","Software - Application",2165.49,8.90,-13.42%,20956461,9679.33,2.17,-27.41%,-43.88%,-21.24%,-38.15%,-20.61%,-33.73%,8.49%,-49.29%,-138.15%,169.41%,-9.13%,38.14%,47.20%,43.35%,-27.64%,-40.89%,-33.37%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",46862.83,602.35,-7.61%,6326868,5552.72,1.14,-27.40%,-29.25%,-23.89%,62.51%,63.42%,450.19%,9.67%,299.28%,332.76%,90.12%,142.92%,-5.30%,98.65%,11.59%,-19.82%,-27.73%,1.12%
"LGN","NASD","Legence Corp","Industrials","Engineering & Construction",5734.66,53.08,-10.35%,2957865,1533.71,1.93,-27.16%,-34.14%,-34.13%,6.29%,23.33%,,8.21%,357.07%,183.46%,89.32%,,-1.46%,44.95%,9.45%,-24.66%,-32.56%,-10.39%
"TZOO","NASD","Travelzoo","Communication Services","Internet Content & Information",76.69,7.46,-1.45%,204925,121.28,1.69,-27.08%,-35.63%,-28.75%,23.51%,4.78%,-26.72%,6.63%,-37.56%,-269.81%,-2.92%,23.38%,-4.43%,37.57%,5.38%,-29.49%,-28.73%,-6.79%
"ACMR","NASD","ACM Research Inc","Technology","Semiconductor Equipment & Materials",4512.85,65.30,-9.33%,2088527,1653.07,1.26,-27.05%,-45.07%,31.84%,21.04%,65.53%,106.12%,7.70%,24.05%,-18.69%,34.18%,39.81%,-2.22%,64.61%,6.79%,-28.46%,-28.03%,13.19%
"EROC","NYSE","ERock Inc","Industrials","Specialty Industrial Machinery",1972.41,8.99,-10.99%,1818157,2481.11,0.73,-27.03%,-35.18%,,,-55.27%,,10.06%,,,,,6.37%,0.06%,17.61%,-26.97%,-34.85%,-34.85%
"CECO","NASD","Ceco Environmental Corp","Industrials","Pollution & Treatment Controls",3493.67,59.82,-11.35%,2460909,909.76,2.71,-26.89%,-33.58%,-19.48%,-15.77%,-0.05%,48.25%,6.74%,106.30%,-101.14%,16.54%,60.63%,4.21%,53.19%,3.56%,-24.24%,-29.01%,-11.18%
"STM","NYSE","ST Microelectronics","Technology","Semiconductors",43163.23,48.36,-3.59%,13485419,12807.74,1.05,-26.47%,-35.34%,-2.91%,64.71%,86.43%,82.22%,5.32%,152.49%,316.70%,23.95%,93.27%,3.56%,12.26%,1.34%,-23.86%,-29.80%,15.84%
"FORM","NASD","FormFactor Inc","Technology","Semiconductor Equipment & Materials",6505.33,83.45,-5.42%,2438035,1914.72,1.27,-26.40%,-42.12%,-37.81%,13.14%,49.61%,140.49%,8.32%,89.34%,212.29%,31.97%,30.51%,-0.97%,96.35%,3.60%,-24.78%,-32.77%,-10.48%
"CRWV","NASD","CoreWeave Inc","Technology","Software - Infrastructure",33181.59,60.82,-9.63%,36028980,28568.33,1.26,-26.40%,-36.32%,-42.37%,-44.13%,-15.07%,-44.07%,7.72%,-158.06%,-76.43%,111.69%,,9.84%,45.31%,18.96%,-23.00%,-35.92%,-36.31%
"IESC","NASD","IES Holdings Inc","Industrials","Engineering & Construction",9886.63,496.22,-8.70%,194970,255.55,0.76,-26.40%,-31.36%,-17.43%,4.04%,27.56%,45.54%,7.42%,44.14%,55.39%,16.83%,23.32%,1.14%,97.16%,3.04%,-20.38%,-26.27%,-4.06%
"GLXY","NASD","Galaxy Digital Inc","Financial","Capital Markets",7119.58,18.26,-12.80%,8006439,6508.82,1.23,-26.34%,-36.00%,-30.73%,-44.97%,-18.34%,-31.76%,7.95%,-1.21%,78.80%,-22.62%,,0.71%,74.79%,14.50%,-23.00%,-33.71%,-31.90%
"VPG","NYSE","Vishay Precision Group Inc","Technology","Scientific & Technical Instruments",1080.84,81.26,-11.56%,927045,586.45,1.58,-26.28%,-42.81%,42.04%,80.66%,111.06%,194.95%,8.21%,105.44%,66.24%,17.58%,84.45%,-5.56%,88.93%,11.13%,-25.29%,-32.28%,27.73%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2239.30,43.70,-9.20%,3126646,3986.59,0.78,-26.18%,-35.68%,55.41%,121.15%,123.42%,77.43%,9.09%,37.62%,,47.64%,28.14%,8.63%,122.22%,19.80%,-31.73%,-29.76%,35.51%
"AMBQ","NYSE","Ambiq Micro Inc","Technology","Semiconductors",1365.39,57.26,-5.07%,1201795,740.79,1.62,-26.16%,-32.67%,64.45%,82.53%,100.91%,,7.78%,57.76%,-9.77%,59.29%,,35.63%,45.53%,9.65%,-25.60%,-27.84%,32.43%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",794.68,20.58,-12.46%,2508117,2442.56,1.03,-26.13%,-42.90%,32.43%,-4.72%,30.25%,,13.03%,-5.74%,-933.33%,46.00%,,-3.00%,21.21%,61.12%,-31.11%,-32.78%,-8.54%
"ONTO","NYSE","Onto Innovation Inc","Technology","Semiconductor Equipment & Materials",10859.52,218.31,-9.75%,2071244,1275.58,1.62,-26.06%,-37.88%,-22.69%,4.73%,38.29%,116.32%,7.34%,45.65%,-47.97%,9.51%,33.81%,1.20%,100.45%,5.43%,-25.00%,-25.44%,-0.69%
"VRT","NYSE","Vertiv Holdings Co","Industrials","Electrical Equipment & Parts",85671.63,223.04,-17.26%,21114089,5882.16,3.59,-25.94%,-27.34%,-26.88%,17.88%,37.67%,56.30%,5.55%,54.71%,135.90%,30.13%,39.54%,2.69%,84.70%,2.93%,-25.23%,-27.96%,-9.22%
"BW","NYSE","Babcock & Wilcox Enterprises Inc","Industrials","Specialty Industrial Machinery",1181.78,7.94,-10.08%,3555199,3828.36,0.93,-25.72%,-43.73%,-45.69%,-24.81%,25.24%,718.56%,8.52%,128.64%,-120.88%,18.33%,,14.22%,73.54%,10.62%,-25.09%,-45.31%,-27.78%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",7036.86,209.68,-5.30%,1619668,1068.95,1.52,-25.56%,-36.83%,40.56%,80.39%,126.19%,170.80%,9.48%,150.14%,243.57%,106.23%,65.41%,0.28%,79.05%,2.12%,-26.19%,-26.82%,28.47%
"CEVA","NASD","Ceva Inc","Technology","Semiconductors",831.32,29.84,-5.87%,1442828,900.75,1.60,-25.51%,-30.65%,20.13%,32.80%,38.66%,30.31%,6.79%,26.33%,-15.07%,11.46%,34.19%,0.92%,90.68%,7.36%,-25.85%,-29.66%,5.65%
"MKSI","NASD","MKS Inc","Technology","Scientific & Technical Instruments",17400.05,257.61,-9.71%,2509414,1337.69,1.88,-25.30%,-38.07%,-3.84%,12.20%,61.21%,153.43%,6.94%,49.22%,53.81%,15.17%,30.03%,-3.25%,101.46%,7.91%,-24.78%,-25.68%,6.02%
"LMND","NYSE","Lemonade Inc","Financial","Insurance - Property & Casualty",3639.77,47.38,-23.72%,7052662,1544.00,4.57,-25.29%,-23.80%,-27.96%,-46.01%,-33.44%,29.70%,5.00%,22.42%,45.17%,88.58%,,-1.45%,56.72%,14.52%,-29.25%,-22.34%,-27.70%
"DOCN","NYSE","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",12481.11,106.76,-5.11%,3245408,3695.25,0.88,-25.18%,-28.76%,13.12%,77.20%,121.86%,275.12%,8.29%,-41.60%,-60.23%,22.40%,12.06%,33.32%,83.24%,12.38%,-16.35%,-28.26%,23.17%
"BE","NYSE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts",46577.69,163.75,-1.85%,43808548,12905.48,3.39,-24.96%,-40.46%,-27.66%,7.51%,88.46%,371.22%,10.91%,235.93%,431.21%,165.52%,116.30%,2.13%,86.24%,7.20%,-28.52%,-37.70%,-7.82%
"VSH","NYSE","Vishay Intertechnology Inc","Technology","Semiconductors",4595.21,29.96,-8.44%,6506206,7311.03,0.89,-24.89%,-46.77%,12.04%,62.12%,106.76%,73.98%,8.81%,1635.87%,273.09%,17.34%,,-1.91%,86.34%,11.04%,-26.09%,-39.21%,12.74%
"PUMP","NYSE","ProPetro Holding Corp","Energy","Oil & Gas Equipment & Services",1251.92,10.21,-4.22%,7843347,5470.49,1.43,-24.87%,-30.73%,-41.39%,-5.02%,7.36%,61.04%,8.54%,-72.82%,-134.17%,-24.69%,98.10%,16.18%,97.96%,15.20%,-18.39%,-28.79%,-17.01%
"FPS","NYSE","Forgent Power Solutions Inc","Industrials","Electrical Equipment & Parts",8904.54,29.25,-9.75%,13024143,7819.46,1.67,-24.75%,-46.81%,-20.71%,,12.50%,,7.64%,,298.01%,115.99%,,113.33%,39.16%,5.54%,-28.86%,-41.11%,-28.61%
"TSEM","NASD","Tower Semiconductor Ltd","Technology","Semiconductors",20992.37,187.84,-7.46%,1911960,2034.77,0.94,-24.72%,-26.51%,-2.95%,41.64%,59.97%,292.81%,8.14%,45.94%,60.32%,15.48%,58.84%,-2.62%,75.85%,2.62%,-18.44%,-25.26%,12.78%
"SANM","NASD","Sanmina Corp","Technology","Electronic Components",8781.93,163.85,-4.98%,1157149,1112.00,1.04,-24.62%,-31.85%,-23.95%,14.43%,9.18%,35.68%,7.75%,100.30%,68.72%,69.67%,37.50%,-9.81%,98.43%,2.74%,-20.91%,-29.75%,-7.06%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",42807.42,249.74,-4.03%,5329634,5789.14,0.92,-24.53%,-45.23%,36.24%,46.11%,50.12%,110.91%,9.33%,64.56%,148.21%,93.40%,49.49%,2.69%,71.66%,6.79%,-28.08%,-29.09%,20.91%
"MTRN","NYSE","Materion Corp","Basic Materials","Other Industrial Metals & Mining",3938.55,189.34,-9.71%,580082,358.13,1.62,-24.46%,-34.60%,6.80%,40.63%,52.30%,105.67%,6.77%,18.20%,8.97%,30.82%,,0.79%,96.42%,3.26%,-23.31%,-22.22%,12.00%
"SMTC","NASD","Semtech Corp","Technology","Semiconductors",9645.81,103.55,-6.96%,2148112,3568.02,0.60,-24.38%,-33.68%,9.69%,30.27%,40.52%,93.73%,7.05%,55.50%,25.46%,15.92%,51.57%,-3.11%,108.83%,7.03%,-20.74%,-29.44%,4.71%
"REA","AMEX","Rare Earths Americas Inc","Basic Materials","Other Industrial Metals & Mining",180.75,9.08,-3.81%,168538,307.89,0.55,-24.14%,-36.41%,,,-63.68%,,8.10%,-11.18%,,,-1.45%,80.04%,0.01%,4.69%,-23.69%,-43.18%,-46.68%
"STDN","NYSE","Standard Nuclear Inc","Basic Materials","Specialty Chemicals",1177.71,7.33,-2.79%,726701,2045.17,0.36,-24.04%,,,,-45.70%,,11.67%,,,,,,,,-18.49%,-18.49%,-18.49%
"SHLS","NASD","Shoals Technologies Group Inc","Technology","Solar",1332.11,7.94,-7.03%,6085893,5734.10,1.06,-23.87%,-14.53%,3.79%,-17.03%,-6.59%,42.29%,7.50%,13.85%,-5.88%,74.91%,18.69%,-9.90%,109.85%,8.83%,-20.05%,-22.85%,-10.60%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",7950.68,32.23,-8.18%,9771735,7259.87,1.35,-23.72%,-32.02%,-25.34%,55.70%,80.86%,216.29%,7.17%,99.52%,-70.20%,42.84%,57.74%,-4.49%,94.96%,4.94%,-20.18%,-29.99%,1.76%
"FRNM","NASD","Freenome Inc","Healthcare","Diagnostics & Research",103.76,10.06,-6.59%,585826,203.80,2.87,-23.44%,-7.88%,-10.18%,-27.47%,-22.79%,-4.82%,14.26%,,-116.28%,,,,,,-12.38%,-10.70%,-14.15%
"PSIX","NASD","Power Solutions International Inc","Industrials","Specialty Industrial Machinery",586.41,25.44,-8.82%,561332,698.84,0.80,-23.37%,-30.22%,-63.21%,-65.63%,-55.48%,-71.14%,6.40%,-52.21%,-61.75%,-5.06%,5.93%,-0.23%,34.37%,20.62%,-21.60%,-30.58%,-58.80%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",3106.95,10.95,-10.47%,10789147,5412.71,1.99,-23.37%,-32.16%,-47.28%,-1.35%,24.29%,220.18%,8.77%,190.60%,89.47%,235.97%,,27.70%,41.21%,8.91%,-24.05%,-34.03%,-20.84%
"CORZ","NASD","Core Scientific Inc","Technology","Software - Infrastructure",5760.08,18.12,-12.65%,35473928,13268.63,2.67,-23.29%,-30.15%,-9.49%,-9.13%,24.45%,37.38%,7.20%,-260.81%,-7868.82%,108.83%,,9.68%,119.77%,21.07%,-18.75%,-27.80%,-7.96%
"SKHY","NASD","SK Hynix Inc ADR","Technology","Semiconductors",924127.94,126.79,-2.60%,64358765,54790.70,1.17,-23.28%,,,,-25.42%,,8.01%,449.37%,391.93%,195.26%,103.67%,-37.34%,,,-19.66%,-19.66%,-19.66%
"NVTS","NASD","Navitas Semiconductor Corp","Technology","Semiconductors",2541.75,9.73,-2.75%,21746702,28218.72,0.77,-23.16%,-45.12%,-35.62%,1.83%,36.34%,29.45%,9.17%,23.01%,-284.43%,-27.34%,32.42%,1.72%,48.91%,19.19%,-23.59%,-49.47%,-23.95%
"ASX","NYSE","ASE Technology Holding CoLtd ADR","Technology","Semiconductors",68426.97,31.12,-8.28%,13637081,10680.85,1.28,-23.14%,-26.13%,3.46%,55.06%,93.29%,196.95%,5.40%,88.82%,94.89%,21.87%,55.39%,7.36%,7.32%,0.43%,-21.07%,-19.13%,24.90%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",834621.48,739.00,-9.94%,67522615,52484.12,1.29,-22.98%,-35.47%,46.54%,80.14%,158.93%,560.06%,6.75%,783.22%,1372.09%,345.72%,172.04%,-1.85%,78.11%,3.22%,-20.30%,-22.90%,44.48%
"PDFS","NASD","PDF Solutions Inc","Technology","Software - Application",1723.69,41.17,-7.67%,606419,804.69,0.75,-22.93%,-37.55%,2.67%,21.62%,44.30%,69.91%,7.04%,32.71%,252.96%,25.85%,26.55%,7.79%,80.26%,6.94%,-21.99%,-25.21%,6.80%
"APLD","NASD","Applied Digital Corp","Technology","Information Technology Services",6635.57,23.22,-12.77%,31230360,21242.55,1.47,-22.81%,-38.52%,-27.69%,-43.85%,-5.30%,129.45%,8.15%,21.43%,-62.41%,580.68%,,8.77%,73.48%,26.94%,-20.96%,-38.59%,-29.02%
"SSTK","NYSE","Shutterstock Inc","Communication Services","Internet Content & Information",209.40,5.70,-4.68%,1185806,848.42,1.40,-22.76%,-59.66%,-66.99%,-71.49%,-70.16%,-71.98%,12.61%,,-352.96%,-17.91%,,-12.69%,62.42%,4.91%,-25.85%,-51.37%,-66.67%
