"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"NVVE","NASD","Nuvve Holding Corp","Consumer Cyclical","Specialty Retail",3.71,7.07,-12.39%,985741,1135.06,0.87,-55.25%,7.61%,-32.97%,-87.95%,-84.54%,-98.83%,61.40%,,81.33%,49.11%,,,2.17%,5.90%
"STFS","NASD","Star Fashion Culture Holdings Ltd","Communication Services","Advertising Agencies",9.02,7.55,6.34%,97107,270.16,0.36,-52.52%,11.03%,85.05%,60.09%,88.19%,-88.56%,52.67%,,26.86%,34.12%,,103.76%,2.54%,5.03%
"SNWV","NASD","Sanuwave Health Inc","Healthcare","Medical Devices",52.15,6.07,-5.23%,148012,197.28,0.75,-49.29%,-34.15%,-69.58%,-77.60%,-79.67%,-84.17%,21.25%,,74.77%,2.97%,,2.96%,57.61%,7.76%
"GFUZ","NASD","General Fusion Group Ltd","Industrials","Specialty Industrial Machinery",281.82,9.19,7.99%,446374,485.01,0.92,-33.21%,-10.60%,-12.48%,-9.19%,-9.46%,,21.30%,,-2300550.00%,,,,63.23%,
"VEEE","NASD","Twin Vee PowerCats Co","Consumer Cyclical","Recreational Vehicles",14.99,26.25,-10.99%,767233,2251.09,0.34,-31.84%,361.34%,210.76%,-54.23%,-59.23%,-69.81%,76.24%,,67.74%,9.76%,,25.78%,4.93%,1.50%
"AKTX","NASD","Akari Therapeutics Plc ADR","Healthcare","Biotechnology",10.60,9.30,-12.80%,70006,793.55,0.09,-30.74%,-15.04%,56.48%,-17.19%,-19.59%,-79.53%,11.39%,61.27%,-75.83%,,44.90%,50.13%,14.65%,1.58%
"HCAI","NASD","Huachen AI Parking Management Technology Holding Co Ltd","Industrials","Farm & Heavy Construction Machinery",6.28,5.40,-9.40%,57997,1211.89,0.05,-30.41%,-29.60%,-1.82%,-46.27%,-48.45%,-77.66%,8.83%,,-68.06%,-72.77%,,-0.66%,0.32%,2.55%
"FXHO","NASD","UTime Ltd","Technology","Consumer Electronics",2.93,14.87,0.47%,158417,352.04,0.45,-28.72%,182.11%,-35.07%,-60.45%,-70.84%,-99.74%,26.48%,,100.74%,-27.99%,,0.70%,0.81%,97.43%
"AIAI","NASD","AIAI Holdings Corp","Industrials","Conglomerates",528.25,6.78,10.42%,135238,370.98,0.36,-28.25%,-59.23%,,,-43.50%,,17.02%,,,,,4.01%,,1.52%
"DFNS","NASD","T3 Defense Inc","Industrials","Aerospace & Defense",6.65,6.57,54.23%,21244000,152.73,139.10,-27.90%,-74.22%,-92.40%,-98.49%,-98.70%,-99.37%,33.06%,,-105.31%,,,3.83%,1.93%,10.29%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2977.20,58.10,9.15%,3138248,3863.56,0.81,-25.32%,-13.48%,106.76%,191.08%,197.03%,136.42%,13.54%,37.62%,,47.64%,28.14%,12.37%,113.27%,17.87%
"GRRR","NASD","Gorilla Technology Group Inc","Technology","Software - Infrastructure",353.35,12.73,4.77%,1069915,1523.49,0.70,-24.09%,-23.04%,-10.42%,-10.54%,16.58%,-28.76%,16.84%,-591.70%,-507.27%,54.61%,,-1.09%,13.12%,15.06%
"LINC","NASD","Lincoln Educational Services Corp","Consumer Defensive","Education & Training Services",1298.97,40.95,-0.32%,621047,551.77,1.13,-23.47%,-15.44%,-0.46%,57.02%,69.57%,79.53%,8.82%,22.58%,122.04%,22.51%,28.88%,5.51%,86.88%,9.32%
"GLSI","NASD","Greenwich LifeSciences Inc","Healthcare","Biotechnology",215.03,14.65,4.12%,324623,152.44,2.13,-22.94%,-37.34%,-40.25%,-41.12%,-30.27%,24.57%,15.88%,-13.06%,-56.99%,,,14.26%,11.78%,19.73%
"QH","NASD","Quhuo Ltd","Technology","Software - Application",0.66,5.53,-3.66%,42943,624.48,0.07,-22.62%,-58.75%,69.06%,-83.56%,-85.60%,-99.89%,14.14%,,-667.41%,28.69%,,,13.45%,
"NXTC","NASD","Nextcure Inc","Healthcare","Biotechnology",20.79,5.11,-5.37%,690730,2065.17,0.33,-22.34%,152.97%,-56.32%,-60.42%,-63.99%,2.61%,28.96%,62.41%,60.24%,,39.58%,6.51%,44.21%,5.94%
"KPTI","NASD","Karyopharm Therapeutics Inc","Healthcare","Biotechnology",178.24,7.86,5.29%,943050,487.46,1.93,-21.43%,-12.80%,-12.02%,24.64%,6.86%,95.65%,12.51%,77.24%,55.38%,16.83%,55.85%,14.82%,77.16%,33.61%
"HQ","NASD","Horizon Quantum Holdings Ltd","Technology","Software - Infrastructure",531.30,16.69,-14.85%,576207,670.47,0.86,-21.24%,-47.84%,27.89%,34.06%,28.48%,34.81%,19.97%,-40.74%,92.50%,,-28.28%,126.24%,5.36%,9.98%
"AIIR","NASD","Air Global Plc","Consumer Defensive","Tobacco",927.83,5.78,2.84%,3009,153.93,0.02,-20.86%,-17.36%,-44.05%,-43.45%,-43.28%,-46.19%,19.84%,,611.11%,,,,27.41%,0.06%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",3759.17,34.09,-9.72%,5343480,3621.59,1.48,-20.07%,26.87%,74.64%,54.11%,44.88%,2.40%,8.15%,22.74%,106.28%,9.58%,14.53%,9.40%,115.89%,10.21%
"UTI","NYSE","Universal Technical Institute Inc","Consumer Defensive","Education & Training Services",2054.89,37.32,-1.56%,808561,1121.50,0.72,-20.00%,-7.51%,-2.12%,35.76%,42.82%,16.41%,9.29%,-30.89%,-96.22%,6.73%,6.26%,7.68%,97.17%,8.91%
