"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"MPLT","NASD","MapLight Therapeutics Inc","Healthcare","Biotechnology",422.13,9.90,-72.91%,8071535,414.43,19.48,-72.48%,-69.01%,-66.72%,-44.91%,-43.61%,,6.65%,72.39%,-148.89%,,37.07%,3.90%,30.48%,45.00%,-72.11%,-68.69%,-56.78%
"FFAI","NASD","Faraday Future Intelligent Electric Inc","Consumer Cyclical","Auto Manufacturers",12.43,5.12,-21.11%,1009030,168.34,5.99,-68.86%,-85.62%,-90.80%,-96.65%,-96.65%,-98.83%,33.96%,,-29.40%,66.70%,,,89.80%,16.77%,-78.95%,-86.63%,-95.02%
"CAPR","NASD","Capricor Therapeutics Inc","Healthcare","Biotechnology",405.09,6.99,-64.49%,29858303,1330.28,22.45,-64.13%,-76.99%,-80.17%,-69.85%,-75.76%,-0.92%,8.06%,89.72%,-10.57%,,,7.69%,58.30%,29.78%,-65.88%,-72.01%,-70.01%
"VEEE","NASD","Twin Vee PowerCats Co","Consumer Cyclical","Recreational Vehicles",9.01,15.77,21.59%,3698582,2278.96,1.62,-46.52%,235.53%,114.18%,-74.17%,-75.50%,-81.31%,30.22%,,67.74%,9.76%,,23.49%,4.93%,54.36%,-3.92%,53.52%,-58.12%
"HQ","NASD","Horizon Quantum Holdings Ltd","Technology","Software - Infrastructure",395.37,12.42,6.15%,265599,685.05,0.39,-36.63%,-52.08%,9.23%,-2.97%,-4.39%,-1.04%,19.87%,-40.74%,92.50%,,-28.28%,126.24%,5.36%,9.99%,-40.45%,-31.53%,-7.61%
"SDOT","NASD","Sadot Group Inc","Consumer Defensive","Farm Products",17.21,16.84,-3.88%,435940,3805.87,0.11,-35.58%,172.49%,-44.61%,-72.48%,-30.41%,-92.20%,24.73%,,-250.07%,-100.00%,,0.10%,0.63%,8.67%,-40.26%,-2.15%,-63.91%
"QMLS","NASD","QumulusAI Inc","Technology","Software - Infrastructure",212.65,6.47,-9.64%,208518,774.45,0.27,-31.82%,,,,-82.97%,,52.31%,,-834.02%,76.07%,,181.49%,3.47%,,-37.64%,-37.64%,-37.64%
"CLRO","NASD","ClearOne Inc","Technology","Communication Equipment",13.57,5.07,-5.06%,55584,3361.13,0.02,-31.21%,60.95%,57.66%,-26.09%,-0.39%,-11.83%,11.91%,,88.11%,-100.00%,,1.12%,4.57%,19.26%,-26.04%,7.14%,1.92%
"DBGI","NASD","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail",7.22,12.56,-2.64%,182663,133.32,1.37,-30.07%,-54.79%,-78.04%,-96.24%,-97.52%,-97.20%,29.27%,,-16.00%,-31.60%,,,58.90%,11.37%,-51.27%,-57.06%,-93.64%
"LBRT","NYSE","Liberty Energy Inc","Energy","Oil & Gas Equipment & Services",2751.40,16.86,-2.88%,7590693,3961.26,1.92,-29.95%,-38.13%,-48.50%,-19.10%,-8.67%,28.31%,11.85%,82.04%,-40.52%,14.01%,70.12%,6.47%,106.89%,9.38%,-28.48%,-38.04%,-30.24%
