"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"VWAV","NASD","VisionWave Holdings Inc","Industrials","Aerospace & Defense",9.38,6.21,0.13%,177949,107.80,1.65,-41.64%,-71.77%,-93.32%,-94.76%,-96.65%,-96.71%,34.13%,,-678.72%,,,2.80%,6.20%,18.33%,-47.02%,-79.58%,-94.74%,-0.16%
"NFE","NASD","New Fortress Energy Inc","Energy","Oil & Gas Midstream",46.56,8.15,-24.68%,2738435,108.57,25.22,-36.18%,-40.73%,-57.05%,-79.64%,-85.70%,-94.40%,10.14%,,35.72%,3.58%,,,32.81%,16.67%,-39.30%,-46.74%,-78.46%,-23.69%
"XENE","NASD","Xenon Pharmaceuticals Inc","Healthcare","Biotechnology",3785.49,39.09,0.26%,2346895,1387.75,1.69,-30.54%,-35.68%,-28.42%,-28.17%,-12.78%,4.66%,5.48%,-5.62%,-3.62%,,8.68%,1.98%,100.34%,6.91%,-30.76%,-36.05%,-26.74%,-1.69%
"KRRO","NASD","Korro Bio Inc","Healthcare","Biotechnology",152.26,10.34,3.61%,213489,184.60,1.16,-26.51%,-21.55%,-24.58%,-8.25%,29.09%,-69.77%,15.39%,57.42%,60.88%,-100.00%,30.71%,14.75%,68.08%,14.45%,-17.73%,-16.19%,-10.92%,2.58%
"XNDU","NASD","Xanadu Quantum Technologies Ltd","Technology","Software - Infrastructure",1759.39,5.78,-21.57%,34874399,1523.26,22.89,-25.90%,-47.21%,-52.74%,-27.84%,-46.33%,-42.46%,5.84%,47.98%,-444.47%,,23.82%,10.56%,6.66%,30.77%,-35.75%,-42.29%,-52.78%,-1.87%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",1657.40,7.99,-4.08%,11914697,6450.78,1.85,-22.95%,-39.29%,-63.11%,-54.37%,-59.54%,-53.25%,14.30%,,127.27%,31.55%,,11.08%,114.18%,11.51%,-33.30%,-45.31%,-56.76%,-5.33%
"GSHD","NASD","Goosehead Insurance Inc","Financial","Insurance Brokers",1625.21,45.76,-11.49%,1636931,491.76,3.33,-22.90%,-36.90%,14.23%,3.09%,-37.87%,-42.36%,5.84%,15.32%,122.15%,20.59%,22.36%,-3.14%,112.53%,8.57%,-26.01%,-26.82%,-16.38%,-12.90%
"FLNC","NASD","Fluence Energy Inc","Utilities","Utilities - Renewable",1342.02,7.27,-1.62%,8150279,8192.44,0.99,-21.83%,-35.89%,-65.72%,-52.67%,-63.25%,-31.42%,7.01%,-165.38%,-798.82%,7.85%,,6.73%,60.05%,23.44%,-25.49%,-39.25%,-58.63%,-2.94%
"ADVB","NASD","Advanced Biomed Inc","Healthcare","Diagnostics & Research",10.54,6.38,-1.39%,12194,1745.91,0.01,-21.04%,-21.62%,24.72%,52.63%,9.32%,-29.87%,10.53%,,69.15%,,,-0.01%,0.08%,2.21%,-25.33%,-27.04%,2.39%,-2.30%
"EVER","NASD","EverQuote Inc","Communication Services","Internet Content & Information",688.93,19.55,-14.37%,3467296,681.17,5.09,-20.11%,-22.54%,-5.78%,22.49%,-27.59%,-21.33%,4.17%,-23.74%,37.21%,24.55%,0.63%,4.20%,88.68%,25.50%,-19.45%,-21.40%,-8.02%,-14.96%
