"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"WETO","NASD","Wetour Robotics Ltd","Technology","Software - Infrastructure",5.91,5.48,-4.20%,41565367,2122.54,19.58,-80.14%,-39.11%,-94.63%,-87.31%,-93.62%,-97.50%,49.36%,,-305.98%,-44.55%,,,0.16%,0.71%,-60.02%,-85.85%,-91.20%,-23.99%
"FVN","NASD","Future Vision II Acquisition Corp","Financial","Shell Companies",78.53,10.41,-3.70%,89466,132.21,0.68,-47.53%,-5.36%,-4.06%,-2.80%,-1.51%,-0.66%,49.44%,,-20.79%,,,,42.92%,0.31%,-10.93%,-7.06%,-1.85%,-3.70%
"SDOT","NASD","Sadot Group Inc","Consumer Defensive","Farm Products",18.79,14.24,-1.86%,346797,4107.95,0.08,-38.51%,7.47%,359.35%,-67.04%,-41.16%,-92.28%,28.63%,,435.47%,-100.00%,,-0.03%,0.33%,6.43%,8.11%,-25.16%,-57.90%,-6.07%
"EIX","NYSE","Edison International","Utilities","Utilities - Regulated Electric",20772.26,53.98,-23.07%,24691300,2881.53,8.57,-27.02%,-26.43%,-21.87%,-27.47%,-10.06%,-3.83%,3.97%,-6.35%,55.28%,-4.09%,1.65%,0.46%,97.37%,3.44%,-23.42%,-26.95%,-21.22%,-3.11%
"PCG","NYSE","PG&E Corp","Utilities","Utilities - Regulated Electric",29225.45,13.27,-20.06%,153654046,22560.77,6.81,-26.73%,-23.65%,-17.83%,-30.56%,-17.42%,-13.15%,5.47%,10.23%,40.08%,0.07%,9.45%,0.13%,100.21%,1.63%,-23.55%,-23.43%,-21.10%,0.08%
"NXTT","NASD","Next Technology Holding Inc","Technology","Software - Application",8.55,5.80,-3.65%,49343,134.43,0.37,-24.87%,-88.16%,-96.48%,-98.35%,-99.04%,-99.93%,17.60%,,-100.37%,,,,0.18%,1.45%,-16.88%,-90.33%,-98.23%,-4.92%
"DKS","NYSE","Dicks Sporting Goods Inc","Consumer Cyclical","Specialty Retail",12091.85,135.10,0.01%,4703346,2286.65,2.06,-24.66%,-31.04%,-37.73%,-33.79%,-31.76%,-36.51%,7.86%,-11.32%,-25.63%,53.21%,7.02%,4.05%,78.13%,9.87%,-25.18%,-33.52%,-35.36%,-1.21%
"LPTH","NASD","Lightpath Technologies Inc","Technology","Electronic Components",667.59,10.06,-10.42%,5354978,3223.18,1.66,-23.96%,-2.99%,-39.23%,-16.24%,-6.85%,88.04%,8.55%,37.78%,19.17%,108.89%,,32.42%,80.57%,16.91%,-23.27%,-20.33%,-15.01%,-9.37%
"HQ","NASD","Horizon Quantum Holdings Ltd","Technology","Software - Infrastructure",799.33,14.81,-2.44%,173756,702.92,0.25,-23.82%,22.60%,16.52%,27.45%,14.01%,16.91%,12.39%,2056.80%,-35.25%,,-26.34%,105.56%,22.77%,45.31%,-8.31%,-22.16%,7.35%,-1.73%
"DY","NYSE","Dycom Industries Inc","Industrials","Engineering & Construction",8783.18,291.21,-1.06%,635342,596.94,1.06,-23.56%,-27.39%,-41.04%,-30.45%,-13.82%,15.34%,6.95%,41.99%,14.24%,45.57%,27.32%,-3.17%,93.85%,4.32%,-23.91%,-29.81%,-26.14%,-2.28%
"DBGI","NASD","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail",5.98,6.41,-4.83%,77459,178.97,0.43,-23.20%,-58.54%,-80.91%,-95.68%,-98.74%,-98.32%,12.68%,,58.04%,-46.34%,,5.58%,6.73%,7.81%,-48.10%,-67.35%,-95.96%,-4.12%
"JKS","NYSE","JinkoSolar Holding Co Ltd ADR","Technology","Solar",632.27,12.58,-7.09%,1105374,726.55,1.52,-22.15%,-16.91%,-42.43%,-51.32%,-51.26%,-45.47%,6.62%,45.79%,16.64%,-27.00%,,6.53%,35.01%,5.20%,-20.06%,-20.72%,-44.60%,-7.09%
"BBW","NYSE","Build A Bear Workshop Inc","Consumer Cyclical","Specialty Retail",379.51,30.27,1.41%,1707020,487.78,3.50,-22.13%,-10.76%,-16.79%,-35.24%,-50.60%,-50.22%,8.75%,-7.72%,-25.63%,-7.21%,2.21%,0.05%,111.38%,25.06%,-16.57%,-11.55%,-30.66%,-1.05%
"BURL","NYSE","Burlington Stores Inc","Consumer Cyclical","Apparel Retail",16316.88,259.76,-4.83%,2878945,885.64,3.25,-21.44%,-29.50%,-17.28%,-14.59%,-10.07%,-10.64%,5.04%,22.00%,95.67%,10.99%,19.02%,-1.46%,103.87%,3.49%,-22.67%,-23.12%,-16.94%,-3.97%
"QFIN","NASD","Qfin Holdings Inc ADR","Financial","Credit Services",1055.74,8.66,-1.59%,2790692,1839.36,1.52,-21.20%,-37.61%,-48.79%,-43.73%,-55.06%,-70.26%,7.73%,-56.24%,-72.65%,-27.34%,-17.75%,0.49%,56.18%,2.82%,-25.80%,-34.15%,-42.85%,-0.46%
"REAX","NASD","Real REMAX Group Inc","Real Estate","Real Estate Services",416.07,18.98,-10.00%,1719753,555.10,3.10,-20.92%,18.62%,4.29%,-28.38%,-48.00%,-64.72%,18.20%,-32.00%,-637.65%,29.56%,,,35.72%,23.90%,-18.70%,-8.77%,-28.77%,-10.43%
"ELAB","NASD","PMGC Holdings Inc","Healthcare","Biotechnology",4.20,5.19,-2.26%,28587,276.55,0.10,-20.40%,-43.76%,-70.68%,-92.41%,-98.54%,-99.62%,13.31%,,98.41%,,,,3.29%,3.28%,-32.42%,-46.16%,-97.52%,-2.26%
