"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"EYPT","NASD","EyePoint Inc","Healthcare","Biotechnology",458.65,5.32,-1.48%,8174797,2758.37,2.96,-63.93%,-57.34%,-58.37%,-65.30%,-70.88%,-54.14%,16.61%,-17.43%,-28.45%,-90.49%,19.87%,6.23%,103.42%,22.36%,-51.57%,-57.48%,-61.95%,-2.83%
"DBGI","NASD","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail",8.13,8.71,-8.32%,103883,201.90,0.51,-42.09%,-56.54%,-51.29%,-95.82%,-98.28%,-97.52%,24.64%,,58.04%,-46.34%,,,10.93%,8.68%,-39.85%,-61.64%,-94.80%,-8.32%
"DFNS","NASD","T3 Defense Inc","Industrials","Aerospace & Defense",34.29,20.61,-15.53%,247281,3239.25,0.08,-38.99%,428.46%,-53.91%,-92.83%,-95.91%,-95.38%,11.13%,,-369.36%,,,,4.72%,35.79%,-44.80%,-18.49%,-91.27%,2.54%
"CABO","NYSE","Cable One Inc","Communication Services","Telecom Services",129.48,22.82,-12.97%,352173,250.51,1.41,-33.82%,-38.64%,-52.14%,-78.33%,-79.78%,-85.11%,12.82%,-118.14%,-163.00%,-8.44%,,-10.15%,96.91%,17.47%,-37.18%,-43.53%,-72.16%,-12.90%
"FTK","NYSE","Flotek Industries Inc","Energy","Oil & Gas Equipment & Services",893.56,24.67,-1.32%,758036,472.16,1.61,-31.15%,-4.90%,20.17%,48.88%,43.18%,111.58%,13.81%,-15.80%,430.12%,70.29%,-11.29%,2.04%,34.25%,13.99%,-16.94%,-6.68%,26.66%,0.20%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",5409.72,14.33,2.36%,8030992,5398.76,1.49,-31.07%,-18.49%,-10.04%,9.56%,-50.43%,,6.36%,106.32%,107.69%,26.61%,,3.19%,26.63%,22.65%,-22.87%,-23.40%,-31.01%,1.34%
"CUE","NASD","Cue Biopharma Inc","Healthcare","Biotechnology",174.20,23.98,-2.56%,177367,143.57,1.24,-29.88%,-27.53%,19.30%,180.66%,161.73%,-1.49%,14.83%,-121.79%,-805.64%,166.66%,,-3.39%,22.60%,6.26%,-14.44%,-17.78%,29.81%,-6.14%
"WYFI","NASD","Whitefiber Inc","Technology","Information Technology Services",804.94,20.72,-2.08%,2573269,2561.28,1.00,-29.81%,-23.57%,-29.88%,22.68%,31.14%,24.00%,10.89%,-21.49%,-72.22%,59.49%,,-2.61%,26.14%,68.21%,-17.12%,-30.72%,-5.15%,-3.81%
"PAVS","NASD","Paranovus Entertainment Technology Ltd","Consumer Defensive","Packaged Foods",4.31,5.03,-4.19%,19966,1282.74,0.02,-28.04%,-14.89%,-95.25%,-99.66%,-99.76%,-99.99%,9.21%,,26.05%,70797.99%,,0.00%,8.81%,8.76%,-12.06%,-36.97%,-99.94%,-2.18%
"ELAB","NASD","PMGC Holdings Inc","Healthcare","Biotechnology",5.40,6.66,9.18%,203073,288.14,0.70,-26.81%,-29.81%,-59.88%,-91.40%,-98.13%,-99.58%,20.15%,,98.41%,,,108.46%,3.29%,5.44%,-23.59%,-37.75%,-97.33%,0.91%
"LIMN","NASD","Liminatus Pharma Inc","Healthcare","Biotechnology",6.93,5.16,-8.35%,119934,804.24,0.15,-26.29%,-13.06%,-58.05%,-54.93%,-83.08%,-96.29%,11.78%,,-693.88%,,,11.54%,1.44%,10.82%,-9.58%,-11.62%,-75.65%,-6.69%
"MOVE","NASD","Corvex Inc","Technology","Software - Infrastructure",242.47,8.77,-4.88%,55072,179.65,0.31,-25.17%,-30.89%,-64.15%,9.36%,43.32%,99.32%,11.73%,,-67.92%,3590.29%,,15.10%,0.90%,0.66%,-21.13%,-42.19%,-27.10%,-4.88%
"AAP","NYSE","Advance Auto Parts Inc","Consumer Cyclical","Auto Parts",2567.58,42.58,0.45%,4549511,2101.09,2.17,-24.70%,-20.29%,-27.36%,-23.79%,8.35%,-23.42%,6.60%,32.61%,263.05%,-0.50%,25.89%,-2.06%,126.24%,18.63%,-23.09%,-24.72%,-19.06%,0.40%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",3318.48,101.73,-4.00%,1923606,2506.55,0.77,-24.12%,14.94%,11.42%,202.77%,403.86%,476.05%,12.69%,2426.67%,143.11%,33.69%,,1.47%,75.04%,13.85%,-1.59%,6.91%,70.62%,-6.24%
"FN","NYSE","Fabrinet","Technology","Electronic Components",15648.00,436.67,-1.84%,1227070,1003.18,1.22,-23.42%,-15.66%,-37.91%,-20.04%,-4.09%,57.62%,7.17%,29.18%,58.48%,44.64%,27.61%,-8.12%,102.71%,4.65%,-12.70%,-15.68%,-18.78%,-2.90%
"NXTC","NASD","Nextcure Inc","Healthcare","Biotechnology",28.79,6.29,0.64%,36794,2167.88,0.02,-23.39%,50.48%,-38.33%,-54.19%,-55.67%,23.09%,12.49%,67.74%,75.16%,,60.40%,6.10%,47.97%,4.28%,1.86%,48.17%,-31.87%,1.62%
"AMRC","NYSE","Ameresco Inc","Industrials","Engineering & Construction",1134.56,21.38,-3.65%,791501,652.02,1.21,-23.37%,-9.29%,-29.25%,-36.61%,-27.01%,-5.90%,6.14%,38.75%,-25.72%,9.14%,40.40%,5.56%,68.90%,14.00%,-12.00%,-15.23%,-26.46%,-5.02%
"AMIX","NASD","Autonomix Medical Inc","Healthcare","Medical Devices",5.12,5.27,0.00%,108981,3755.73,0.03,-23.07%,50.57%,-37.10%,-33.82%,-54.37%,-75.15%,10.60%,53.45%,77.77%,,29.01%,-2.19%,5.24%,27.73%,-26.44%,-20.01%,-45.83%,1.54%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2114.91,59.07,-2.93%,1556422,1779.72,0.87,-22.75%,-15.82%,2.37%,91.97%,3008.95%,18.14%,12.41%,-248.07%,-1144.50%,,31.26%,20.22%,49.70%,8.84%,1.41%,-13.63%,-91.03%,-3.89%
"FGI","NASD","FGI Industries Ltd","Consumer Cyclical","Furnishings, Fixtures & Appliances",14.92,7.72,-12.51%,79497,1735.25,0.05,-22.67%,72.82%,37.21%,34.35%,35.53%,105.45%,22.69%,80.49%,200.53%,2.86%,,1.00%,0.84%,4.10%,25.39%,48.43%,37.59%,-10.69%
"OCC","NASD","Optical Cable Corp","Technology","Communication Equipment",122.26,13.85,-1.91%,139347,735.08,0.19,-22.19%,-12.18%,27.77%,135.95%,211.24%,160.34%,10.65%,,233.41%,26.58%,,5.69%,24.35%,11.12%,-9.64%,-17.94%,32.79%,-2.46%
"OWLT","NYSE","Owlet Inc","Healthcare","Medical Devices",151.96,5.20,-6.81%,262638,216.04,1.22,-21.92%,-1.89%,-9.41%,-54.06%,-67.88%,-30.67%,9.25%,89.61%,97.77%,29.94%,,2.39%,31.85%,3.28%,-6.46%,-5.70%,-38.61%,-8.93%
