"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DFNS","NASD","T3 Defense Inc","Industrials","Aerospace & Defense",19.76,11.88,-8.93%,1600435,3421.70,0.47,-54.34%,-50.52%,-76.12%,-95.45%,-97.64%,-98.36%,31.40%,,-369.36%,,,4.94%,2.87%,11.29%,-65.84%,-51.06%,-94.69%,-2.34%
"TNON","NASD","Tenon Medical Inc","Healthcare","Medical Devices",3.48,5.21,-7.30%,116987,1213.72,0.10,-54.34%,-21.70%,-78.60%,-82.59%,-84.36%,-88.64%,29.76%,64.29%,3.29%,126.77%,,,4.15%,1.46%,-17.38%,-42.00%,-79.18%,-8.11%
"GRML","NASD","Greenland Mines Ltd","Basic Materials","Other Precious Metals & Mining",16.01,5.04,-48.09%,2742156,176.82,15.51,-51.19%,-49.30%,-72.05%,-76.34%,-65.12%,-86.32%,27.23%,,75.84%,,,14.19%,12.03%,,-46.95%,-53.15%,-70.30%,-6.67%
"RDAC","NASD","Rising Dragon Acquisition Corp","Financial","Shell Companies",18.38,5.35,0.56%,19744,305.75,0.06,-39.07%,-11.86%,-42.53%,7.00%,-45.52%,-48.36%,48.66%,,-71.24%,,,,54.71%,0.08%,-14.86%,-10.72%,-28.62%,-3.60%
"DBGI","NASD","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail",7.08,7.58,-3.68%,74133,181.04,0.41,-36.03%,-47.83%,-46.41%,-95.63%,-98.51%,-98.09%,21.45%,,58.04%,-46.34%,,,6.73%,7.81%,-44.73%,-63.87%,-95.35%,-5.37%
"DKS","NYSE","Dicks Sporting Goods Inc","Consumer Cyclical","Specialty Retail",11604.95,129.66,4.30%,14172491,2001.15,7.08,-32.22%,-38.66%,-40.85%,-39.63%,-34.51%,-42.83%,7.15%,-8.19%,-25.63%,53.21%,8.43%,4.05%,78.13%,9.87%,-31.87%,-37.92%,-38.34%,6.39%
"IPST","NASD","IP Strategy Holdings Inc","Financial","Capital Markets",4.32,5.99,-23.01%,216264,2358.20,0.09,-29.11%,152.74%,50.13%,-53.64%,-80.80%,-96.52%,55.67%,,28.41%,56.80%,,-2.00%,5.48%,2.09%,20.54%,68.39%,-81.69%,-11.39%
"DY","NYSE","Dycom Industries Inc","Industrials","Engineering & Construction",9337.08,310.91,-11.62%,2795593,579.21,4.83,-22.81%,-22.63%,-41.24%,-26.93%,-7.99%,21.05%,5.90%,39.83%,14.29%,45.57%,26.42%,-2.99%,93.85%,4.34%,-22.22%,-26.81%,-21.12%,-4.89%
"CNXU","NASD","Conexeu Sciences Inc","Healthcare","Biotechnology",186.64,6.97,-7.62%,290387,145.59,1.99,-22.15%,-10.46%,-48.81%,,-48.33%,,17.48%,,-519.42%,,,47.71%,0.10%,1.15%,-16.86%,-26.49%,-33.91%,-7.00%
"RGNX","NASD","Regenxbio Inc","Healthcare","Biotechnology",619.21,9.38,5.27%,1159962,1978.89,0.59,-21.96%,-2.29%,40.21%,9.96%,-34.86%,2.85%,8.48%,10.35%,131.11%,405.73%,21.45%,-0.56%,63.86%,13.52%,-10.03%,-13.77%,-9.79%,5.99%
"AAP","NYSE","Advance Auto Parts Inc","Consumer Cyclical","Auto Parts",2660.62,44.05,0.94%,1313200,2025.80,0.65,-21.59%,-24.96%,-24.39%,-12.67%,12.09%,-26.82%,6.88%,32.81%,263.70%,-0.50%,25.34%,3.18%,126.06%,16.89%,-17.18%,-20.68%,-16.16%,0.41%
"QFIN","NASD","Qfin Holdings Inc ADR","Financial","Credit Services",1139.86,9.35,-18.91%,11279117,1711.06,6.59,-20.70%,-31.40%,-40.60%,-35.92%,-51.48%,-69.23%,4.75%,-43.45%,-72.65%,-27.34%,-9.64%,0.59%,56.18%,2.82%,-24.72%,-30.86%,-39.15%,-4.20%
"AEVA","NASD","Aeva Technologies Inc","Technology","Software - Infrastructure",1100.66,15.79,-2.29%,1441109,2108.10,0.68,-20.17%,7.41%,-46.09%,15.76%,18.90%,5.34%,8.13%,10.76%,64.76%,11.34%,16.51%,3.41%,58.02%,9.00%,-23.55%,-23.17%,-6.76%,-1.37%
