"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BANL","NASD","CBL International Ltd","Energy","Oil & Gas Midstream",11.80,5.62,-13.14%,31945,118.18,0.27,-63.03%,47.07%,13.43%,-19.12%,-2.12%,-37.76%,35.96%,,271.55%,63.97%,,-5.09%,0.77%,18.04%,-52.51%,-25.62%,-11.50%,-14.59%
"FCUV","NASD","Focus Universal Inc","Technology","Scientific & Technical Instruments",3.86,5.49,-7.02%,288185,3727.62,0.08,-51.59%,-14.67%,65.29%,-75.41%,-83.04%,-94.42%,38.51%,,66.36%,1811.04%,,13.31%,4.75%,4.63%,-42.46%,-14.40%,-78.92%,-0.09%
"PSQL","NASD","Pasqal Holding SA","Technology","Computer Hardware",1742.93,8.21,2.11%,744388,435.10,1.71,-47.24%,-19.39%,-21.06%,-18.71%,-17.49%,,27.27%,,,,,,11.64%,,-25.32%,-22.25%,-20.48%,0.74%
"RARE","NASD","Ultragenyx Pharmaceutical Inc","Healthcare","Biotechnology",1410.80,14.31,-3.83%,4563312,3063.03,1.49,-44.56%,-46.60%,-37.21%,-37.35%,-37.78%,-54.57%,5.24%,31.44%,22.67%,28.53%,71.02%,1.01%,105.37%,17.67%,-39.89%,-47.13%,-44.58%,-3.11%
"TTAN","NASD","ServiceTitan Inc","Technology","Software - Application",5449.11,57.12,-29.98%,22878190,1506.68,15.18,-40.16%,-34.26%,-19.22%,-26.68%,-46.37%,-52.25%,4.82%,32.76%,26.03%,20.91%,25.78%,9.36%,68.50%,12.63%,-37.36%,-31.92%,-26.99%,-14.91%
"VACI","NYSE","Viking Acquisition Corp I","Financial","Shell Companies",197.99,6.32,-7.74%,11457,177.24,0.06,-40.07%,-37.70%,-37.98%,-36.29%,-36.16%,,18.92%,,4566.67%,,,,68.22%,0.03%,-34.39%,-36.45%,-36.95%,-7.74%
"ALP","NASD","Alpha Compute Corp","Financial","Asset Management",8.40,5.41,0.54%,151686,116.56,1.30,-37.95%,-44.01%,-59.72%,-72.96%,-81.95%,-98.20%,23.02%,93.30%,89.03%,,,-2.23%,2.91%,5.86%,-30.00%,-45.25%,-78.50%,8.07%
"PSNY","NASD","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers",1299.71,7.96,-10.86%,596840,176.43,3.38,-34.32%,-42.49%,-59.43%,-53.26%,-62.75%,-73.73%,14.38%,51.27%,65.78%,16.11%,18.23%,25.86%,23.58%,1.48%,-35.02%,-44.83%,-54.52%,-13.38%
"RTB","NASD","RTB Digital Inc","Technology","Software - Application",114.93,8.20,-7.71%,137345,145.55,0.94,-33.94%,-50.99%,95.82%,46.52%,44.62%,-17.74%,19.69%,,80.44%,-16.35%,,92.90%,5.18%,6.99%,-38.52%,-45.83%,-6.74%,-10.91%
"EGAN","NASD","eGain Corp","Technology","Software - Application",140.13,5.11,-2.02%,312054,193.86,1.61,-30.35%,-30.83%,-29.59%,-46.60%,-50.39%,-37.59%,6.70%,-88.65%,-95.74%,-4.67%,,-1.13%,53.15%,8.47%,-27.22%,-25.44%,-38.80%,-2.02%
"CXM","NYSE","Sprinklr Inc","Technology","Software - Application",1235.15,5.32,-4.14%,3588172,3645.12,0.98,-30.00%,-23.23%,-1.48%,-5.34%,-31.62%,-32.23%,8.98%,-2.76%,-37.58%,0.80%,5.92%,-12.43%,50.87%,9.00%,-24.14%,-16.69%,-13.95%,-4.66%
"GWRE","NYSE","Guidewire Software Inc","Technology","Software - Application",11842.38,142.24,-4.99%,2049807,1558.66,1.32,-29.27%,-17.75%,14.24%,-10.50%,-29.24%,-44.43%,6.05%,22.14%,-37.66%,15.29%,25.88%,-0.51%,102.53%,5.62%,-22.43%,-12.08%,-9.05%,-3.79%
