"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"QMLS","NASD","QumulusAI Inc","Technology","Software - Infrastructure",269.52,8.20,-10.48%,638925,891.35,0.72,-61.74%,,,,-78.42%,,,,-834.02%,76.07%,,90.18%,3.47%,
"VEEE","NASD","Twin Vee PowerCats Co","Consumer Cyclical","Recreational Vehicles",8.28,14.50,-21.87%,352077,2270.00,0.16,-59.92%,156.64%,87.42%,-75.04%,-77.48%,-83.74%,36.81%,,67.74%,9.76%,,25.78%,4.93%,1.50%
"BXBL","NASD","BOXABL Inc","Financial","Shell Companies",7.47,5.40,-11.48%,1270562,272.30,4.67,-41.43%,-48.18%,-46.75%,-46.43%,-46.22%,-45.27%,20.36%,,-15.36%,,,,,28.60%
"HQ","NASD","Horizon Quantum Holdings Ltd","Technology","Software - Infrastructure",437.39,13.74,-6.15%,248950,679.02,0.37,-34.35%,-58.85%,14.98%,9.22%,5.77%,10.63%,21.18%,-40.74%,92.50%,,-28.28%,126.24%,5.36%,9.98%
"GLSI","NASD","Greenwich LifeSciences Inc","Healthcare","Biotechnology",193.61,13.19,-0.60%,170679,155.38,1.10,-30.62%,-42.73%,-47.11%,-40.85%,-37.22%,14.80%,20.06%,-13.06%,-56.99%,,,14.26%,11.78%,19.73%
"STDN","NYSE","Standard Nuclear Inc","Basic Materials","Specialty Chemicals",1410.68,8.78,-9.02%,517784,2677.95,0.19,-28.62%,,,,-34.96%,,,,,,,,,
"JLHL","NASD","Julong Holding Ltd","Industrials","Building Products & Equipment",133.19,6.21,-11.03%,209567,2136.72,0.10,-26.42%,-68.15%,-32.06%,36.78%,54.09%,24.70%,17.95%,,62.93%,61.71%,,-47.82%,0.03%,1.30%
"KPTI","NASD","Karyopharm Therapeutics Inc","Healthcare","Biotechnology",160.68,7.09,-1.25%,680124,490.95,1.39,-24.41%,-26.53%,-25.76%,12.18%,-3.67%,45.88%,15.69%,77.24%,55.38%,16.83%,55.85%,14.82%,77.16%,33.61%
"CTEV","NYSE","Claritev Corp","Healthcare","Health Information Services",396.70,23.27,-6.85%,122052,150.14,0.81,-24.35%,-22.59%,6.21%,-19.34%,-45.57%,-46.80%,8.34%,7.93%,-0.55%,5.77%,8.97%,-3.46%,57.19%,11.17%
"SSTK","NYSE","Shutterstock Inc","Communication Services","Internet Content & Information",211.61,5.76,-21.95%,4977289,716.97,6.94,-24.31%,-60.08%,-68.46%,-69.67%,-69.84%,-72.35%,6.46%,-181.60%,-352.96%,-17.91%,-24.40%,-12.59%,62.35%,4.62%
