"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"ICHR","NASD","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials",2374.45,68.10,-13.03%,1475507,1178.82,1.25,-28.95%,-27.55%,-3.65%,122.62%,269.51%,217.19%,10.63%,499.38%,46.83%,4.75%,125.29%,-7.59%,93.37%,5.50%,-25.79%,-18.92%,41.36%
"LBRT","NYSE","Liberty Energy Inc","Energy","Oil & Gas Equipment & Services",2888.49,17.70,4.98%,14143578,3988.34,3.55,-28.86%,-34.10%,-46.12%,-16.11%,-4.12%,35.53%,12.86%,82.04%,-40.52%,14.01%,70.12%,6.47%,106.89%,9.38%,-23.53%,-34.19%,-26.83%
"TZOO","NASD","Travelzoo","Communication Services","Internet Content & Information",77.82,7.57,-25.86%,589401,116.23,5.07,-27.84%,-32.17%,-22.83%,31.65%,6.32%,-29.97%,4.13%,66.83%,-11.56%,4.90%,31.39%,-4.43%,37.57%,5.38%,-29.85%,-27.93%,-5.57%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",3479.27,47.31,-10.04%,7201791,2684.46,2.68,-27.41%,-38.40%,-33.02%,-9.02%,2.91%,45.08%,8.64%,90.16%,106.00%,55.34%,96.55%,-4.02%,109.31%,29.69%,-26.56%,-32.90%,-19.56%
"UCTT","NASD","Ultra Clean Hldgs Inc","Technology","Semiconductor Equipment & Materials",3474.20,77.50,-10.89%,1713494,1350.52,1.27,-26.30%,-34.78%,-4.43%,75.94%,205.96%,213.38%,8.61%,145.07%,-256.27%,2.91%,95.65%,2.53%,101.91%,8.18%,-23.78%,-21.93%,29.13%
"BE","NYSE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts",47456.62,166.84,-11.34%,27763629,12677.68,2.19,-26.26%,-33.80%,-28.91%,19.50%,92.01%,379.70%,10.62%,182.40%,313.73%,130.37%,113.58%,2.13%,86.12%,7.20%,-29.31%,-37.06%,-5.87%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",7072.60,88.14,-9.90%,10739379,11691.63,0.92,-26.09%,-35.04%,-39.54%,152.62%,152.84%,249.48%,10.26%,497.41%,-2.56%,51.36%,,12.49%,72.32%,13.10%,-22.77%,-40.73%,-1.15%
"TTMI","NASD","TTM Technologies Inc","Technology","Electronic Components",11287.46,108.69,-12.14%,5926625,2699.25,2.20,-25.99%,-43.24%,-24.61%,14.86%,57.52%,136.54%,7.96%,63.82%,51.66%,30.42%,38.88%,-3.16%,94.32%,2.37%,-24.40%,-36.10%,-2.59%
"ADTN","NASD","ADTRAN Holdings Inc","Technology","Communication Equipment",729.79,9.01,-5.16%,2208741,2461.52,0.90,-25.78%,-33.36%,-46.18%,-7.40%,3.68%,-6.83%,6.60%,127.72%,91.04%,15.48%,63.76%,11.37%,108.63%,17.08%,-24.44%,-36.08%,-22.01%
"BAND","NASD","Bandwidth Inc","Technology","Software - Infrastructure",1672.90,52.25,-8.62%,1564206,1398.30,1.12,-25.74%,-8.17%,116.72%,261.34%,238.19%,222.33%,9.13%,25.87%,39.38%,19.82%,26.43%,0.27%,72.80%,12.44%,-21.67%,-16.25%,79.50%
"IMOS","NASD","Chipmos Technologies Inc ADR","Technology","Semiconductors",1737.40,49.64,-9.65%,162557,120.03,1.35,-24.79%,-16.96%,15.97%,19.17%,69.66%,187.43%,4.71%,511.17%,208.48%,30.34%,117.86%,-14.79%,6.81%,0.34%,-23.83%,-18.97%,20.96%
"COHU","NASD","Cohu Inc","Technology","Semiconductor Equipment & Materials",2003.53,42.47,-11.17%,1311341,1436.49,0.91,-24.46%,-33.72%,-8.05%,46.60%,82.51%,117.79%,6.42%,363.26%,61.11%,29.26%,,6.05%,107.21%,17.48%,-22.78%,-24.10%,16.95%
"ACMR","NASD","ACM Research Inc","Technology","Semiconductor Equipment & Materials",4977.27,72.02,-9.94%,1371219,1648.19,0.83,-24.40%,-31.08%,35.30%,40.86%,82.56%,125.20%,7.82%,24.05%,-18.69%,34.18%,39.81%,-2.22%,64.59%,6.79%,-23.67%,-20.59%,25.10%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",2797.49,42.76,-10.69%,8296284,9502.05,0.87,-24.33%,-39.04%,-39.04%,140.22%,161.53%,1652.46%,11.38%,172.45%,84.63%,39.10%,,5.36%,60.09%,17.58%,-22.06%,-47.52%,-7.23%
"SKHY","NASD","SK Hynix Inc ADR","Technology","Semiconductors",948763.56,130.17,-8.98%,44997639,55099.37,0.82,-24.29%,,,,-23.43%,,8.31%,431.72%,391.93%,195.26%,103.50%,-37.34%,,,-18.75%,-18.75%,-18.75%
"OPTX","NASD","Syntec Optics Holdings Inc","Technology","Electronic Components",256.99,6.38,-10.64%,1092154,1026.17,1.06,-24.23%,-39.58%,-32.13%,32.64%,123.08%,203.81%,9.80%,,-376.14%,-7.86%,,162.63%,5.16%,22.68%,-26.52%,-37.15%,0.05%
"CLRO","NASD","ClearOne Inc","Technology","Communication Equipment",13.61,5.09,0.39%,17296,3362.04,0.01,-24.03%,62.10%,52.85%,-24.14%,0.00%,-7.79%,13.14%,,88.11%,-100.00%,,1.12%,4.57%,19.26%,-26.68%,6.75%,2.36%
"EROC","NYSE","ERock Inc","Industrials","Specialty Industrial Machinery",2215.94,10.10,-5.70%,1082531,2523.95,0.43,-24.00%,-26.60%,,,-49.75%,,12.35%,,,,,6.37%,0.06%,17.61%,-19.75%,-27.57%,-27.57%
"JLHL","NASD","Julong Holding Ltd","Industrials","Building Products & Equipment",126.98,5.92,-5.13%,108360,2147.52,0.05,-23.71%,-58.06%,-41.67%,46.17%,46.90%,25.69%,18.10%,,62.93%,61.71%,,-47.82%,0.03%,24.61%,-27.25%,-67.42%,-33.84%
"STM","NYSE","ST Microelectronics","Technology","Semiconductors",44769.81,50.16,-6.16%,16340594,12706.76,1.29,-23.34%,-29.77%,-0.79%,75.38%,93.37%,87.94%,4.96%,152.64%,316.70%,23.95%,93.27%,3.56%,12.23%,1.34%,-22.64%,-27.46%,20.44%
"COHR","NYSE","Coherent Corp","Technology","Scientific & Technical Instruments",47604.92,243.33,-10.31%,8346169,5768.07,1.45,-23.29%,-36.06%,-24.32%,23.04%,31.84%,133.30%,7.51%,54.58%,990.95%,20.55%,55.47%,0.37%,82.52%,4.65%,-21.66%,-31.40%,-3.83%
"AGPU","NASD","Axe Compute Inc","Technology","Software - Infrastructure",84.26,7.33,1.66%,389151,432.21,0.90,-23.17%,2.37%,10.06%,49.59%,2.52%,-38.92%,21.49%,,93.37%,-67.99%,,10.89%,2.96%,6.45%,-0.60%,4.57%,28.20%
"AESI","NYSE","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services",1371.46,10.98,-4.02%,5682744,3425.79,1.66,-22.89%,-35.41%,-34.25%,-4.52%,16.56%,-22.57%,8.59%,-66.80%,-3817.65%,-10.76%,,-7.44%,72.47%,28.79%,-21.30%,-31.59%,-14.44%
"SMX","NASD","SMX (Security Matters) Plc","Industrials","Specialty Business Services",10.18,15.67,-3.57%,43480,104.93,0.41,-22.81%,8.07%,-78.02%,-99.59%,-99.57%,-99.99%,13.95%,,-64761.11%,,,1.46%,0.18%,11.32%,-5.96%,-2.27%,-99.73%
"AMBQ","NYSE","Ambiq Micro Inc","Technology","Semiconductors",1438.36,60.32,-11.66%,1279090,723.09,1.77,-22.81%,-24.74%,73.23%,90.16%,111.65%,,6.58%,57.76%,-9.77%,59.29%,,35.63%,45.51%,9.65%,-23.17%,-24.24%,39.91%
"RXO","NYSE","RXO Inc","Industrials","Trucking",3733.80,22.64,-6.10%,3201308,2325.88,1.38,-22.73%,-16.52%,16.52%,49.93%,79.11%,33.49%,5.98%,234.92%,-15.39%,-0.56%,,0.53%,111.59%,9.05%,-16.52%,-14.00%,24.99%
"DBGI","NASD","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail",8.35,14.53,15.68%,82218,136.05,0.60,-22.71%,-48.87%,-73.68%,-95.14%,-97.14%,-96.97%,34.15%,,-16.03%,-29.69%,,,,,-41.96%,-49.39%,-92.59%
"STRL","NASD","Sterling Infrastructure Inc","Industrials","Engineering & Construction",16511.81,538.09,-15.21%,2761174,766.29,3.60,-22.51%,-33.14%,6.46%,48.97%,75.71%,104.14%,7.08%,73.65%,141.86%,91.59%,38.51%,-1.15%,92.46%,4.28%,-21.23%,-30.78%,7.47%
"FORM","NASD","FormFactor Inc","Technology","Semiconductor Equipment & Materials",6877.95,88.23,-10.70%,2248642,1918.14,1.17,-22.44%,-32.51%,-38.70%,19.23%,58.17%,152.23%,7.42%,89.34%,212.29%,31.97%,30.51%,-0.97%,96.36%,3.60%,-23.12%,-29.41%,-5.12%
"GLW","NYSE","Corning Inc","Technology","Electronic Components",108448.97,126.01,-12.10%,45980722,14855.27,3.10,-22.41%,-42.99%,-25.00%,32.71%,43.91%,127.41%,6.53%,26.88%,134.97%,20.05%,32.20%,-1.69%,72.79%,2.43%,-28.41%,-32.05%,-6.34%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",50720.15,651.93,-8.43%,5595495,5551.20,1.01,-22.16%,-20.20%,-24.17%,96.10%,76.87%,508.31%,8.20%,299.28%,332.76%,90.12%,142.92%,-5.30%,98.62%,11.59%,-14.67%,-22.47%,9.85%
"CEVA","NASD","Ceva Inc","Technology","Semiconductors",883.14,31.70,-9.87%,1535635,887.44,1.73,-22.15%,-25.09%,16.80%,43.76%,47.30%,36.05%,6.59%,26.33%,-15.07%,11.46%,34.19%,0.92%,90.68%,7.36%,-22.89%,-25.50%,12.22%
"AKAN","NASD","Akanda Corp","Healthcare","Drug Manufacturers - Specialty & Generic",4.87,6.20,-1.74%,62758,1197.41,0.05,-22.11%,-55.97%,-48.76%,-23.88%,-39.74%,-92.97%,28.98%,,-78.89%,-28.24%,,-1.57%,0.83%,1.16%,-36.17%,-57.05%,-61.71%
"NVTS","NASD","Navitas Semiconductor Corp","Technology","Semiconductors",2372.31,10.01,-12.27%,28628350,28353.58,1.01,-21.95%,-42.14%,-45.30%,6.72%,40.20%,16.94%,8.67%,21.39%,-284.43%,-27.34%,31.36%,1.72%,48.82%,19.19%,-23.88%,-48.66%,-21.75%
"ZVRA","NASD","Zevra Therapeutics Inc","Healthcare","Biotechnology",575.19,9.73,0.21%,1501746,1804.69,0.83,-21.85%,-28.03%,-0.82%,7.87%,8.59%,-9.99%,6.60%,-20.58%,1152.36%,77.54%,3.02%,7.65%,71.72%,13.37%,-23.81%,-20.54%,-3.92%
"SLS","NASD","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology",1877.07,10.09,-6.88%,10084588,9499.45,1.06,-21.78%,-18.56%,106.76%,134.65%,167.64%,466.85%,11.22%,16.00%,26.44%,,,9.77%,29.11%,30.08%,-21.25%,-2.07%,91.14%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",42702.57,169.69,-9.68%,28535371,18319.10,1.56,-21.77%,-29.38%,17.06%,85.53%,102.72%,221.69%,11.54%,-44.20%,521.40%,621.52%,-14.09%,15.68%,50.69%,30.22%,-17.61%,-24.75%,20.74%
"FRVO","NASD","Fervo Energy Co","Utilities","Utilities - Renewable",6222.91,21.12,-11.93%,3005427,3972.50,0.76,-21.75%,-34.98%,,,-41.33%,,8.09%,,,,,19.74%,4.58%,4.31%,-17.96%,-34.01%,-34.53%
"ELVA","NASD","Electrovaya Inc","Industrials","Electrical Equipment & Parts",395.58,7.99,-4.88%,532231,987.78,0.54,-21.59%,-18.14%,-14.18%,-22.95%,1.14%,76.97%,9.31%,40.31%,-4.37%,20.18%,67.11%,14.39%,29.43%,6.86%,-13.26%,-19.40%,-4.01%
"SANM","NASD","Sanmina Corp","Technology","Electronic Components",9241.86,172.43,-17.46%,2038616,1131.26,1.80,-21.41%,-27.11%,-8.32%,-5.54%,14.90%,75.33%,6.23%,94.48%,68.72%,69.67%,37.50%,-9.81%,98.37%,2.74%,-18.53%,-26.52%,-2.10%
"ACI","NYSE","Albertsons Companies Inc","Consumer Defensive","Grocery Stores",5671.63,11.58,1.85%,11829038,7919.83,1.49,-21.33%,-14.79%,-30.11%,-32.75%,-32.56%,-41.19%,5.44%,-14.12%,-58.62%,0.24%,-3.41%,-1.45%,66.63%,15.38%,-16.29%,-21.44%,-30.92%
"AGL","NYSE","Agilon Health Inc","Healthcare","Medical Care Facilities",1654.03,99.14,0.72%,406286,406.89,1.00,-21.18%,-16.86%,291.55%,317.92%,475.81%,99.28%,8.57%,87.58%,1672.24%,-7.33%,,-2.49%,67.92%,7.34%,-12.45%,-5.21%,139.37%
"CTEV","NYSE","Claritev Corp","Healthcare","Health Information Services",386.47,22.67,3.90%,75706,150.14,0.50,-20.98%,-31.61%,-6.40%,-19.92%,-46.97%,-43.87%,9.27%,7.93%,-0.55%,5.77%,8.97%,-3.92%,56.99%,11.29%,-22.10%,-18.08%,-28.93%
"REA","AMEX","Rare Earths Americas Inc","Basic Materials","Other Industrial Metals & Mining",187.93,9.44,-7.09%,127066,311.10,0.41,-20.87%,-34.67%,,,-62.24%,,7.55%,-11.18%,,,-1.45%,80.04%,0.01%,4.66%,-22.68%,-41.87%,-45.01%
"XMTR","NASD","Xometry Inc","Industrials","Industrial Distribution",4584.85,82.99,-3.41%,734918,949.44,0.77,-20.85%,-12.06%,74.31%,29.61%,39.55%,152.71%,7.10%,86.60%,66.12%,35.88%,73.78%,0.75%,92.23%,6.31%,-11.87%,-8.73%,30.14%
"TTI","NYSE","Tetra Technologies Inc","Industrials","Conglomerates",1058.49,7.24,-5.85%,3635442,1642.68,2.21,-20.44%,-33.39%,-25.74%,-37.53%,-22.73%,92.55%,6.08%,3.08%,100.00%,-0.56%,27.19%,-1.15%,80.64%,7.29%,-20.82%,-26.41%,-21.75%
"POWI","NASD","Power Integrations Inc","Technology","Semiconductors",3298.62,59.20,-6.64%,716749,1153.22,0.62,-20.42%,-25.41%,-16.17%,33.72%,66.57%,12.80%,6.10%,6.88%,-61.60%,2.63%,28.79%,4.11%,113.42%,9.98%,-16.19%,-21.97%,9.67%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",7430.86,221.42,-9.42%,1522269,1065.35,1.43,-20.40%,-27.47%,50.07%,95.69%,138.86%,192.15%,9.07%,150.14%,243.57%,106.23%,65.41%,0.28%,79.13%,2.12%,-23.72%,-22.99%,36.15%
"OCC","NASD","Optical Cable Corp","Technology","Communication Equipment",120.57,13.66,-7.58%,257362,744.09,0.35,-20.35%,-25.64%,28.87%,211.87%,206.97%,174.85%,9.61%,,233.41%,26.58%,,1.54%,19.22%,12.03%,-13.74%,-17.18%,39.24%
"CHRN","NASD","ChronoScale Holdings Corp","Technology","Information Technology Services",2937.69,20.23,-0.15%,301333,374.59,0.80,-20.29%,-9.00%,77.92%,155.43%,134.14%,346.58%,16.26%,,-19.33%,-36.56%,,1.66%,0.62%,0.81%,-8.10%,-0.28%,78.41%
"SEDG","NASD","Solaredge Technologies Inc","Technology","Solar",2436.99,40.07,-7.01%,4809554,3389.78,1.42,-20.29%,-22.57%,-15.43%,16.45%,38.89%,48.08%,7.53%,101.59%,44.08%,41.47%,,-6.27%,101.74%,17.97%,-21.79%,-30.43%,-5.93%
"WATT","NASD","Energous Corp","Technology","Communication Equipment",72.78,13.23,-7.48%,199971,325.98,0.61,-20.01%,-42.58%,-57.77%,101.06%,231.58%,-0.83%,8.06%,68.58%,87.99%,798.54%,,18.68%,17.88%,13.77%,-24.52%,-41.31%,-8.06%
